Topo
170.41217
170.39595
170.38464
170.37105
170.36403
170.35323
170.34088
170.33182
170.32509
170.31705
170.3086
170.3026
170.29724
170.29266
170.28967
170.27887
170.27719
170.27469
170.27399
170.26955
170.26837
170.26512
170.26675
170.26517
170.26224
170.26205
170.26503
170.26474
170.26604
170.2658
170.26746
170.2753
170.27617
170.28009
170.28474
170.28825
170.2956
170.29958
170.30804
170.31241
170.31934
170.32848
170.33597
170.34712
170.35426
170.36745
170.38327
170.39507
170.40521
170.42294
170.44157
170.45146
170.47511
170.49146
170.51472
170.53795
170.56111
170.57918
170.61462
170.63371
170.67339
170.70493
170.73418
170.783
170.81853
170.85953
170.9061
170.95784
170.99907
171.04736
171.10149
171.16075
171.22545
171.30412
171.3538
171.44063
171.50427
171.59233
171.67416
171.75673
171.87906
172.00229
172.11565
172.21436
172.35513
172.45235
172.561
172.72229
172.86436
173.01082
173.16147
173.32896
173.55913
173.68605
173.87218
174.13347
174.26167
174.43562
174.74696
174.88394
175.11128
175.43419
175.68176
175.96097
176.2152
176.3677
176.64543
177.07332
177.26881
177.53941
177.86229
178.20158
178.51451
178.84714
179.1022
179.3144
179.75836
180.05855
180.30377
180.76076
181.26433
181.47006
181.75905
182.12758
182.4206
182.70575
183.1025
183.43565
183.73526
184.08798
184.46094
184.75792
184.84932
185.08905
185.43524
185.63008
185.94373
186.10681
186.37637
186.6138
186.83209
186.9757
187.2379
187.58986
187.54039
187.69557
187.96132
188.10411
188.3281
188.50371
188.28754
188.3763
188.2233
188.17738
188.33585
188.44606
188.49034
188.29532
188.31473
188.3343
188.07953
188.18542
187.90392
187.92924
187.64386
187.71072
187.50903
187.05305
187.0856
186.9903
186.82985
186.60786
186.32213
186.12999
186.0171
185.81589
185.57352
185.48495
185.15865
184.90324
184.69331
184.27827
184.0445
183.77354
183.66
183.44429
183.06586
182.77266
182.47334
182.40549
182.05817
181.79997
181.52513
181.35097
181.03407
180.73006
180.67035
180.33302
180.11082
179.80373
179.59558
179.35208
179.22643
178.97519
178.6767
178.50539
178.26956
178.10454
177.7708
177.571
177.45692
177.27061
177.06276
176.86227
176.63992
176.50696
176.31525
176.196
176.02277
175.82352
175.71277
175.5459
175.37602
175.26343
175.0463
174.94603
174.8346
174.734
174.49344
174.44138
174.3311
174.20839
174.08463
173.98027
173.84946
173.76851
173.69395
173.57138
173.49214
173.39363
173.3254
173.23712
173.14862
173.0828
173.00175
172.93005
172.85779
172.7519
172.7042
172.63373
172.59297
172.54453
172.48618
172.40836
172.38737
172.31187
172.30603
172.25238
172.19618
172.16795
172.11038
172.0868
172.02608
172.00067
171.9697
171.92685
171.92534
171.88844
171.86249
171.83932
171.82239
171.76244
171.76312
171.75871
171.7401
171.7063
171.71127
171.6748
171.67316
171.679
171.64812
171.63724
171.63445
171.64046
171.64014
171.62968
171.64583
171.62596
171.6215
171.6139
171.62918
171.62196
171.59976
171.62961
171.63535
171.65211
171.65582
171.66226
171.65948
171.68835
171.68942
171.71805
171.71991
171.76611
171.76172
171.79599
171.81474
171.82997
171.84883
171.86385
171.90582
171.92708
171.96619
171.98273
172.01332
172.03044
172.09557
172.07677
172.13857
172.17165
172.18779
172.22258
172.28207
172.32162
172.33986
172.41661
172.43695
172.45264
172.51195
172.5563
172.59157
172.64969
172.65381
172.72542
172.7756
172.82448
172.84723
172.89801
172.95563
173.01382
173.05228
173.0574
173.11261
173.20047
173.16518
173.27065
173.2515
173.35654
173.37744
173.38522
173.43147
173.47691
173.53407
173.55376
173.57469
173.63683
173.65839
173.71022
173.75925
173.74342
173.76671
173.77031
173.8594
173.83063
173.87494
173.85602
173.86382
173.83572
173.91995
173.91331
173.92844
173.94469
173.91502
173.90047
173.89755
173.90474
173.90514
173.9045
173.90897
173.92369
173.90388
173.84904
173.83398
173.8276
173.79999
173.83183
173.75858
173.75435
173.77446
173.74629
173.76445
173.7099
173.65207
173.64891
173.59494
173.57063
173.50581
173.485
173.4914
173.45323
170.44092
170.41904
170.41005
170.39601
170.38028
170.36993
170.36086
170.35085
170.34073
170.33144
170.3221
170.3171
170.31154
170.30325
170.30475
170.29674
170.2903
170.28703
170.28577
170.28413
170.27873
170.28006
170.27733
170.27547
170.27689
170.27798
170.27774
170.28038
170.27768
170.28088
170.28464
170.28532
170.28864
170.29462
170.29755
170.30482
170.30852
170.31618
170.32135
170.32687
170.34076
170.34993
170.35727
170.36638
170.37682
170.39146
170.40454
170.41525
170.43098
170.44826
170.46771
170.48453
170.49542
170.52353
170.55093
170.56569
170.59265
170.61427
170.64604
170.68443
170.7127
170.75111
170.78561
170.8277
170.87161
170.91783
170.95532
171.0201
171.06184
171.1204
171.18758
171.24672
171.31946
171.3934
171.4649
171.53679
171.63432
171.71481
171.82097
171.89969
172.02582
172.13805
172.26619
172.40794
172.49568
172.63226
172.80602
172.94139
173.08807
173.21928
173.40657
173.58177
173.7852
173.99062
174.19217
174.40796
174.61356
174.81445
175.0859
175.32437
175.5406
175.83492
176.09613
176.35497
176.68884
176.98636
177.22159
177.58603
177.83093
178.16266
178.5443
178.74019
179.0906
179.44084
179.6956
180.25183
180.43921
180.75923
181.09964
181.42365
181.7598
182.17503
182.5539
182.94676
183.17702
183.44029
183.76205
184.2743
184.46999
184.76186
185.12439
185.38747
185.79768
185.97876
186.00409
186.36421
186.71208
186.97176
186.96317
187.2376
187.35428
187.66539
187.97244
187.7755
188.04944
188.2494
188.38423
188.62215
188.46887
188.8495
188.54231
188.57059
188.63477
188.82002
188.67369
188.55566
188.80086
188.60313
188.25554
188.2893
188.46986
188.22571
187.99854
187.99527
187.94827
187.75432
187.38737
187.23499
187.02235
186.897
186.52046
186.54543
186.25255
185.8913
185.92911
185.50124
185.18129
185.13281
184.7991
184.8041
184.28714
184.05057
183.8901
183.71843
183.41136
183.08624
182.84082
182.42004
182.30037
182.0289
181.882
181.51201
181.29575
180.90108
180.79573
180.5692
180.25809
180.20468
179.93533
179.58972
179.29509
179.04852
178.93756
178.75462
178.45195
178.28284
178.0633
177.78893
177.58833
177.44426
177.30652
177.08011
176.8751
176.65703
176.50356
176.36563
176.1331
176.04788
175.89241
175.70505
175.51526
175.44987
175.2625
175.14401
175.01215
174.9025
174.8352
174.66089
174.51321
174.37062
174.27773
174.15141
174.03593
173.98294
173.8172
173.76157
173.7115
173.56068
173.47484
173.38918
173.3208
173.24045
173.12776
173.05347
173.0509
172.94434
172.87335
172.79805
172.73547
172.66637
172.62149
172.56812
172.4982
172.48312
172.43112
172.35138
172.31992
172.27872
172.21457
172.18782
172.13806
172.11864
172.08081
172.0436
172.02979
171.97462
171.95029
171.93872
171.93213
171.85963
171.85664
171.83139
171.81693
171.80809
171.78665
171.75693
171.73982
171.76436
171.72414
171.71907
171.70325
171.69353
171.67982
171.70436
171.69211
171.66982
171.67352
171.69135
171.67397
171.67796
171.66147
171.6877
171.67569
171.69383
171.70393
171.70702
171.72078
171.73233
171.74919
171.7555
171.77026
171.78748
171.77274
171.80058
171.83727
171.86984
171.87267
171.8948
171.9096
171.93468
171.96992
171.99896
172.03326
172.04102
172.09384
172.0947
172.16823
172.20068
172.19043
172.22792
172.27388
172.35384
172.33665
172.39127
172.43456
172.47638
172.53218
172.56151
172.59196
172.64688
172.68129
172.72755
172.7689
172.80801
172.8671
172.89308
172.9362
172.98235
173.025
173.08751
173.14487
173.1616
173.20192
173.27856
173.25894
173.32352
173.33861
173.43253
173.44328
173.49538
173.5191
173.53246
173.566
173.61942
173.64575
173.67278
173.76012
173.73619
173.74283
173.7816
173.77203
173.83731
173.81665
173.8721
173.85614
173.90703
173.95306
173.94911
173.89677
173.90439
173.91972
173.91428
173.90306
173.87425
173.90141
173.87578
173.93636
173.8396
173.82951
173.88197
173.81265
173.7899
173.80089
173.77365
173.78734
173.72307
173.7256
173.69553
173.67065
173.64397
173.61661
173.60307
173.58234
173.5239
173.52853
173.46786
173.46837
173.41902
173.39058
173.36525
170.4678
170.44795
170.43163
170.42195
170.40955
170.39496
170.38228
170.37247
170.36006
170.35542
170.3483
170.33595
170.32928
170.32593
170.32153
170.31337
170.3108
170.30896
170.30125
170.29976
170.29662
170.29404
170.2924
170.29207
170.29396
170.29181
170.29413
170.29463
170.29364
170.29543
170.2996
170.30371
170.30496
170.31516
170.31578
170.32127
170.32898
170.33574
170.34654
170.35397
170.35577
170.3704
170.37808
170.39392
170.40047
170.41154
170.4288
170.44382
170.45564
170.47359
170.49223
170.51546
170.53496
170.5539
170.58398
170.6105
170.63554
170.66711
170.69598
170.72469
170.767
170.80597
170.85425
170.88152
170.94316
170.99214
171.03598
171.08868
171.15244
171.1979
171.26598
171.35558
171.4208
171.49602
171.58022
171.67238
171.75139
171.86435
171.96222
172.06374
172.19533
172.31477
172.4571
172.56723
172.72127
172.85516
172.99211
173.19377
173.35031
173.53438
173.72041
173.92542
174.0862
174.27718
174.5497
174.82088
175.0317
175.24904
175.4993
175.76128
176.07379
176.25667
176.59119
176.9344
177.22598
177.48895
177.76868
178.10129
178.4606
178.85168
179.09203
179.40489
179.7737
180.08472
180.42848
180.84918
181.14316
181.4057
181.98535
182.20996
182.63293
183.03897
183.27628
183.51942
183.9773
184.30922
184.72504
185.00104
185.12505
185.38602
185.9147
186.23053
186.44196
186.67276
186.95273
187.22775
187.70802
187.52968
187.5084
187.84496
188.20352
188.45738
188.24693
188.62857
188.73474
188.79681
188.91019
188.95401
189.14056
189.0722
189.00623
189.10669
189.083
188.85217
189.14435
188.92484
189.08304
188.69762
188.45547
188.70131
188.5135
188.01764
188.13164
187.7885
187.92552
187.73215
187.4162
187.23878
186.92407
186.67522
186.48306
186.23932
186.08318
185.8036
185.3964
185.50331
185.28589
184.90642
184.56264
184.34065
184.03593
183.68396
183.51599
183.39023
182.98146
182.75818
182.5808
182.14848
181.95023
181.71628
181.41365
181.20135
181.02664
180.75314
180.36252
180.24487
179.9924
