Gaussian Deviate
 -0.64213411E-01
 -0.50076618    
 -0.45808358    
 -0.20299406    
  0.19577975    
  0.20600742    
  0.45829216    
  0.41438289    
  0.34951593    
  0.26987809    
  0.76386312E-01
  0.30550405    
  0.22282449    
  0.27921915    
 -0.55831094E-01
 -0.16845365    
 -0.65649165    
 -0.28874710    
 -0.17178114    
  0.22563172    
  0.49306104    
  0.51363666    
  0.98792830    
   1.1190040    
  0.79387283    
  0.63634111    
  0.70360003    
  0.76630908    
  0.80986891    
  0.61631727    
  0.39092898    
  0.59513168    
  0.54359977    
  0.65680280E-01
  0.11138880E-01
  0.86588209E-01
 -0.11911189    
 -0.16781694    
  0.81240436E-01
  0.28172233    
  0.22942261    
  0.50359441    
  0.72461633    
  0.83134722    
  0.75482262    
  0.27649457    
  0.48224595    
  0.51127152    
  0.22735333    
  0.12381472    
 -0.29574456    
 -0.80667139    
 -0.49227983    
 -0.10107176    
  0.67311435    
  0.61230349    
  0.51365472    
  0.40643388    
  0.64276064    
  0.39199793    
  0.77005245    
  0.50738788    
  0.72111988    
  0.39143998    
  0.21967167    
 -0.18503538    
 -0.42308335    
  0.84910656E-02
 -0.24715064    
  0.25047557E-01
  0.21736281    
  0.51730503    
  0.55840589    
  0.61725844    
  0.91670790    
  0.40031295    
  0.47890337    
  0.72349932    
  0.61215069    
  0.76323921    
  0.64130444    
  0.39761706    
  0.27028484    
  0.25322390E-01
  0.74067919E-01
  0.24667238    
  0.26656374    
 -0.45021629E-01
 -0.18825841    
 -0.10052775    
  0.50206122    
  0.70609148    
  0.71850848    
  0.94961822    
  0.90842823    
  0.45334653    
  0.61207099    
  0.28051951    
  0.12980631    
  0.21324801    
 -0.41116240    
 -0.51480043    
 -0.52467553    
  0.26072234    
  0.79771109    
  0.75667160    
  0.98257730    
   1.0210618    
  0.67248693    
  0.83661390    
  0.90310953    
   1.0103441    
  0.69298521    
  0.45017901    
  0.66543561    
  0.21149049    
 -0.20841729    
 -0.15790989    
 -0.11347698    
  0.27287914    
  0.37949859E-01
  0.50746810    
  0.80307710    
  0.54654001    
  0.46107523    
  0.34798539    
  0.21489662    
  0.36156525    
  0.51401517    
  0.45795135    
  0.25873763    
  0.36367628    
  0.37301601    
  0.38567985    
  0.21948235    
  0.68343068E-01
  0.14573841    
  0.13718433    
 -0.17744455    
  0.11222318    
  0.40371833    
  0.58022210    
  0.83010561    
  0.94306773    
  0.89347602    
  0.74807841    
  0.38704207    
  0.39802385    
  0.19019870    
  0.28431662    
 -0.32414059    
 -0.17193863    
  0.11603042    
  0.44169105    
  0.41217241    
  0.51154701    
  0.90012714    
  0.87848304    
  0.73806876    
  0.70569358    
  0.90308872    
   1.1380894    
  0.93341924    
