DHID,Drill_Type,x,y,z
DH_324,RC,158.84900000004563,399.2290000002831,4.3940000000000055
DH_325,RC,217.5560000000405,350.01999999955297,5.391999999999996
DH_326,RC,1064.3330000000424,1499.1009999997914,19.960000000000036
DH_327,RC,999.4520000000484,1399.0839999997988,18.55600000000004
DH_328,RC,397.4100000000326,1098.9139999998733,14.420000000000016
DH_329,RC,897.51800000004,798.9230000004172,11.603000000000009
DH_330,RC,993.6739999999991,502.4510000003502,9.120000000000005
DH_331,RC,723.4590000000317,497.20199999958277,7.789000000000044
DH_332,RC,969.505999999994,300.1100000003353,7.468999999999994
DH_333,RC,996.3240000000224,202.86600000038743,6.5190000000000055
DH_334,RC,197.4990000000107,249.37200000043958,2.251000000000033
DH_335,RC,96.55100000003586,249.08600000012666,3.2700000000000387
DH_336,RC,0.0,249.41899999976158,5.362000000000023
DH_337,RC,299.0140000000247,248.99799999967217,2.5950000000000273
DH_338,RC,88.41300000000047,449.6100000003353,5.309000000000026
DH_339,RC,448.2170000000042,1499.0849999999627,17.25
DH_340,RC,398.7170000000042,1449.3559999996796,17.095000000000027
DH_341,RC,348.06300000002375,1398.2189999995753,16.694000000000017
DH_342,RC,349.7410000000382,1249.7980000004172,16.65300000000002
DH_343,RC,675.2790000000386,1274.7759999996051,15.592000000000041
DH_344,RC,729.7470000000321,1274.6009999997914,15.652000000000044
DH_345,RC,773.6849999999977,1274.6629999997094,16.229000000000042
DH_346,RC,849.3230000000331,1298.7970000002533,17.87700000000001
DH_347,RC,922.4079999999958,1323.4009999996051,18.406000000000006
DH_348,RC,974.3460000000196,1324.9830000000075,24.420000000000016
DH_349,RC,1024.3460000000196,1324.9830000000075,22.420000000000016
DH_350,RC,823.3720000000321,1274.9359999997541,17.485000000000014
DH_351,RC,873.2160000000149,1274.7070000004023,18.247000000000014
DH_352,RC,973.5100000000093,1276.1040000002831,16.985000000000014
DH_353,RC,774.2179999999935,1373.472000000067,16.980999999999995
DH_354,RC,825.1380000000354,1374.24199999962,16.980999999999995
DH_355,RC,1020.6840000000084,1277.069000000134,17.852000000000032
DH_356,RC,824.2810000000172,1320.472000000067,17.562999999999988
DH_357,RC,875.3620000000228,1373.1550000002608,18.525000000000034
DH_358,RC,873.6290000000154,1349.1830000001937,17.833000000000027
DH_359,RC,923.3260000000009,1374.4009999996051,19.975000000000023
DH_360,RC,847.3940000000293,1399.2740000002086,17.605000000000018
DH_361,RC,973.4180000000051,1374.8899999996647,18.009000000000015
DH_362,RC,947.8369999999995,1398.382000000216,18.230999999999995
DH_363,RC,1024.0219999999972,1374.5810000002384,18.984000000000037
DH_364,RC,825.0960000000196,1423.0099999997765,18.321000000000026
DH_365,RC,974.6590000000433,1424.0990000003949,18.5
DH_366,RC,874.7800000000279,1423.1100000003353,18.206000000000017
DH_367,RC,925.1810000000405,1423.8770000003278,19.27600000000001
DH_368,RC,872.1790000000037,1474.4599999999627,20.081999999999994
DH_369,RC,972.6330000000307,1476.3799999998882,19.199000000000012
DH_370,RC,1024.1650000000373,1474.25,19.773000000000025
DH_371,RC,998.929999999993,1438.5149999996647,18.684000000000026
DH_372,RC,957.954000000027,1475.347000000067,19.01600000000002
DH_373,RC,250.0810000000056,148.22300000023097,1.066000000000031
DH_374,RC,301.2710000000079,47.56500000040978,0.49500000000000455
DH_375,RC,196.75900000002002,42.583999999798834,0.0
DH_376,RC,1245.2370000000228,50.20799999963492,6.086999999999989
DH_377,RC,1278.3159999999916,84.27699999976903,6.807000000000016
DH_378,DD,840.664000000048,1245.1080000000075,16.954000000000008
DH_379,DD,960.8120000000345,1245.2810000004247,16.94100000000003
DH_380,DD,720.9029999999912,1245.1830000001937,15.355999999999995
DH_381,DD,644.9110000000219,1458.1310000000522,16.38100000000003
DH_382,DD,745.0620000000345,1455.445000000298,18.863
DH_383,DD,944.8890000000247,1449.6279999995604,18.795000000000016
DH_384,DD,1057.673999999999,1452.9139999998733,19.82499999999999
DH_385,DD,687.8470000000088,644.4040000000969,9.185000000000002
DH_386,DD,568.8369999999995,640.88300000038,9.297000000000025
DH_387,DD,417.38300000003073,647.0410000002012,8.13900000000001
DH_388,DD,455.38400000002,1150.0930000003427,13.653999999999996
DH_389,DD,135.92300000000978,949.7350000003353,11.319000000000017
DH_390,DD,417.3319999999949,1350.0489999996498,18.105999999999995
DH_391,DD,384.899000000034,850.1030000001192,11.146000000000015
DH_392,DD,551.4710000000196,449.9349999995902,6.185000000000002
DH_393,DD,528.8080000000191,350.53899999987334,4.535000000000025
DH_394,DD,454.4910000000382,1249.8499999996275,14.955000000000041
DH_395,DD,463.2140000000363,750.0109999999404,9.411000000000001
DH_396,DD,379.7620000000461,549.8919999999925,6.822000000000003
DH_397,DD,550.6990000000224,949.9040000000969,11.215000000000032
DH_398,DD,536.899000000034,649.7520000003278,9.037000000000035
DH_399,DD,521.7700000000186,834.679999999702,10.256000000000029
DH_400,DD,550.8699999999953,750.222000000067,9.754999999999995
DH_401,DD,549.3080000000191,1050.055999999866,12.108000000000004
DH_402,DD,619.5190000000293,1449.9890000000596,16.382000000000005
DH_403,DD,805.0130000000354,1353.1059999996796,17.104000000000042
DH_404,DD,749.4760000000242,1191.7290000002831,15.04400000000004
DH_405,DD,687.1010000000242,852.1739999996498,11.093000000000018
DH_406,DD,189.20200000004843,452.570000000298,5.414000000000044
DH_407,DD,349.42600000003586,150.08600000012666,2.02800000000002
DH_408,DD,651.4100000000326,250.24399999994785,4.571000000000026
DH_409,DD,709.5219999999972,49.64099999982864,3.3590000000000373
