Easting,Northing,Elevation,Ag,Al,As,Au,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Pd,Pt,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr
524.033241,7164.488832,0.5,10,0.1,1.3,1,3,156,,0.04,19.04,0.07,,1.7,2.6,,3.68,0.27,0.3,,,9,,0.03,1.2,,10.48,91,0.44,0.015,,4.8,0.005,4.49,,,,,0.03,0.07,0.6,0.1,,85.8,,0.02,0.5,0.001,0.03,0.8,5,0.1,,14.4,
523.737222,7161.155382,0.5,55,0.44,5.3,1.3,4,393,,0.16,10.61,0.27,,7.9,8.4,,20.5,1.58,1.4,,,27,,0.1,3.1,,4.96,398,6.88,0.01,,24.3,0.027,8.99,,,,,0.08,0.4,2.4,0.7,,90,,0.06,2.1,0.004,0.29,1.6,20,0.1,,47.4,
518.1521786,7157.808125,0.5,21,0.41,3.6,0.8,2,97.6,,0.17,0.08,0.13,,10.8,7.3,,17.77,2.48,1.3,,,5,,0.06,2.1,,0.1,386,0.81,0.002,,9.6,0.017,6.9,,,,,0.02,0.32,2.1,0.1,,5,,0.04,1.4,0.004,0.04,0.8,13,0.1,,16.7,
521.1956752,7159.934104,0.5,28,0.88,6.9,0.3,4,280.1,,0.16,8.19,0.1,,9.6,13.7,,16.98,1.98,2.1,,,18,,0.08,2,,3.67,322,1.55,0.008,,23.4,0.031,8.45,,,,,0.04,0.26,2.1,0.4,,49.8,,0.05,1.9,0.002,0.1,0.7,18,0.1,,51.3,
528.5811733,7163.646701,0.5,13,0.17,3.4,0.5,3,24.6,,0.06,18.32,0.08,,3.2,3.1,,7.32,0.59,0.5,,,5,,0.05,2.6,,10.98,308,0.68,0.014,,4.3,0.01,7.63,,,,,0.02,0.11,1,0.1,,64.2,,0.04,0.8,0.003,0.04,0.4,8,0.1,,25.5,
529.2044232,7158.911639,0.5,16,0.3,2.9,1,4,196.9,,0.1,10.94,0.33,,5.5,5.7,,14.19,0.92,0.9,,,6,,0.07,3.2,,5.15,361,1.15,0.008,,13.6,0.015,7.59,,,,,0.03,0.17,1.6,0.4,,59.4,,0.02,1.2,0.003,0.09,0.7,8,0.1,,33.7,
531.2822136,7162.135334,0.5,23,0.37,2.9,0.2,2,49,,0.12,0.02,0.06,,7.3,6.5,,12.46,0.84,1,,,16,,0.04,1.8,,0.07,152,0.6,0.002,,7,0.017,4.99,,,,,0.02,0.2,1,0.2,,2.9,,0.03,0.8,0.004,0.06,0.4,9,0.1,,19.6,
537.3501749,7151.171322,0.5,39,0.8,4.3,0.2,3,140.1,,0.22,0.07,0.05,,9.7,9.3,,23.24,2.41,2.4,,,18,,0.16,3.7,,0.29,403,0.5,0.002,,12.3,0.02,9.43,,,,,0.02,0.28,3.1,0.3,,4.5,,0.05,2.6,0.004,0.08,0.6,13,0.1,,16.1,
534.330409,7158.892731,0.5,31,0.4,2,0.5,3,96.6,,0.13,0.06,0.14,,5.9,6.1,,11.19,1.24,1,,,14,,0.07,1.9,,0.09,311,0.37,0.002,,7.5,0.016,7.65,,,,,0.02,0.17,1.3,0.2,,3.2,,0.05,0.9,0.004,0.06,0.4,10,0.1,,23.7,
532.2571841,7159.124143,0.5,16,0.18,3.3,0.2,4,38,,0.05,17.94,0.11,,2.5,3.8,,4.87,0.52,0.5,,,5,,0.04,3,,10.76,243,0.36,0.014,,4.1,0.013,9.18,,,,,0.02,0.1,1.1,0.2,,70.3,,0.02,0.7,0.002,0.03,0.3,8,0.1,,22.1,
529.8584869,7157.776764,0.5,20,0.46,4,0.2,3,142.7,,0.15,4.87,0.07,,8.4,7.6,,16.53,2.02,1.5,,,13,,0.09,2.3,,2.91,454,0.56,0.005,,11.6,0.018,8.12,,,,,0.02,0.25,2.1,0.3,,22.2,,0.04,1.5,0.003,0.05,0.5,13,0.1,,24.2,
469.8169842,7128.716021,0.5,30,0.09,3.6,0.2,3,184.7,,0.08,18.2,0.15,,3.3,2.9,,5.02,0.5,0.2,,,50,,0.03,3.9,,9.95,161,0.87,0.015,,7,0.024,23.66,,,,,0.03,0.19,1.1,0.1,,169.2,,0.03,1,0.002,0.05,1,6,0.1,,46.5,
477.9500352,7121.022302,0.5,63,0.1,5.2,0.3,1,78.5,,0.09,18.94,0.14,,2.2,3.5,,5.1,0.5,0.2,,,15,,0.03,4,,11.49,173,1.54,0.018,,6.6,0.024,39.82,,,,,0.02,0.38,1.1,0.1,,85.2,,0.02,0.7,0.002,0.07,0.8,6,0.1,,47.9,
474.3624957,7118.380997,0.5,13,0.09,2.2,1.3,3,99.6,,0.04,21.25,0.12,,1.7,2.4,,3.03,0.36,0.3,,,14,,0.04,3.1,,9.24,99,0.84,0.014,,3.7,0.014,7.47,,,,,0.03,0.12,0.8,0.1,,292.8,,0.07,0.7,0.001,0.06,1,4,0.1,,26.7,
473.6838346,7119.979188,0.5,13,0.07,1.2,0.7,2,79.7,,0.02,21.03,0.31,,0.9,1.8,,1.87,0.12,0.2,,,10,,0.03,1,,11.99,91,0.53,0.013,,4.5,0.007,6.2,,,,,0.02,0.12,0.3,0.2,,73.1,,0.08,0.2,0.001,0.04,1,7,0.1,,51.5,
470.1320042,7119.682728,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468.4750883,7116.681316,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472.3829498,7112.890642,0.5,230,0.99,11.9,1.4,4,580.1,,0.19,2.81,2.63,,26.4,16.6,,29.87,2.74,2.3,,,71,,0.08,8,,0.66,706,4.6,0.007,,102.3,0.058,16.46,,,,,0.1,1.44,3,1.8,,71.3,,0.08,2.8,0.001,0.3,1.2,34,0.1,,483,
460.4100507,7116.107561,0.5,363,1.01,9.2,1.1,6,440.2,,0.08,12.36,1.89,,13,58.5,,42.91,2.38,3,,,51,,0.11,16.3,,2.87,397,4.49,0.008,,46.3,0.172,19.74,,,,,0.14,1.84,4.5,1.4,,424.6,,0.09,2.7,0.014,0.18,1.6,56,0.1,,199.3,
459.4240797,7117.632673,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.5560248,7121.729219,0.5,290,1.03,9.3,0.2,6,435.1,,0.08,12.83,1.69,,13.2,44.4,,35.44,2.28,3,,,49,,0.11,16.3,,2.78,353,4.31,0.008,,44.9,0.181,17.81,,,,,0.12,1.75,4.1,1,,395.6,,0.13,2.6,0.011,0.17,1.5,55,0.1,,201.9,
478.9903446,7115.610265,0.5,14,0.12,1.8,0.2,3,42.4,,0.02,20.57,0.13,,1.7,2.3,,2.75,0.28,0.3,,,166,,0.05,2.8,,9.78,62,0.9,0.018,,4.7,0.011,6.34,,,,,0.03,0.14,0.6,0.1,,105.9,,0.02,0.8,0.001,0.06,1.1,4,0.1,,32.4,
482.553087,7114.089298,0.5,25,0.1,2.3,0.6,3,44.7,,0.03,19.64,0.25,,1.4,2.2,,2.8,0.31,0.2,,,38,,0.03,2.9,,11.27,108,1,0.025,,5.1,0.008,23.85,,,,,0.03,0.15,0.6,0.3,,86.4,,0.03,0.6,0.002,0.06,0.6,4,0.1,,83.4,
480.4086765,7108.758693,0.5,23,0.14,3,0.5,1,529.3,,0.02,21.62,0.65,,3.5,3.4,,3.56,0.43,0.4,,,20,,0.04,3.4,,7.78,134,0.97,0.011,,13.2,0.018,7.59,,,,,0.04,0.23,0.7,0.2,,231.3,,0.03,0.7,0.001,0.04,1.1,7,0.1,,76.6,
477.7574366,7109.870883,0.5,45,0.16,4.9,0.2,2,570.7,,0.04,29.46,0.61,,2,6.3,,4.29,0.63,0.4,,,5,,0.04,10.1,,3.26,86,1.83,0.009,,16.1,0.045,18.2,,,,,0.08,0.26,1.4,0.6,,693.6,,0.08,1.1,0.001,0.07,1.1,11,0.1,,65.8,
466.9157932,7106.012486,0.5,134,0.71,8.5,0.2,2,1163.3,,0.06,16.97,4.67,,18.9,11.5,,25.28,1.75,1.1,,,34,,0.06,5.6,,5.44,381,5.51,0.008,,108,0.054,8.39,,,,,0.09,1.83,1.7,1.2,,259.2,,0.06,1.3,0.002,0.29,2.8,36,0.1,,501.9,
473.182712,7105.014871,0.5,66,0.15,3.9,0.2,2,48,,0.03,23.03,0.73,,2.4,5.2,,4.77,0.46,0.4,,,20,,0.04,5.8,,8.75,111,1.56,0.01,,19.2,0.029,15.11,,,,,0.02,0.45,1.1,0.4,,313.3,,0.04,0.9,0.001,0.11,1.2,12,0.1,,80,
464.4428199,7104.481833,0.5,177,0.97,15.4,0.2,4,379.1,,0.14,9.16,2.57,,15.5,16.1,,26.43,2.51,2.2,,,41,,0.09,5.2,,1.29,324,5.27,0.01,,54.6,0.08,12.75,,,,,0.2,2.16,3.4,2.2,,282.3,,0.1,2.2,0.001,0.25,1.7,41,0.1,,298.1,
469.517202,7102.692811,0.5,594,1.82,29,0.2,4,86.9,,0.14,9.21,28.86,,63.8,21.4,,148.35,7.46,1.6,,,70,,0.09,12.5,,0.45,1001,12.92,0.006,,287.7,0.19,13.01,,,,,0.23,4.79,6,6.9,,334.7,,0.11,5.7,0.001,0.64,20.9,85,0.1,,2604.1,
470.1439641,7098.494377,0.5,320,1.03,15.5,0.2,3,845.7,,0.13,6.23,10.78,,50.7,17.6,,64.25,2.8,2.1,,,88,,0.12,7,,1.42,969,9.51,0.007,,226.8,0.119,13.58,,,,,0.17,3.76,3,2.8,,136.8,,0.11,2.7,0.001,0.48,3.4,71,0.1,,1131,
500.5366173,7113.67135,0.5,100,1.27,10.6,0.8,3,128.5,,0.37,0.83,0.2,,13.2,18,,42.35,3.59,3.4,,,56,,0.07,7.6,,0.57,296,1.26,0.008,,29.9,0.063,33.62,,,,,0.09,0.41,3.9,0.5,,22.4,,0.05,2.4,0.002,0.07,1.7,16,0.1,,117.3,
485.2646698,7206.418037,0.5,27,0.43,3.3,1.9,4,155.8,,0.2,0.24,0.04,,8.4,6.6,,18.87,1.4,1.5,,,7,,0.1,2.1,,0.33,354,0.32,0.002,,10.1,0.018,6.5,,,,,0.02,0.21,1.7,0.3,,5,,0.04,2,0.006,0.07,0.6,9,0.1,,9.7,
484.504891,7205.960485,0.5,9,0.39,2.4,1.9,6,133.9,,0.11,0.1,0.03,,5.6,9.9,,7.05,1.4,1.7,,,6,,0.13,2.1,,0.29,109,0.2,0.001,,9.8,0.019,2.52,,,,,0.02,0.2,1.3,0.3,,6,,0.02,2.4,0.017,0.08,0.9,14,0.1,,9,
483.0938193,7203.733579,0.5,13,0.4,2.1,1.2,6,78.1,,0.12,0.1,0.02,,5.3,10,,7.63,1.34,1.6,,,5,,0.12,1.8,,0.27,78,0.2,0.001,,9.2,0.017,2.96,,,,,0.02,0.18,1.4,0.4,,4.3,,0.02,2.3,0.012,0.07,0.7,12,0.1,,6.7,
475.7096713,7198.71903,0.5,31,0.21,3.4,0.7,4,115.4,,0.1,7.45,0.02,,6,4.8,,12.52,1.13,0.7,,,5,,0.06,2.4,,4.42,251,0.58,0.007,,6.7,0.012,11.65,,,,,0.02,0.17,2.3,0.2,,31,,0.02,1.4,0.003,0.06,0.5,7,0.1,,7.2,
477.5923161,7197.71132,0.5,8,0.05,2.6,1.2,3,182.2,,0.02,20.48,0.04,,0.9,1.9,,2.97,0.23,0.1,,,5,,0.01,1.6,,10.23,74,0.44,0.013,,3.8,0.004,5.4,,,,,0.02,0.09,1.4,0.2,,71.4,,0.02,0.4,0.001,0.04,0.5,3,0.1,,4.6,
481.0153564,7196.697992,0.5,14,0.29,2,0.6,3,182.1,,0.1,2.84,0.03,,4.3,6.2,,9.07,1,0.9,,,5,,0.07,2,,1.85,151,0.27,0.003,,6.8,0.018,4.24,,,,,0.02,0.13,1.1,0.1,,14.4,,0.04,1.9,0.007,0.05,0.5,8,0.1,,8.2,
486.6978987,7193.457679,0.5,9,0.28,1.7,0.3,3,73.1,,0.09,0.59,0.03,,3.8,5.5,,6.38,0.94,0.9,,,5,,0.07,1.8,,0.48,127,0.16,0.002,,6.2,0.014,3.02,,,,,0.02,0.13,1,0.1,,4.8,,0.02,1.7,0.007,0.04,0.4,8,0.1,,6.2,
482.9115496,7192.46714,0.5,65,0.39,4.7,0.4,4,189.7,,0.09,12.78,0.33,,6.3,8.6,,16.03,1.29,1.2,,,12,,0.06,5.5,,5.4,280,2.19,0.009,,14.7,0.037,14.46,,,,,0.03,0.45,2.9,0.4,,138,,0.02,2,0.002,0.09,1,17,0.1,,55.3,
484.0168069,7189.457538,0.5,20,0.39,3.1,0.6,5,163.3,,0.13,10.65,0.07,,6.6,6.4,,12.59,1.33,1.2,,,5,,0.08,5,,4.22,381,0.37,0.008,,9.3,0.017,14.09,,,,,0.02,0.19,2.7,0.2,,81.4,,0.05,1.9,0.004,0.06,0.5,9,0.1,,27.1,
482.0544269,7187.555061,0.5,27,0.39,3.2,0.7,6,249.4,,0.14,8.5,0.06,,7.6,6.6,,14.49,1.38,1.1,,,5,,0.09,5,,3.33,461,0.29,0.007,,9.6,0.02,19,,,,,0.02,0.21,2.8,0.3,,69.5,,0.02,2.1,0.003,0.07,0.4,8,0.1,,29.6,
480.0511134,7187.378223,0.5,17,0.12,3.2,0.2,3,42.1,,0.05,16.44,0.04,,2.8,2.9,,6.77,0.6,0.3,,,5,,0.03,2.1,,9.4,196,0.68,0.013,,4.2,0.009,8.66,,,,,0.02,0.1,1.8,0.2,,56.5,,0.02,0.7,0.002,0.03,0.5,5,0.1,,7.7,
488.7809126,7184.18129,0.5,74,0.74,4.5,0.4,8,130.6,,0.34,0.93,0.09,,13,11,,29.52,2.15,2.1,,,21,,0.15,6.8,,0.47,575,0.75,0.005,,17.9,0.029,20.19,,,,,0.06,0.39,3.2,0.6,,14.4,,0.06,2.8,0.003,0.11,0.4,11,0.1,,37.2,
483.7906529,7181.382195,0.5,24,0.34,3,0.5,6,149.4,,0.1,12.01,0.07,,4.4,6,,8.38,0.99,1,,,5,,0.08,6.5,,5.07,302,0.2,0.01,,7.6,0.02,34.34,,,,,0.02,0.18,2.6,0.1,,78.2,,0.03,2,0.004,0.09,0.4,8,0.1,,36.9,
479.5059904,7179.774463,0.5,28,0.75,3.5,0.2,8,97.5,,0.21,11.51,0.15,,9.3,11.3,,18.75,1.95,2.1,,,10,,0.13,12.5,,2.68,699,0.25,0.007,,15.9,0.031,32.13,,,,,0.02,0.33,3.8,0.2,,164.7,,0.04,3.3,0.004,0.11,0.4,12,0.1,,62.5,
476.7798015,7178.241748,0.5,13,0.24,3,0.2,6,184.5,,0.05,17.69,0.09,,2.9,4.5,,5.89,0.68,0.7,,,5,,0.05,4.3,,8.28,232,0.48,0.013,,7.3,0.013,13.16,,,,,0.02,0.15,2.2,0.2,,82.7,,0.02,1.2,0.002,0.05,0.6,8,0.1,,31.8,
472.6465573,7200.170933,0.5,9,0.12,1.7,0.2,4,216.2,,0.02,20.6,0.08,,1.9,3.8,,3.26,0.3,0.3,,,5,,0.03,1.6,,8.22,66,2.2,0.013,,9.9,0.007,2.66,,,,,0.02,0.12,1.2,0.2,,93.6,,0.02,0.6,0.001,0.21,1.2,6,0.1,,13.6,
463.740221,7197.436866,0.5,85,0.37,5.3,0.2,3,256.3,,0.08,13.09,0.4,,5.7,7.7,,15.23,1.27,1,,,12,,0.06,6,,5.51,270,2.46,0.009,,13.7,0.041,16.29,,,,,0.04,0.49,2.9,0.3,,143.3,,0.02,2.3,0.002,0.09,1.1,18,0.1,,61.5,
465.4480295,7196.520573,0.5,34,0.25,3.6,0.7,4,82.8,,0.1,12.73,0.09,,6.3,4.4,,12.5,1.12,0.7,,,12,,0.06,2.5,,7.39,291,0.5,0.01,,8.3,0.014,27.03,,,,,0.02,0.21,2.6,0.1,,48.5,,0.02,1.3,0.002,0.05,0.5,7,0.1,,63.6,
457.4414258,7195.788783,0.5,36,0.34,3.7,0.2,4,171.5,,0.15,5.79,0.04,,17.2,5.3,,27.9,1.68,1,,,5,,0.09,3.1,,2.99,444,0.43,0.006,,14.5,0.019,11.47,,,,,0.04,0.21,2.8,0.2,,27.9,,0.02,2,0.003,0.07,0.5,10,0.1,,17.3,
456.4720483,7196.815885,0.5,64,0.57,6.4,0.2,4,146.3,,0.26,0.75,0.02,,17.6,7.8,,33.25,2.51,1.8,,,10,,0.15,3,,0.56,518,0.75,0.002,,16.8,0.023,13.18,,,,,0.1,0.39,3.1,0.3,,9.2,,0.03,2.6,0.003,0.12,0.8,13,0.1,,15.4,
457.7612355,7191.51982,0.5,47,0.41,5.2,0.5,2,178,,0.24,0.73,0.03,,18.3,6.2,,34.27,2.26,1.5,,,9,,0.11,2.9,,0.47,473,0.78,0.002,,14.8,0.019,11.77,,,,,0.04,0.35,2.8,0.4,,8.8,,0.03,2.3,0.003,0.08,0.7,13,0.1,,12.1,
458.2137891,7189.885074,0.5,33,0.24,4.1,1,5,143.5,,0.11,11.47,0.05,,7.6,4.4,,14.56,1.19,0.7,,,11,,0.07,3.4,,6.17,386,0.4,0.01,,9.4,0.018,15.84,,,,,0.04,0.19,2.9,0.2,,49.9,,0.05,1.6,0.002,0.07,0.4,8,0.1,,25.7,
462.8088143,7189.004354,0.5,41,0.26,5.4,0.2,3,162.7,,0.16,6.59,0.04,,12.3,4.8,,24.23,1.7,0.8,,,12,,0.08,2.6,,3.67,655,0.55,0.008,,10.7,0.032,13.94,,,,,0.03,0.29,3.2,0.1,,19.4,,0.02,1.5,0.001,0.07,0.4,6,0.1,,18.4,
468.9784472,7189.034636,0.5,33,0.38,4,0.5,3,186,,0.21,2.43,0.03,,13.1,5.6,,24.42,2.32,1.2,,,5,,0.1,2.6,,1.28,501,0.51,0.003,,13,0.019,9.47,,,,,0.05,0.29,2.6,0.1,,15.3,,0.02,2.1,0.003,0.06,0.6,8,0.1,,13.3,
475.2712207,7189.31284,0.5,53,0.55,4.7,0.2,5,155.2,,0.25,0.94,0.02,,11.5,6.6,,24.49,2.32,1.6,,,6,,0.15,3.8,,0.66,467,0.5,0.003,,13.2,0.022,11.78,,,,,0.05,0.33,2.9,0.2,,10.8,,0.02,2.9,0.002,0.08,0.6,8,0.1,,12.5,
472.0916505,7184.141507,0.5,35,0.56,3.8,1.1,9,156.3,,0.25,7.95,0.06,,17.4,9.3,,26.5,1.89,1.5,,,9,,0.15,6.3,,2.6,542,0.33,0.009,,17.5,0.034,19.46,,,,,0.07,0.3,3.8,0.1,,51.7,,0.02,3.3,0.005,0.11,0.4,9,0.1,,31.7,
470.7598453,7184.087276,0.5,21,0.32,3.1,0.2,8,164.7,,0.11,14.01,0.05,,6,5.7,,11.25,1.02,0.9,,,8,,0.09,6,,5.02,307,0.2,0.009,,9,0.022,13.83,,,,,0.02,0.18,2.9,0.1,,71.9,,0.02,2,0.003,0.06,0.3,7,0.1,,22.8,
469.140808,7183.849324,0.5,50,0.51,4.3,0.3,3,205.9,,0.08,12.37,0.21,,6.6,12,,16.5,1.42,1.5,,,16,,0.06,6.1,,5.27,264,1.22,0.011,,15.7,0.048,15.96,,,,,0.04,0.25,3,0.3,,156,,0.03,2.2,0.002,0.07,1,19,0.1,,52.2,
460.3664932,7176.504544,0.5,51,0.76,5.5,0.6,5,281.7,,0.23,8.88,0.2,,13.1,18.3,,19.25,2.56,1.9,,,17,,0.13,6.8,,0.34,496,1.45,0.006,,37,0.03,18.19,,,,,0.06,0.25,4.6,0.3,,120.5,,0.04,3.5,0.001,0.18,0.6,25,0.1,,80.3,
458.3693124,7173.994665,0.5,45,1.57,3.1,0.9,6,53.1,,0.21,6.75,0.09,,29.3,32.6,,77.78,3.86,4.2,,,18,,0.14,5.3,,1.36,751,0.3,0.011,,43.7,0.032,17.41,,,,,0.23,0.16,7.6,0.2,,158.2,,0.02,2.8,0.003,0.06,0.4,39,0.1,,58,
452.0088458,7174.813434,0.5,36,0.14,7.7,1.4,3,106.6,,0.05,17.45,0.16,,3.1,3.7,,6.69,0.69,0.4,,,19,,0.06,3,,9.73,210,1.95,0.014,,8.5,0.023,17.55,,,,,0.06,0.2,1.3,0.1,,82.1,,0.02,1.2,0.001,0.15,0.9,9,0.1,,38.4,
453.8219444,7168.020752,0.5,31,0.13,7.7,1,4,29.1,,0.06,20.38,0.2,,3.3,4.7,,5.91,0.72,0.3,,,31,,0.05,3.4,,9.14,158,3.82,0.014,,14.7,0.024,17.07,,,,,0.07,0.43,1.5,0.2,,130.6,,0.02,1.5,0.001,0.21,1.5,11,0.1,,49.5,
458.6279511,7163.743911,0.5,37,0.27,8.4,1.1,4,138.3,,0.08,15.34,0.35,,5.4,6.3,,10.06,1.12,0.8,,,16,,0.09,3.5,,8.48,235,1.52,0.014,,11.9,0.03,19.27,,,,,0.13,0.2,2,0.4,,82.4,,0.02,1.9,0.001,0.11,1,12,0.1,,47.5,
457.6152808,7162.188593,0.5,92,1.29,13.9,0.7,3,253.5,,0.2,2.45,14.6,,30.7,19.3,,27.3,3.39,2.9,,,50,,0.13,3.1,,1.59,677,3.05,0.013,,100.4,0.039,21.19,,,,,0.28,0.72,4.6,1.9,,50,,0.12,3.4,0.001,0.22,1.2,38,0.1,,1087.9,
460.5242518,7159.029829,0.5,148,0.45,15,0.7,3,148.5,,0.2,3.4,4.46,,12.1,8.2,,23.17,2.3,1.1,,,35,,0.12,3,,1.76,390,8.61,0.008,,33,0.042,17.94,,,,,0.08,4.05,3.7,4.1,,35.3,,0.11,3,0.001,0.38,1.5,54,0.1,,192.7,
490.6572846,7205.742077,0.5,16,0.18,2.4,3.3,2,202.4,,0.07,7.46,0.04,,3.8,3.6,,7.19,0.82,0.6,,,9,,0.05,1.2,,5.27,143,0.34,0.006,,5.1,0.012,7.05,,,,,0.02,0.14,1,0.1,,33.3,,0.02,0.9,0.004,0.03,0.4,7,0.1,,7.5,
493.5082564,7205.134924,0.5,20,0.08,1.6,1.9,2,538.8,,0.02,15.84,0.1,,1.3,2.2,,3.45,0.26,0.2,,,12,,0.01,1,,10.98,91,0.28,0.017,,2.4,0.005,40.26,,,,,0.02,0.08,0.5,0.2,,72.3,,0.02,0.3,0.002,0.02,0.3,5,0.1,,27.7,
499.9490593,7207.782551,0.5,17,0.16,3.4,0.3,2,203.2,,0.07,9.36,0.15,,3.9,3.3,,7.89,0.77,0.5,,,8,,0.04,2,,5.04,157,0.97,0.008,,8.2,0.012,4.94,,,,,0.02,0.18,1,0.2,,78.8,,0.02,0.9,0.002,0.06,0.5,8,0.1,,17.7,
503.9738788,7204.214411,0.5,37,0.33,4.3,0.4,2,171.8,,0.07,9.68,0.53,,7.3,7.8,,13.31,1.42,1.1,,,8,,0.04,3.2,,4.62,271,1.12,0.007,,19.9,0.039,8.61,,,,,0.03,0.32,1.7,0.3,,101.7,,0.02,1.1,0.002,0.05,0.6,14,0.1,,72.4,
504.6366403,7201.94741,0.5,26,0.14,2.5,0.4,4,724.5,,0.02,20.08,0.1,,1.6,3.4,,4.39,0.27,0.4,,,14,,0.04,1.6,,12.03,119,0.32,0.02,,3.2,0.006,58.22,,,,,0.03,0.1,0.7,0.1,,91.7,,0.02,0.5,0.002,0.04,0.5,6,0.1,,32,
501.2658726,7199.095498,0.5,14,0.14,4.5,0.2,5,552.5,,0.03,18.91,0.07,,2.2,3.6,,5.13,0.38,0.4,,,9,,0.05,2.1,,11.48,136,0.54,0.015,,4.4,0.008,10.35,,,,,0.02,0.09,0.9,0.2,,86,,0.02,0.6,0.002,0.05,0.4,6,0.1,,19.2,
498.9622487,7202.145714,0.5,20,0.31,3,0.3,4,385.5,,0.1,7.02,0.05,,4.8,5.8,,9.28,1.07,1,,,55,,0.13,2,,4.34,175,0.36,0.007,,6.3,0.013,7.23,,,,,0.02,0.14,1.3,0.1,,36.1,,0.02,1.5,0.004,0.05,0.5,9,0.1,,10,
498.2749065,7200.102093,0.5,50,0.71,4.4,0.2,4,361.8,,0.08,12.68,0.7,,8.7,12.1,,16.36,1.51,1.6,,,15,,0.12,5.6,,5.24,323,1.44,0.011,,26.7,0.049,10.82,,,,,0.05,0.43,2.4,0.3,,134.1,,0.02,2,0.002,0.08,0.9,23,0.1,,98.7,
497.5187399,7198.367397,0.5,76,0.65,7.2,0.7,7,273.1,,0.22,1.92,0.33,,6.6,13.9,,14.96,1.67,2.4,,,26,,0.13,12.4,,1.07,381,1.02,0.008,,15.7,0.045,9.37,,,,,0.2,0.34,2.1,0.3,,39.9,,0.02,5.4,0.019,0.15,1.1,31,0.1,,60,
492.8166757,7193.723202,0.5,62,0.68,4.7,0.2,5,360.6,,0.12,11.82,0.37,,6.5,10.8,,14.95,1.43,1.7,,,16,,0.15,6.2,,5.08,285,1.6,0.01,,14.3,0.045,13.98,,,,,0.05,0.42,2.3,0.3,,135.9,,0.02,2.3,0.002,0.09,0.9,22,0.1,,55.4,
495.5651048,7196.485091,0.5,57,0.79,4.4,0.4,4,296.9,,0.09,13.12,0.58,,8,11.9,,16.38,1.45,1.7,,,17,,0.13,5.7,,5.62,309,1.62,0.011,,23.2,0.045,11.98,,,,,0.05,0.4,2.6,0.2,,141.1,,0.02,2.2,0.002,0.1,0.9,24,0.1,,79.4,
497.2978879,7187.442541,0.5,26,0.42,2.4,0.2,7,94.6,,0.11,0.57,0.04,,6.1,7,,16.67,1.21,1.3,,,7,,0.19,2.3,,0.42,188,0.23,0.003,,7.1,0.015,4.4,,,,,0.02,0.2,1.4,0.1,,6.2,,0.02,2.5,0.007,0.05,0.5,11,0.1,,7.7,
501.4453416,7193.806333,0.5,14,0.56,2.1,0.5,7,68.4,,0.1,0.07,0.02,,5.2,9.2,,6.88,1.3,2,,,5,,0.21,2.7,,0.28,106,0.17,0.002,,8.4,0.018,2.98,,,,,0.02,0.2,1.5,0.1,,6.1,,0.02,2.8,0.01,0.07,0.8,14,0.1,,9,
506.9488093,7196.351673,0.5,14,0.14,3.1,0.2,5,444.3,,0.03,19.66,0.09,,4.2,3.3,,5.03,0.35,0.4,,,12,,0.05,2,,11.68,194,0.42,0.015,,5.3,0.008,9.3,,,,,0.02,0.09,1,0.1,,88.2,,0.02,0.6,0.002,0.05,0.5,5,0.1,,19,
509.4800918,7185.674254,0.5,17,0.32,2.2,0.2,4,54.2,,0.07,0.03,0.03,,4.3,4,,9.29,0.66,1.2,,,6,,0.13,2.8,,0.13,87,0.13,0.003,,4.4,0.009,2.67,,,,,0.02,0.14,0.8,0.1,,4.3,,0.02,2,0.003,0.04,0.6,6,0.1,,6.2,
513.8822415,7178.62456,0.5,17,0.57,2.4,0.8,8,112.9,,0.32,0.11,0.03,,5.5,9.2,,14.42,1.42,2,,,6,,0.23,3.1,,0.25,167,0.26,0.002,,7.7,0.018,4.53,,,,,0.02,0.23,1.8,0.2,,5.2,,0.02,2.9,0.008,0.09,0.9,13,0.1,,9,
510.7343375,7175.841206,0.5,18,0.23,2.5,0.2,4,544.1,,0.05,25.57,0.37,,3.7,4.2,,6.39,0.53,0.7,,,37,,0.08,2.3,,7.14,114,2.78,0.013,,18.7,0.008,6.08,,,,,0.09,0.17,1.2,0.2,,149.9,,0.02,1.1,0.001,0.14,2.1,11,0.1,,28.9,
520.0176332,7168.430485,0.5,91,1.5,13.4,1.1,3,540.5,,0.19,4.92,3.29,,37.1,15.1,,46.22,4.83,2.4,,,41,,0.16,4.1,,0.65,630,7.9,0.013,,177,0.041,14.16,,,,,0.29,0.88,4.9,1.2,,165.7,,0.05,3.9,0.001,0.64,9.4,42,0.1,,483.4,
