Easting,Northing,Elevation,Ag,Al,As,Au,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Pd,Pt,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr
342.5309237,7257.570964,0.5,26,0.11,10.6,,,37.7,,0.02,21.43,0.19,,2,3.2,,4.72,0.42,0.3,,,37,,0.03,2.7,,11.89,228,1.39,0.013,,4.5,0.05,26.17,,,,,0.02,0.12,1.1,0.2,,74.3,,0.03,0.4,0.002,0.05,0.4,5,0.1,,58.8,
344.6945363,7258.86078,0.5,26,0.11,10.7,,,14.7,,0.02,22.58,0.06,,2.2,4.1,,4.67,0.43,0.3,,,8,,0.03,3.8,,12.04,200,1.45,0.014,,6.9,0.042,19.54,,,,,0.02,0.18,1,0.4,,62.8,,0.03,0.6,0.001,0.12,0.7,9,0.1,,13.8,
346.7539977,7260.00236,0.5,25,0.13,12.4,,,14.8,,0.02,23.29,0.06,,2.1,3.7,,4.93,0.41,0.3,,,12,,0.03,4.2,,12.03,207,2.41,0.013,,6.7,0.035,7.91,,,,,0.02,0.22,1,0.3,,66.3,,0.05,0.6,0.002,0.1,1.1,9,0.1,,11.2,
347.1086099,7263.493714,0.5,15,0.08,10.4,,,14.4,,0.02,24.08,0.05,,1.7,2.8,,4.27,0.27,0.2,,,5,,0.02,1.8,,12.68,136,1.61,0.013,,5,0.006,4.2,,,,,0.02,0.14,0.6,0.3,,52.8,,0.02,0.4,0.001,0.06,0.8,8,0.1,,6.5,
347.6531305,7264.611736,0.5,27,0.13,11.2,,,24.8,,0.04,22.81,0.07,,2.7,3.4,,6.47,0.47,0.3,,,21,,0.03,3.2,,11.73,140,1.8,0.012,,8.8,0.01,6.88,,,,,0.02,0.17,1,0.2,,70.9,,0.04,0.6,0.001,0.11,1.5,10,0.1,,10.9,
347.1322465,7267.223498,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349.9430844,7269.43941,0.5,50,0.7,7.3,,,237.1,,0.1,1.6,0.25,,10.9,11.7,,11.49,2.56,1.8,,,30,,0.07,5.5,,0.9,785,0.97,0.004,,15.4,0.053,8.01,,,,,0.04,0.13,2.1,0.5,,19.6,,0.06,2,0.002,0.08,0.5,23,0.1,,69.4,
351.5548595,7271.147246,0.5,81,1.04,7.2,,,268.7,,0.22,0.73,0.23,,11,17.7,,12.27,2.33,3.1,,,67,,0.09,4.8,,0.42,588,0.73,0.003,,16.8,0.07,10.68,,,,,0.06,0.12,2.6,0.7,,18.7,,0.02,2,0.002,0.12,0.7,33,0.1,,91,
350.9763093,7267.860264,0.5,37,0.21,8.1,,,172.8,,0.06,14.11,0.33,,3.5,4.6,,8.3,0.71,0.6,,,17,,0.04,2.4,,8.88,180,1.48,0.011,,11.9,0.022,5.8,,,,,0.05,0.21,1.2,0.6,,54.5,,0.04,0.9,0.001,0.12,0.8,14,0.1,,33.2,
354.633485,7267.573684,0.5,51,0.46,6.9,,,336.7,,0.09,2.64,0.23,,6.6,8.6,,11.93,1.63,1.5,,,34,,0.06,5.2,,1.51,305,0.6,0.004,,14.4,0.05,7.3,,,,,0.05,0.18,1.9,0.4,,30.2,,0.03,2.2,0.004,0.08,0.5,21,0.1,,59.7,
355.7186624,7266.848838,0.5,89,1.06,6.9,,,285.2,,0.17,0.79,0.34,,9.6,16.7,,20.08,2.3,3,,,65,,0.09,6.5,,0.37,933,0.5,0.003,,20.1,0.066,10.77,,,,,0.06,0.15,3.4,0.6,,19.7,,0.03,2.7,0.002,0.1,0.8,33,0.1,,93.2,
359.8340093,7268.410118,0.5,66,0.76,5.8,,,214.5,,0.11,0.32,0.22,,8.4,11.8,,9.91,1.84,2.1,,,55,,0.07,5.6,,0.25,287,0.43,0.003,,14.1,0.054,7.81,,,,,0.03,0.09,2.2,0.4,,16,,0.02,2.3,0.002,0.08,0.6,25,0.1,,65.8,
360.4693149,7261.588136,0.5,20,0.12,6.5,,,29.4,,0.02,16.36,0.09,,1.7,2.8,,4.14,0.39,0.3,,,12,,0.03,2.2,,9.99,142,1.09,0.009,,6,0.018,5.77,,,,,0.02,0.1,0.8,0.1,,58.1,,0.02,0.5,0.002,0.08,0.6,5,0.1,,18.6,
359.612842,7244.598875,0.5,29,0.51,7.9,,,80.5,,0.19,0.47,0.05,,9.9,5.5,,21.36,2.05,1.6,,,5,,0.14,5.9,,0.53,464,0.45,0.001,,11,0.025,6.17,,,,,0.03,0.25,2.7,0.2,,6.5,,0.02,2.1,0.008,0.05,0.6,13,0.1,,15.3,
355.5278363,7244.491106,0.5,37,0.39,6.6,,,66.8,,0.2,0.48,0.06,,9.9,4.2,,20.49,1.92,1.2,,,7,,0.12,5.3,,0.43,452,0.44,0.001,,10.6,0.021,7.82,,,,,0.04,0.24,2.4,0.2,,6.6,,0.02,2,0.004,0.05,0.6,9,0.1,,19.9,
353.0827277,7243.029579,0.5,36,0.4,7.9,,,164.2,,0.2,9.57,0.13,,7.7,5.7,,21.31,1.76,1.2,,,15,,0.12,3.1,,5.18,610,0.87,0.008,,11.3,0.033,21.58,,,,,0.05,0.35,3.1,0.3,,65.8,,0.03,2,0.002,0.1,0.6,9,0.1,,72.3,
353.2373513,7246.67409,0.5,41,0.55,4.4,,,192.8,,0.2,0.14,0.1,,8.5,7.4,,22.34,1.58,1.8,,,23,,0.17,3.2,,0.26,579,0.36,0.002,,11.7,0.033,5.46,,,,,0.02,0.16,2.5,0.4,,7.9,,0.02,2,0.007,0.11,1.1,11,0.1,,16.3,
356.4324174,7249.39127,0.5,33,0.46,6.9,,,123.9,,0.19,0.94,0.07,,10.8,5.5,,22.59,1.92,1.6,,,8,,0.14,6.2,,0.76,578,0.43,0.002,,11.9,0.026,6.69,,,,,0.03,0.22,2.7,0.2,,8.8,,0.02,2,0.006,0.05,0.6,13,0.1,,16.1,
355.6513696,7253.175484,0.5,39,0.38,4.7,,,174.9,,0.16,0.44,0.11,,8.2,4.7,,28.04,1.56,1.1,,,18,,0.1,3.2,,0.32,621,0.44,0.001,,9.4,0.03,7.57,,,,,0.02,0.2,2.3,0.3,,8,,0.02,1.7,0.003,0.07,0.6,9,0.1,,15.9,
356.3670531,7255.287775,0.5,20,0.11,7.7,,,20.9,,0.03,16.9,0.03,,1.7,2.5,,5.26,0.37,0.3,,,10,,0.04,1.9,,10.73,151,0.96,0.011,,3.2,0.027,5.17,,,,,0.02,0.09,0.8,0.2,,68.3,,0.02,0.4,0.003,0.05,0.4,4,0.1,,6,
356.4040044,7257.971456,0.5,20,0.05,8.2,,,36.6,,0.02,18.42,0.04,,1.1,2,,2.08,0.26,0.1,,,9,,0.01,1.8,,11.66,164,1.04,0.015,,2.1,0.032,4.18,,,,,0.02,0.07,0.6,0.2,,67.3,,0.04,0.3,0.001,0.07,0.4,4,0.1,,3.9,
353.604039,7258.531239,0.5,24,0.09,8.7,,,22.9,,0.02,17.59,0.04,,1.5,2.6,,3.96,0.37,0.2,,,13,,0.03,2.1,,10.73,192,1.7,0.013,,2.7,0.04,5.09,,,,,0.02,0.1,0.8,0.3,,66.7,,0.02,0.4,0.002,0.08,0.4,5,0.1,,5.9,
352.6388713,7256.087178,0.5,22,0.1,8,,,28.4,,0.02,16.35,0.04,,1.9,2,,5.17,0.43,0.3,,,7,,0.03,1.8,,10.51,228,0.91,0.012,,2.4,0.035,6.18,,,,,0.02,0.11,0.7,0.3,,66.2,,0.02,0.4,0.002,0.06,0.4,4,0.1,,8.9,
351.2071671,7258.65682,0.5,16,0.08,8.2,,,13.3,,0.02,18.15,0.06,,1,2.9,,2.17,0.29,0.2,,,9,,0.02,2.7,,11.32,175,1.38,0.015,,3,0.051,5.4,,,,,0.02,0.09,0.8,0.2,,65.6,,0.02,0.4,0.002,0.09,0.5,6,0.1,,7.4,
353.0339632,7261.520164,0.5,25,0.09,7.3,,,12,,0.02,17.47,0.05,,1.2,3.1,,2.54,0.31,0.2,,,15,,0.02,2.9,,10.73,157,1.18,0.011,,3.4,0.023,5.34,,,,,0.02,0.09,0.8,0.3,,53.8,,0.04,0.4,0.002,0.08,0.5,7,0.1,,7.1,
359.1780887,7225.667217,0.5,16,0.14,6.1,,,54.9,,0.06,20.17,0.16,,2.9,4.5,,5.97,0.49,0.4,,,6,,0.07,4.7,,8.7,135,1.22,0.009,,8.9,0.014,7.36,,,,,0.04,0.11,1.7,0.3,,88.1,,0.03,1.4,0.001,0.09,1,7,0.1,,30.8,
356.7894857,7221.622954,0.5,72,0.69,9.6,,,538.1,,0.18,8.5,0.31,,10.1,11.6,,22.65,1.84,2.1,,,23,,0.2,7,,4.21,401,6.12,0.009,,22.4,0.092,13.14,,,,,0.29,0.27,3.5,0.7,,86.2,,0.02,4.7,0.005,0.18,1.9,23,0.1,,59.3,
355.5007195,7216.796973,0.5,176,0.31,30.1,,,1025.8,,0.09,13.36,1.41,,4.9,8.8,,20.93,1.41,1,,,25,,0.14,7,,5.85,175,20.47,0.012,,22.2,0.111,43.71,,,,,0.11,1,3.1,1,,175.1,,0.05,1.5,0.003,0.44,3,37,0.1,,372.3,
357.6649546,7216.191419,0.5,45,0.1,26.3,,,171.3,,0.03,17.81,0.98,,2.4,3.6,,7.65,0.75,0.3,,,6,,0.05,2.5,,10.81,245,24.97,0.013,,8.2,0.037,44.15,,,,,0.08,0.38,1.5,0.4,,80.3,,0.02,0.8,0.001,0.41,2.6,17,0.1,,306.9,
357.1448383,7213.470894,0.5,317,0.32,19.1,,,849.3,,0.09,15.84,2.69,,5.3,10.6,,39.08,1.37,1.2,,,37,,0.15,8.3,,5.73,190,13.24,0.01,,28.7,0.102,26.3,,,,,0.14,1.72,3.2,1.8,,226.4,,0.05,2,0.002,0.18,2.5,50,0.1,,373.9,
358.5715703,7211.811308,0.5,178,0.37,9.7,,,130,,0.12,19.55,1.97,,5.9,11.3,,29.51,1.37,1.1,,,36,,0.14,12.3,,1.77,148,3.67,0.009,,39.6,0.108,8.33,,,,,0.09,0.74,3,1.1,,323.6,,0.05,2.3,0.002,0.07,1.2,30,0.1,,184.3,
353.7398796,7215.037049,0.5,165,0.61,8.9,,,102.5,,0.15,13.63,0.55,,6.3,11.2,,23.54,1.64,1.4,,,54,,0.1,11.3,,0.69,149,3.37,0.009,,32.4,0.15,10.33,,,,,0.06,0.55,2.3,1,,217.7,,0.03,1.4,0.005,0.13,1.1,33,0.1,,84,
354.4484872,7217.925377,0.5,23,0.13,11.8,,,27.8,,0.06,15.28,0.12,,3,3.6,,9.83,0.75,0.3,,,10,,0.05,2.5,,9.27,199,4.65,0.011,,6.1,0.022,14.93,,,,,0.04,0.16,1.4,0.4,,60.3,,0.02,0.6,0.001,0.12,1,9,0.1,,30.7,
351.6594909,7217.669352,0.5,43,0.11,12.4,,,65.8,,0.04,17.79,0.31,,1.7,3,,4.98,0.46,0.3,,,11,,0.02,3,,10.99,183,3.87,0.013,,5,0.045,13.88,,,,,0.02,0.3,0.8,0.4,,66.6,,0.03,0.5,0.002,0.25,1.8,17,0.1,,60.2,
351.4544693,7217.236474,0.5,350,0.34,11.4,,,417.8,,0.15,11.72,3.6,,7.5,10.6,,30.35,1.71,1.3,,,46,,0.12,13.3,,3.11,237,5.92,0.009,,28.4,0.114,23.99,,,,,0.08,2.3,3.1,2.1,,150.9,,0.04,1.4,0.003,0.37,2.1,57,0.1,,720,
348.8250745,7216.711639,0.5,421,0.32,12.9,,,891.8,,0.07,12.61,1.89,,4.8,10.1,,29.04,1.16,1.3,,,46,,0.12,10.4,,7.11,196,6.54,0.01,,16.9,0.18,21.31,,,,,0.06,1.8,2.2,1.9,,77,,0.04,1.3,0.004,0.61,2.2,60,0.1,,276.9,
347.3277267,7213.514168,0.5,40,0.17,19.1,,,402.5,,0.05,14.84,2.46,,3,4.9,,6.34,0.65,0.6,,,16,,0.04,3.4,,8.82,263,6.53,0.012,,7.1,0.084,53.05,,,,,0.06,0.39,1,0.7,,72.7,,0.02,0.7,0.003,0.53,4.7,21,0.1,,1049,
345.1275729,7215.30235,0.5,345,0.25,21.8,,,785.2,,0.07,13.61,2.99,,4.3,12,,31.19,1.21,1.2,,,37,,0.13,8.8,,6.9,171,6.78,0.013,,18.3,0.243,133.53,,,,,0.11,1.88,2.6,2,,121.3,,0.04,2.1,0.003,0.91,4.1,74,0.1,,644.2,
342.4910545,7213.110956,0.5,352,0.24,26.8,,,730.7,,0.07,14.11,4.77,,3.5,12.1,,29.91,1.99,1.1,,,42,,0.12,9.1,,5.41,166,5.24,0.012,,19.6,0.26,109.5,,,,,0.12,1.6,2.6,1.9,,185.5,,0.05,2.1,0.003,6.33,6.1,58,0.1,,1849.1,
343.8861176,7216.787274,0.5,419,0.33,17.2,,,976.1,,0.05,12.82,3.5,,3.1,15.6,,36.03,0.74,1.4,,,40,,0.17,8.3,,6.17,131,6.47,0.015,,15.9,0.416,64.69,,,,,0.09,2.81,2.6,2.4,,109.3,,0.05,2.3,0.004,0.43,5.1,103,0.1,,528.8,
345.2109554,7218.902622,0.5,186,0.19,13.4,,,755.1,,0.04,15.93,0.86,,2.5,7.1,,16.5,0.6,0.8,,,29,,0.08,6.9,,9.39,160,4.32,0.013,,9.5,0.256,26.55,,,,,0.03,1.27,1.3,1,,79.3,,0.04,1,0.003,0.25,3,45,0.1,,106.6,
347.2859616,7220.785504,0.5,22,0.12,5.1,,,77.9,,0.08,5.76,0.09,,2.3,5.3,,4.79,0.69,0.4,,,5,,0.05,6.8,,3.36,146,3,0.004,,4.3,0.04,11.51,,,,,0.02,0.13,1.5,0.4,,25.4,,0.02,1.3,0.005,0.09,1.1,13,0.1,,21.2,
345.3662986,7221.665258,0.5,43,0.76,6.7,,,31.1,,0.21,2.12,0.06,,15.7,13.3,,23.91,2.29,2.2,,,5,,0.15,8.5,,1.24,764,0.25,0.003,,17.2,0.028,11.97,,,,,0.1,0.07,4.1,0.3,,18,,0.02,3.2,0.003,0.07,0.4,16,0.1,,38.4,
343.9755766,7221.08949,0.5,80,0.37,12.7,,,207.7,,0.15,6.73,0.2,,9.5,8.4,,19.79,1.52,1.2,,,8,,0.11,4.5,,3.99,516,4.54,0.006,,11.5,0.08,26.52,,,,,0.07,0.27,2.9,0.5,,34.9,,0.03,2.2,0.003,0.19,1.2,18,0.1,,53.9,
345.8154561,7226.64526,0.5,24,0.1,6.5,,,47.2,,0.04,19.88,0.09,,2.4,4.3,,4.65,0.51,0.3,,,7,,0.03,4.3,,8.49,111,1.15,0.009,,7.6,0.018,7.24,,,,,0.02,0.11,1.3,0.4,,194.8,,0.05,1.2,0.001,0.07,0.8,5,0.1,,16,
348.3504687,7227.248795,0.5,37,0.22,7.5,,,91.5,,0.04,21.05,0.13,,1.8,6.9,,5.2,0.38,0.7,,,9,,0.08,6.4,,8.39,88,1.6,0.01,,5.5,0.12,4.5,,,,,0.02,0.19,1.2,0.3,,217.7,,0.03,1.2,0.002,0.06,1.4,22,0.1,,17.6,
347.7782434,7227.206736,0.5,14,0.06,6.4,,,33.1,,0.03,20.8,0.08,,1.4,2.9,,3.18,0.33,0.2,,,6,,0.02,2.5,,10.19,69,0.93,0.007,,3.8,0.014,5.06,,,,,0.02,0.08,0.7,0.3,,102.1,,0.02,0.6,0.001,0.05,0.9,6,0.1,,11.8,
348.2512028,7224.724402,0.5,36,0.82,6,,,166.4,,0.21,7.84,0.17,,22,14.7,,32.97,2.49,2,,,23,,0.09,6.2,,3.8,543,0.56,0.007,,29.3,0.044,29.91,,,,,0.17,0.11,3.9,0.4,,75.6,,0.03,4.1,0.004,0.07,1.3,15,0.1,,61.6,
349.2559597,7224.079252,0.5,46,0.81,6.4,,,82.7,,0.23,5.39,0.13,,19.8,13.3,,33.12,2.25,2.1,,,15,,0.11,8.4,,2.55,563,0.51,0.006,,24.3,0.065,20.09,,,,,0.2,0.11,3.8,0.3,,54.6,,0.02,4.7,0.004,0.07,1,14,0.1,,53.5,
352.1652559,7223.075433,0.5,34,0.51,5.1,,,156.3,,0.2,3.83,0.06,,12.3,9.7,,22.55,1.64,1.3,,,10,,0.1,6.3,,1.84,418,0.36,0.004,,13.7,0.027,11.6,,,,,0.13,0.09,3,0.3,,39.4,,0.02,2.9,0.003,0.06,0.5,12,0.1,,25.8,
352.4952565,7222.889334,0.5,23,0.15,13.8,,,67,,0.06,17.75,0.1,,3.5,3.7,,6.91,0.65,0.4,,,7,,0.04,2.8,,8.73,214,8.1,0.009,,6,0.018,14.63,,,,,0.03,0.14,1.2,0.3,,71.8,,0.02,0.9,0.002,0.19,1.3,10,0.1,,21.4,
353.6307404,7224.737195,0.5,34,0.14,9.2,,,115,,0.03,19.82,0.09,,2.1,5.9,,6.03,0.53,0.4,,,14,,0.06,5.4,,9.8,124,1.85,0.012,,7.7,0.027,7.66,,,,,0.05,0.16,1.6,0.3,,132.6,,0.04,1.2,0.001,0.09,1.3,13,0.1,,16.3,
354.6886248,7228.772379,0.5,17,0.13,7.4,,,33.4,,0.03,21.03,0.09,,1.8,4.2,,3.79,0.39,0.4,,,14,,0.05,2.9,,9.18,63,1.46,0.006,,6.3,0.043,4.39,,,,,0.02,0.13,0.9,0.3,,114,,0.03,0.7,0.001,0.08,1,12,0.1,,18.1,
352.3816873,7229.766205,0.5,12,0.08,6.4,,,25.4,,0.02,20.92,0.07,,1.1,3.2,,2.39,0.26,0.3,,,11,,0.03,2,,9.87,48,0.92,0.006,,4.7,0.018,2.77,,,,,0.02,0.08,0.5,0.3,,96.8,,0.02,0.4,0.001,0.05,0.7,9,0.1,,13.2,
348.6872382,7231.813864,0.5,13,0.1,8.4,,,21,,0.03,20.13,0.08,,1.9,3.3,,4.25,0.42,0.3,,,8,,0.04,2.8,,10.08,68,1.43,0.007,,5.1,0.026,5.47,,,,,0.02,0.12,0.9,0.3,,90.8,,0.03,0.8,0.001,0.06,0.9,9,0.1,,11.7,
348.6911704,7233.501483,0.5,31,0.19,8.9,,,31.4,,0.05,18.26,0.07,,2.7,5.4,,6.17,0.46,0.6,,,13,,0.07,4.4,,9.78,108,1.47,0.01,,7,0.032,6.24,,,,,0.03,0.13,1.2,0.5,,108.5,,0.04,1.1,0.001,0.09,1.2,13,0.1,,12.2,
351.6416248,7233.63968,0.5,28,0.19,9.2,,,38.2,,0.03,19.3,0.06,,2.2,5.8,,4.56,0.4,0.7,,,10,,0.07,5,,8.76,134,1.23,0.01,,5.5,0.038,4.75,,,,,0.03,0.1,1.2,0.4,,158.1,,0.05,1.1,0.002,0.06,1.1,14,0.1,,8.7,
350.4034947,7235.853195,0.5,38,0.07,16.8,,,24.9,,0.02,18.23,0.32,,2.4,3.1,,6.04,0.47,0.2,,,14,,0.02,3,,11.15,172,2.93,0.011,,4,0.055,21.31,,,,,0.03,0.14,1.1,0.4,,79.4,,0.02,0.6,0.002,0.22,0.7,9,0.1,,101.4,
353.2923674,7237.488358,0.5,59,0.6,11,,,64.9,,0.06,19.25,0.14,,3.2,11.8,,7.31,0.62,1.7,,,12,,0.17,8.9,,6.99,166,2.53,0.011,,6.9,0.097,10.97,,,,,0.04,0.16,2,0.4,,268.1,,0.05,2,0.005,0.12,1.5,28,0.1,,31.1,
354.1502276,7237.971485,0.5,26,0.13,9.1,,,78.1,,0.05,19.37,0.08,,2.6,4.1,,4.2,0.42,0.4,,,12,,0.04,3.4,,10.88,126,1.34,0.011,,5.5,0.022,8.51,,,,,0.02,0.13,1,0.3,,82.7,,0.05,0.8,0.001,0.08,1.3,11,0.1,,17.3,
355.322434,7234.659017,0.5,35,0.2,11.6,,,92.9,,0.03,19.45,0.1,,2.3,6.4,,4.9,0.48,0.7,,,19,,0.07,6.1,,9.18,155,1.79,0.01,,5.2,0.071,7.06,,,,,0.03,0.15,1.3,0.4,,154.4,,0.05,1,0.002,0.11,1.2,16,0.1,,16.4,
333.992569,7226.167125,0.5,55,1.72,7.6,,,168,,0.26,4.99,0.78,,106.7,14.9,,51.33,4.18,2.2,,,23,,0.13,7.3,,2.76,1577,1.38,0.006,,125.7,0.037,28.57,,,,,0.26,0.16,6.2,0.6,,49.1,,0.04,5.2,0.003,0.19,2.7,17,0.1,,222,
337.7836827,7225.326126,0.5,56,1,11,,,112.8,,0.27,5.14,0.74,,80.6,13.2,,36.87,3.42,2,,,28,,0.13,7.7,,2.9,1904,2.73,0.007,,77,0.052,45.89,,,,,0.26,0.16,4.9,0.6,,48.1,,0.02,5.7,0.003,0.31,2.7,15,0.1,,208.8,
338.6941335,7227.175572,0.5,34,0.1,7.9,,,94.4,,0.03,19.52,0.27,,2.2,4,,5.56,0.48,0.3,,,8,,0.03,4.7,,8.29,71,2.51,0.006,,7.9,0.067,7.29,,,,,0.02,0.23,0.9,0.3,,131.8,,0.04,1,0.002,0.09,1.5,11,0.1,,31.7,
340.0478149,7224.941714,0.5,43,0.75,6.1,,,92,,0.24,3.97,0.56,,19.7,12.2,,33.87,2.69,2.1,,,36,,0.11,6.1,,2.12,728,0.64,0.003,,29.8,0.052,25.91,,,,,0.21,0.17,3.9,0.2,,39.7,,0.02,4.8,0.004,0.13,0.8,13,0.1,,194.1,
341.9858147,7225.333379,0.5,23,0.31,7.2,,,64,,0.08,16.33,0.1,,5.8,6.5,,11.84,1.02,0.8,,,8,,0.04,3.5,,8.76,185,1.12,0.008,,11.7,0.017,11.5,,,,,0.02,0.16,1.4,0.2,,56.6,,0.02,0.9,0.002,0.11,1.7,8,0.1,,23.9,
344.0132044,7229.250443,0.5,40,0.07,7.1,,,9.8,,0.02,20.9,0.11,,1.5,3.8,,4.16,0.32,0.1,,,8,,0.01,2.7,,10.62,124,2.1,0.012,,7.1,0.008,4.85,,,,,0.02,0.16,0.6,0.2,,57.6,,0.02,0.4,0.001,0.1,0.9,5,0.1,,19.8,
343.198569,7228.86707,0.5,14,0.1,5.9,,,27.8,,0.05,20.06,0.11,,2.6,2.9,,5.44,0.47,0.2,,,5,,0.04,3,,8.16,91,1.01,0.01,,10.6,0.014,5.07,,,,,0.02,0.14,1,0.3,,85.2,,0.02,0.9,0.001,0.06,1,5,0.1,,21.2,
344.1037642,7232.167251,0.5,24,0.14,7.2,,,49.6,,0.04,19.74,0.08,,3.1,3.7,,8.63,0.54,0.3,,,5,,0.04,3.1,,8.82,148,1.55,0.012,,8.6,0.029,7.09,,,,,0.02,0.14,1.2,0.2,,86.9,,0.02,0.7,0.001,0.07,1,7,0.1,,16.3,
344.9766343,7231.775224,0.5,108,0.57,11.6,,,109.4,,0.09,15.08,0.18,,6.4,9.4,,28.78,1.4,1.4,,,11,,0.14,4.8,,6.07,235,3.41,0.009,,14.6,0.091,18.03,,,,,0.1,0.23,2.8,0.3,,157.7,,0.03,1.3,0.002,0.15,1,23,0.1,,66.4,
352.6326345,7239.023695,0.5,33,0.1,6.9,,,14.2,,0.05,19.57,0.06,,2.2,4.6,,5.13,0.51,0.2,,,9,,0.03,3.3,,9.59,112,1.47,0.014,,7.7,0.015,7.1,,,,,0.02,0.13,1.3,0.2,,67.6,,0.02,0.7,0.001,0.08,0.8,8,0.1,,17.3,
355.229977,7240.592519,0.5,49,0.17,10.8,,,186.9,,0.05,17.27,0.16,,3.3,3.9,,8.1,0.74,0.5,,,19,,0.05,3.3,,8.86,266,1.66,0.013,,6.2,0.053,19.72,,,,,0.02,0.32,1.4,0.2,,82.8,,0.02,0.7,0.002,0.08,0.5,9,0.1,,55.4,
357.1998686,7237.753996,0.5,17,0.12,6.1,,,33,,0.03,21.01,0.07,,1.6,3.3,,3.19,0.35,0.4,,,5,,0.04,2.9,,8.75,116,1.28,0.011,,5.1,0.022,4.04,,,,,0.02,0.1,0.9,0.2,,117.5,,0.03,0.6,0.001,0.05,0.7,7,0.1,,10.7,
358.544698,7238.414566,0.5,46,0.3,5.8,,,84.3,,0.19,0.53,0.05,,9.5,4,,20.73,1.71,0.9,,,9,,0.1,1.7,,0.35,456,0.5,0.001,,10,0.025,5.74,,,,,0.02,0.24,2,0.3,,8,,0.02,1.1,0.003,0.06,0.8,7,0.1,,11.1,
359.2051683,7235.613984,0.5,18,0.12,5.8,,,24,,0.04,20.51,0.05,,2,3.2,,4.2,0.41,0.3,,,11,,0.04,3,,9.16,125,1.17,0.011,,6.7,0.012,4.66,,,,,0.02,0.13,1.2,0.2,,89.1,,0.02,0.8,0.001,0.07,0.9,6,0.1,,9.9,
352.6530629,7265.036646,0.5,21,0.09,6.4,,,20.2,,0.03,20.79,0.1,,1.6,2.7,,4.4,0.32,0.2,,,21,,0.02,2.5,,10.35,114,1.05,0.013,,7.4,0.01,6.5,,,,,0.02,0.14,0.8,0.2,,59.6,,0.03,0.5,0.001,0.07,0.8,5,0.1,,16.6,
353.3890504,7266.520971,0.5,38,0.39,7.3,,,196.6,,0.07,6.98,0.18,,6.2,8.6,,10.4,1.64,1.1,,,23,,0.05,3.5,,3.8,490,0.83,0.008,,14.6,0.052,7.5,,,,,0.05,0.25,1.7,0.3,,41.2,,0.03,1.4,0.003,0.05,0.5,17,0.1,,57.7,
355.5071166,7265.967479,0.5,114,1.08,6.6,,,379.2,,0.18,0.63,0.46,,14.4,15.9,,16.13,2.9,3,,,74,,0.07,5.2,,0.27,1351,1.09,0.005,,21.7,0.079,10.87,,,,,0.1,0.23,2.9,0.6,,18.4,,0.03,1.8,0.002,0.11,0.9,32,0.1,,116.2,
353.3255055,7274.460856,0.5,59,0.64,4.1,,,185.4,,0.1,0.2,0.15,,5.1,10.1,,9.51,1.39,1.8,,,31,,0.04,4.2,,0.17,124,0.29,0.002,,11.7,0.048,6.85,,,,,0.02,0.14,1.7,0.4,,11.9,,0.03,2,0.001,0.06,0.5,21,0.1,,62.2,
355.4156517,7274.547951,0.5,95,0.79,14.7,,,303,,0.14,3.82,0.72,,11.4,12.6,,19.9,2.19,1.9,,,64,,0.07,4.3,,2.2,1110,1.11,0.007,,27.4,0.065,11.84,,,,,0.16,0.41,2.7,0.9,,33.4,,0.04,2.2,0.002,0.11,0.6,25,0.1,,98.3,
357.5017571,7276.547203,0.5,143,0.74,25.5,,,289.3,,0.26,1.4,0.33,,15.2,13.4,,29.68,3.23,2.1,,,63,,0.1,3.6,,1,536,4.06,0.009,,28.8,0.084,19.14,,,,,0.49,1,2.8,2,,29.4,,0.11,4.8,0.001,0.15,0.9,26,0.1,,122.7,
357.1462211,7277.747202,0.5,103,0.72,6.3,,,324.9,,0.17,1.11,0.4,,8.7,12.9,,16.71,1.84,2.2,,,57,,0.07,5.4,,0.62,403,0.64,0.005,,20.9,0.066,9.54,,,,,0.07,0.26,2.5,0.5,,22.4,,0.03,2.8,0.002,0.08,0.8,27,0.1,,86.7,
359.2298984,7276.807,0.5,61,0.55,6.9,,,321.8,,0.11,2.32,0.48,,11.2,10.2,,13.04,1.94,1.5,,,39,,0.06,4.9,,1.28,811,0.7,0.005,,21.4,0.057,8.75,,,,,0.07,0.27,2,0.5,,29.9,,0.04,2.3,0.003,0.08,0.6,23,0.1,,95.3,
361.1462828,7274.121861,0.5,87,0.86,9.5,,,347.4,,0.14,0.42,0.52,,25.8,13.4,,13.9,3.56,2.4,,,53,,0.09,5.3,,0.27,1799,1.11,0.005,,20.9,0.07,9.08,,,,,0.05,0.23,2.4,0.5,,20.8,,0.04,2.6,0.002,0.09,0.7,28,0.1,,128.1,
358.7678026,7273.518953,0.5,87,0.91,12.8,,,350.8,,0.16,0.6,0.41,,42.4,13.6,,9.47,8.08,2.5,,,77,,0.08,4.9,,0.25,2143,1.88,0.005,,17.1,0.076,9.44,,,,,0.07,0.19,2.2,0.6,,25.7,,0.03,2.5,0.002,0.09,0.6,37,0.1,,92.9,
