DHID,SampleID,X,Y,Z,True,Estimate
DDH-0030,386,856.34753,12294.388,1146.3849,3.02178,2.4204284
DDH-0030,387,856.3259,12297.348,1142.3554,1.59662,2.1597526
DDH-0030,388,856.30375,12300.306,1138.3242,1.29718,1.9161368
DDH-0030,389,856.28115,12303.261,1134.2906,2.17811,1.685955
DDH-0030,390,856.25812,12306.212,1130.2546,1.72343,1.4795368
DDH-0030,391,856.23464,12309.16,1126.216,0.87891,1.2763918
DDH-0030,392,856.21072,12312.104,1122.1749,0.52359,1.1517152
DDH-0030,393,856.18636,12315.045,1118.1314,0.20345,1.3566543
DDH-0030,394,856.16155,12317.983,1114.0853,0.78307,1.3806077
DDH-0030,395,856.13631,12320.917,1110.0368,1.44714,1.4126322
DDH-0030,396,856.11062,12323.847,1105.9859,1.07844,1.3690109
DDH-0030,397,856.08449,12326.775,1101.9324,0.8648,1.4435163
DDH-0030,398,856.05791,12329.698,1097.8765,0.44306,1.5218452
DDH-0030,399,856.03095,12332.619,1093.8184,0.97934,1.6784043
DDH-0030,400,856.00394,12335.54,1089.7601,2.24215,1.6703799
DDH-0030,401,855.98854,12337.204,1087.4468,0.3729,1.7760687
DDH-0031,402,820.209,12316.129,1199.5027,0.6711,2.6794825
DDH-0031,403,820.13607,12321.045,1198.5906,2.09256,2.2881101
DDH-0031,404,820.06314,12325.96,1197.6786,2.25434,1.9196439
DDH-0031,405,819.99021,12330.876,1196.7666,0.42528,1.4256466
DDH-0031,406,819.91728,12335.791,1195.8545,0.11898,1.0862754
DDH-0031,407,819.84435,12340.707,1194.9425,0.1574,0.87163954
DDH-0032,408,782.21674,12259.895,1160.8221,3.46846,5.9018846
DDH-0032,409,782.20008,12261.631,1156.133,3.97854,5.3520895
DDH-0032,410,782.18342,12263.366,1151.4439,3.1631,4.7411022
DDH-0032,411,782.16676,12265.102,1146.7547,3.28749,4.3335981
DDH-0032,412,782.1501,12266.837,1142.0656,3.60451,4.007556
DDH-0032,413,782.13344,12268.573,1137.3764,3.53432,3.8715897
DDH-0032,414,782.11678,12270.308,1132.6873,2.82615,3.5926196
DDH-0032,415,782.10012,12272.043,1127.9982,3.85509,3.4427111
DDH-0032,416,782.08346,12273.779,1123.309,3.30393,3.0347077
DDH-0032,417,782.0668,12275.514,1118.6199,2.88119,2.9981695
DDH-0032,418,782.05014,12277.25,1113.9307,2.53779,3.0083269
DDH-0032,419,782.03348,12278.985,1109.2416,2.96294,2.9538048
DDH-0032,420,782.01682,12280.72,1104.5524,4.46463,3.1935763
DDH-0032,421,782.00017,12282.456,1099.8633,4.42948,3.035118
DDH-0032,422,781.98351,12284.191,1095.1742,2.60339,3.0094782
DDH-0032,423,781.96685,12285.927,1090.485,4.89491,3.0055149
DDH-0032,424,781.95019,12287.662,1085.7959,3.96216,2.9481655
DDH-0032,425,781.93353,12289.398,1081.1067,4.28076,2.8237562
DDH-0032,426,781.91687,12291.133,1076.4176,2.62022,2.6560503
DDH-0032,427,781.90021,12292.868,1071.7285,1.66474,2.4038442
DDH-0032,428,781.88705,12294.239,1068.024,0.64373,2.1968248
DDH-0033,429,662.53078,12247.188,1128.2816,0.80376,3.2000981
DDH-0033,430,662.92467,12251.598,1125.9583,2.93572,3.4062897
DDH-0033,431,663.35357,12256.006,1123.638,3.40681,3.7172154
DDH-0033,432,663.81916,12260.412,1121.3212,2.93134,3.9667791
DDH-0033,433,664.33155,12264.816,1119.0103,6.23678,4.0486567
DDH-0033,434,664.89238,12269.218,1116.706,3.22221,4.3301777
DDH-0033,435,665.5016,12273.617,1114.4086,2.34659,4.5944143
DDH-0033,436,666.15916,12278.013,1112.1182,1.05191,4.8650667
DDH-0033,437,666.85998,12282.405,1109.8335,1.09334,4.9537254
DDH-0033,438,667.57393,12286.793,1107.5457,0.2986,4.8723753
DDH-0033,439,668.29601,12291.177,1105.2532,1.24319,4.7489585
DDH-0033,440,669.02621,12295.558,1102.956,0.03739,4.4698636
DDH-0033,441,669.76453,12299.935,1100.6542,0.1025,3.9411174
DDH-0033,442,670.51097,12304.308,1098.3477,0.09291,3.250741
DDH-0033,443,671.26551,12308.677,1096.0366,0.59494,2.6072692
DDH-0033,444,672.02715,12313.043,1093.7215,0.0236,1.8450471
DDH-0034,445,858.49588,12224.975,1080.611,1.58054,3.1454561
DDH-0034,446,858.59807,12224.432,1075.6417,6.44792,2.9463703
DDH-0034,447,858.70391,12223.893,1070.6719,4.29049,2.6064048
DDH-0034,448,858.81339,12223.359,1065.7017,3.22654,2.6010616
DDH-0034,449,858.92652,12222.83,1060.7311,3.4666,2.4171412
DDH-0034,450,859.04287,12222.304,1055.7602,2.95516,2.3891476
DDH-0034,451,859.15988,12221.778,1050.7894,5.05408,2.4195363
DDH-0034,452,859.27713,12221.249,1045.8188,5.95992,2.2911312
DDH-0034,453,859.39461,12220.719,1040.8484,4.75264,2.3198188
DDH-0034,454,859.51234,12220.186,1035.8782,3.64214,2.2362143
DDH-0034,455,859.6303,12219.651,1030.9083,4.47876,2.1436969
DDH-0034,456,859.74851,12219.115,1025.9386,6.97616,2.0904099
DDH-0034,457,859.86695,12218.576,1020.9691,4.61796,2.0086005
DDH-0035,458,821.55319,12289.916,1155.0697,3.74185,2.9195756
DDH-0035,459,821.52294,12293.089,1151.2052,3.50944,3.0175985
DDH-0035,460,821.49404,12296.264,1147.3433,4.9627,2.710154
DDH-0035,461,821.47588,12299.457,1143.495,2.69091,2.2489353
DDH-0035,462,821.47003,12302.667,1139.6621,2.22038,2.0670168
DDH-0035,463,821.47648,12305.897,1135.8448,2.62057,1.8045396
DDH-0035,464,821.49524,12309.144,1132.0432,1.71846,1.648786
DDH-0035,465,821.52631,12312.41,1128.2574,0.95591,1.440634
DDH-0035,466,821.56968,12315.694,1124.4875,0.12265,1.3121313
DDH-0035,467,821.62535,12318.997,1120.7336,0.12076,1.2897913
DDH-0035,468,821.69332,12322.317,1116.9958,1.8454,1.163715
DDH-0035,469,821.77359,12325.655,1113.2743,0.64787,1.1363845
DDH-0035,470,821.86463,12329.009,1109.567,0.05493,1.1608264
DDH-0035,471,821.95479,12332.278,1105.9582,0.60705,1.086674
DDH-0036,472,981.54024,12285.619,1123.0101,14.1608,1.6818355
DDH-0036,473,981.49459,12288.77,1119.1282,4.36976,1.7427539
DDH-0036,474,981.44894,12291.921,1115.2464,4.10419,2.0068864
DDH-0036,475,981.40329,12295.072,1111.3645,3.75523,2.2792415
DDH-0036,476,981.35764,12298.223,1107.4826,1.65747,2.6319686
DDH-0036,477,981.31199,12301.374,1103.6007,1.99166,2.9180754
DDH-0036,478,981.26634,12304.525,1099.7188,2.4099,3.1405287
DDH-0036,479,981.22069,12307.676,1095.837,2.7174,3.3908477
DDH-0036,480,981.17504,12310.827,1091.9551,1.29349,3.4146358
DDH-0036,481,981.12939,12313.978,1088.0732,1.45952,3.4113727
DDH-0036,482,981.08374,12317.129,1084.1913,2.10467,3.3237395
DDH-0036,483,981.03809,12320.28,1080.3094,4.06312,3.4233957
DDH-0036,484,980.99244,12323.431,1076.4275,2.35614,3.3478374
DDH-0036,485,980.94679,12326.582,1072.5457,1.51229,2.6276285
DDH-0036,486,980.91694,12328.643,1070.0069,0.1726,2.3170655
DDH-0037,487,741.88072,12277.881,1205.6691,5.66995,4.8787116
DDH-0037,488,742.07324,12282.282,1208.033,2.89785,4.7405122
DDH-0037,489,742.31703,12286.699,1210.3643,2.43998,4.5232822
DDH-0037,490,742.61206,12291.129,1212.6626,4.18081,4.3556134
DDH-0037,491,742.93384,12295.583,1214.9122,4.72333,4.2398909
DDH-0037,492,743.25975,12300.068,1217.0984,6.17018,3.8860125
DDH-0037,493,743.58972,12304.583,1219.2207,4.01017,3.6615125
DDH-0037,494,743.92367,12309.128,1221.2787,1.46642,3.3042827
DDH-0037,495,744.26155,12313.701,1223.272,1.3334,3.0989956
DDH-0037,496,744.60329,12318.301,1225.2003,1.02963,2.7049489
DDH-0037,497,744.94882,12322.928,1227.0631,2.4783,2.0295844
DDH-0037,498,745.24678,12326.902,1228.611,0.77953,1.8864998
