DHID,SampleID,X,Y,Z,True,Estimate
DDH-0032,424,781.95019,12287.662,1085.7959,1,0.55998668
DDH-0032,425,781.93353,12289.398,1081.1067,1,0.42483427
DDH-0032,426,781.91687,12291.133,1076.4176,0,0.46833694
DDH-0032,427,781.90021,12292.868,1071.7285,0,0.30253731
DDH-0032,428,781.88705,12294.239,1068.024,0,0.24364103
DDH-0033,429,662.53078,12247.188,1128.2816,0,0.31175126
DDH-0033,430,662.92467,12251.598,1125.9583,0,0.38902994
DDH-0033,431,663.35357,12256.006,1123.638,1,0.22888211
DDH-0033,432,663.81916,12260.412,1121.3212,0,0.5761489
DDH-0033,433,664.33155,12264.816,1119.0103,1,0.37049271
DDH-0033,434,664.89238,12269.218,1116.706,1,0.32814264
DDH-0033,435,665.5016,12273.617,1114.4086,0,0.41702827
DDH-0033,436,666.15916,12278.013,1112.1182,0,0.27782404
DDH-0033,437,666.85998,12282.405,1109.8335,0,0.19780795
DDH-0033,438,667.57393,12286.793,1107.5457,0,0.15117041
DDH-0033,439,668.29601,12291.177,1105.2532,0,0.11209122
DDH-0033,440,669.02621,12295.558,1102.956,0,0.085582924
DDH-0033,441,669.76453,12299.935,1100.6542,0,0.060177938
DDH-0033,442,670.51097,12304.308,1098.3477,0,0.037940015
DDH-0033,443,671.26551,12308.677,1096.0366,0,0.014837159
DDH-0033,444,672.02715,12313.043,1093.7215,0,0
DDH-0034,445,858.49588,12224.975,1080.611,0,0.88991665
DDH-0034,446,858.59807,12224.432,1075.6417,1,0.60531221
DDH-0034,447,858.70391,12223.893,1070.6719,1,0.72557558
DDH-0034,448,858.81339,12223.359,1065.7017,1,0.76268438
DDH-0034,449,858.92652,12222.83,1060.7311,1,0.72307849
DDH-0034,450,859.04287,12222.304,1055.7602,0,0.95813659
DDH-0034,451,859.15988,12221.778,1050.7894,1,0.76179491
DDH-0034,452,859.27713,12221.249,1045.8188,1,0.85527285
DDH-0034,453,859.39461,12220.719,1040.8484,1,0.90725547
DDH-0034,454,859.51234,12220.186,1035.8782,1,0.93364926
DDH-0034,455,859.6303,12219.651,1030.9083,1,0.94236614
DDH-0034,456,859.74851,12219.115,1025.9386,1,0.93472522
DDH-0034,457,859.86695,12218.576,1020.9691,1,0.8925415
DDH-0035,458,821.55319,12289.916,1155.0697,1,0.76043503
DDH-0035,459,821.52294,12293.089,1151.2052,1,0.66895457
DDH-0035,460,821.49404,12296.264,1147.3433,1,0.47114097
DDH-0035,461,821.47588,12299.457,1143.495,0,0.47106757
DDH-0035,462,821.47003,12302.667,1139.6621,0,0.26246279
DDH-0035,463,821.47648,12305.897,1135.8448,0,0.14526829
DDH-0035,464,821.49524,12309.144,1132.0432,0,0.075697568
DDH-0035,465,821.52631,12312.41,1128.2574,0,0.03489064
DDH-0035,466,821.56968,12315.694,1124.4875,0,0.019044388
DDH-0035,467,821.62535,12318.997,1120.7336,0,0.003238847
DDH-0035,468,821.69332,12322.317,1116.9958,0,0
DDH-0035,469,821.77359,12325.655,1113.2743,0,0.006431656
DDH-0035,470,821.86463,12329.009,1109.567,0,0.013482915
DDH-0035,471,821.95479,12332.278,1105.9582,0,0.002402863
DDH-0036,472,981.54024,12285.619,1123.0101,1,0.65940605
DDH-0036,473,981.49459,12288.77,1119.1282,1,0.6974546
DDH-0036,474,981.44894,12291.921,1115.2464,1,0.6351557
DDH-0036,475,981.40329,12295.072,1111.3645,1,0.46354653
DDH-0036,476,981.35764,12298.223,1107.4826,0,0.48514134
DDH-0036,477,981.31199,12301.374,1103.6007,0,0.29883698
DDH-0036,478,981.26634,12304.525,1099.7188,0,0.19942062
DDH-0036,479,981.22069,12307.676,1095.837,0,0.16059326
DDH-0036,480,981.17504,12310.827,1091.9551,0,0.15478524
DDH-0036,481,981.12939,12313.978,1088.0732,0,0.18530616
DDH-0036,482,981.08374,12317.129,1084.1913,0,0.26102883
DDH-0036,483,981.03809,12320.28,1080.3094,1,0.042080785
DDH-0036,484,980.99244,12323.431,1076.4275,0,0.2487621
DDH-0036,485,980.94679,12326.582,1072.5457,0,0.16266563
DDH-0036,486,980.91694,12328.643,1070.0069,0,0.14932026
DDH-0037,487,741.88072,12277.881,1205.6691,1,0.38341101
DDH-0037,488,742.07324,12282.282,1208.033,0,0.69194089
DDH-0037,489,742.31703,12286.699,1210.3643,0,0.69173254
DDH-0037,490,742.61206,12291.129,1212.6626,1,0.54396773
DDH-0037,491,742.93384,12295.583,1214.9122,1,0.62586279
DDH-0037,492,743.25975,12300.068,1217.0984,1,0.59371397
DDH-0037,493,743.58972,12304.583,1219.2207,1,0.4347336
DDH-0037,494,743.92367,12309.128,1221.2787,0,0.45963755
DDH-0037,495,744.26155,12313.701,1223.272,0,0.26773967
DDH-0037,496,744.60329,12318.301,1225.2003,0,0.15681743
DDH-0037,497,744.94882,12322.928,1227.0631,0,0.089840371
DDH-0037,498,745.24678,12326.902,1228.611,0,0.065704116
