DHID,FROM,TO,x,y,z,startx,starty,startz,endx,endy,endz,CU,ELEM_A,ELEM_B,ELEM_C,ELEM_D,DENSITY,GEOCODE
DDH-0020,240,245,1028.726448,12284.50085,1066.041876,1028.570135,12283.40399,1068.282964,1028.882995,12285.59743,1063.800674,2.7555424,2.234416,161.305172,1873.91386,10.314276,4.147002,OR1
DDH-0020,245,250,1029.039777,12286.69376,1061.559358,1028.882995,12285.59743,1063.800674,1029.19674,12287.78987,1059.317954,5.031289892,3.516632812,269.7095684,2506.57904,11.38166,4.123452,OR1
DDH-0020,250,255,1029.353715,12288.88598,1057.076545,1029.19674,12287.78987,1059.317954,1029.510689,12289.98208,1054.835135,5.9483734,6.900688073,505.741,4897.12942,10.448534,4.491774,OR1
DDH-0020,255,260,1029.667664,12291.07818,1052.593726,1029.510689,12289.98208,1054.835135,1029.824639,12292.17429,1050.352316,0.73292,0.09666666667,3.629,46.236,0.0358,3.6894,OR4
DDH-0020,260,265,1029.981613,12293.27039,1048.110907,1029.824639,12292.17429,1050.352316,1030.138588,12294.3665,1045.869498,0.0782,,0,38.53,0.022,3.323,OR4
DDH-0020,265,270,1030.295563,12295.4626,1043.628088,1030.138588,12294.3665,1045.869498,1030.452537,12296.5587,1041.386679,,,,,,,OR4
DDH-0020,270,275,1030.609512,12297.65481,1039.14527,1030.452537,12296.5587,1041.386679,1030.766487,12298.75091,1036.90386,,,,,,,OR4
DDH-0020,275,277.34,1030.839951,12299.26389,1035.854881,1030.766487,12298.75091,1036.90386,1030.913415,12299.77686,1034.805901,,,,,,,OR4
DDH-0021,0,5,782.8190189,12245.53991,1206.477635,782.826,12243.04,1206.458,782.8120378,12248.03983,1206.49727,,,,,,,D
DDH-0021,5,10,782.8050567,12250.53974,1206.516904,782.8120378,12248.03983,1206.49727,782.7980756,12253.03965,1206.536539,,,,,,,D
DDH-0021,10,15,782.7910945,12255.53957,1206.556174,782.7980756,12253.03965,1206.536539,782.7841134,12258.03948,1206.575809,,,,,,,D
DDH-0021,15,20,782.7771324,12260.53939,1206.595443,782.7841134,12258.03948,1206.575809,782.7701513,12263.03931,1206.615078,,,,,,,C
DDH-0021,20,25,782.7631702,12265.53922,1206.634713,782.7701513,12263.03931,1206.615078,782.7561891,12268.03913,1206.654348,,,,,,,C
DDH-0021,25,30,782.749208,12270.53904,1206.673982,782.7561891,12268.03913,1206.654348,782.7422269,12273.03896,1206.693617,,,,,,,C
DDH-0021,30,35,782.7352458,12275.53887,1206.713252,782.7422269,12273.03896,1206.693617,782.7282647,12278.03878,1206.732887,,,,,,,C
DDH-0021,35,40,782.7212836,12280.5387,1206.752521,782.7282647,12278.03878,1206.732887,782.7143025,12283.03861,1206.772156,,,,,,,C
DDH-0021,40,45,782.7073214,12285.53852,1206.791791,782.7143025,12283.03861,1206.772156,782.7003403,12288.03844,1206.811426,,,,,,,A
DDH-0021,45,50,782.6933592,12290.53835,1206.83106,782.7003403,12288.03844,1206.811426,782.6863781,12293.03826,1206.850695,,,,,,,A
DDH-0021,50,55,782.6793971,12295.53818,1206.87033,782.6863781,12293.03826,1206.850695,782.672416,12298.03809,1206.889965,,,,,,,A
DDH-0021,55,60,782.6654349,12300.538,1206.909599,782.672416,12298.03809,1206.889965,782.6584538,12303.03792,1206.929234,,,,,,,A
DDH-0021,60,65,782.6514727,12305.53783,1206.948869,782.6584538,12303.03792,1206.929234,782.6444916,12308.03774,1206.968504,,,,,,,A
DDH-0021,65,70,782.6375105,12310.53765,1206.988138,782.6444916,12308.03774,1206.968504,782.6305294,12313.03757,1207.007773,,,,,,,A
DDH-0021,70,75,782.6235483,12315.53748,1207.027408,782.6305294,12313.03757,1207.007773,782.6165672,12318.03739,1207.047043,,,,,,,F
DDH-0021,75,80,782.6095861,12320.53731,1207.066677,782.6165672,12318.03739,1207.047043,782.602605,12323.03722,1207.086312,2.707700408,2.548322449,70.13824082,1191.320449,2.945865306,4.121318367,OR1
DDH-0021,80,85,782.5956239,12325.53713,1207.105947,782.602605,12323.03722,1207.086312,782.5886429,12328.03705,1207.125582,3.590966667,4.3114,164.225,3628.86,5.8544,4.1974,OR1
DDH-0021,85,90,782.5816618,12330.53696,1207.145216,782.5886429,12328.03705,1207.125582,782.5746807,12333.03687,1207.164851,0.547948,2.80952,65.24724,1550.4076,1.41716,4.03264,OR1
DDH-0021,90,95,782.5676996,12335.53679,1207.184486,782.5746807,12333.03687,1207.164851,782.5607185,12338.0367,1207.204121,1.35382,1.209333333,39.8554,1765.034,2.1942,4.3448,OR2
DDH-0021,95,100,782.5537374,12340.53661,1207.223755,782.5607185,12338.0367,1207.204121,782.5467563,12343.03653,1207.24339,0.07818,0.0802,4.3636,24.085,0.024,3.92225,N
DDH-0021,100,104.67,782.540236,12345.37144,1207.261729,782.5467563,12343.03653,1207.24339,782.5337156,12347.70636,1207.280068,0.02185117773,0.02098501071,1.866307902,19.26428266,0.007854389722,3.559573876,N
DDH-0022,0,5,899.9098681,12232.89268,1177.854776,899.913,12232.024,1180.199,899.9062277,12233.76323,1175.511248,,,,,,,D
DDH-0022,5,10,899.9020786,12234.63566,1173.168417,899.9062277,12233.76323,1175.511248,899.8974209,12235.50996,1170.826285,,,,,,,D
DDH-0022,10,15,899.8922546,12236.38612,1168.484854,899.8974209,12235.50996,1170.826285,899.8865797,12237.26416,1166.144124,,,,,,,D
DDH-0022,15,20,899.8803962,12238.14407,1163.804098,899.8865797,12237.26416,1166.144124,899.8737041,12239.02585,1161.464777,,,,,,,D
DDH-0022,20,25,899.8665034,12239.9095,1159.126163,899.8737041,12239.02585,1161.464777,899.8587941,12240.79501,1156.788257,,,,,,,D
DDH-0022,25,30,899.8505763,12241.68239,1154.451061,899.8587941,12240.79501,1156.788257,899.8418499,12242.57164,1152.114576,,,,,,,D
DDH-0022,30,35,899.8326149,12243.46276,1149.778805,899.8418499,12242.57164,1152.114576,899.8228713,12244.35574,1147.443748,,,,,,,D
DDH-0022,35,40,899.8126193,12245.25058,1145.109408,899.8228713,12244.35574,1147.443748,899.8018586,12246.1473,1142.775786,,,,,,,D
DDH-0022,40,45,899.7905894,12247.04587,1140.442883,899.8018586,12246.1473,1142.775786,899.7788117,12247.94631,1138.110701,,,,,,,D
DDH-0022,45,50,899.7665255,12248.84861,1135.779241,899.7788117,12247.94631,1138.110701,899.7537307,12249.75277,1133.448506,,,,,,,D
DDH-0022,50,55,899.7404274,12250.65879,1131.118497,899.7537307,12249.75277,1133.448506,899.7266157,12251.56668,1128.789215,,,,,,,D
DDH-0022,55,60,899.7122954,12252.47642,1126.460662,899.7266157,12251.56668,1128.789215,899.6974667,12253.38803,1124.13284,,,,,,,D
DDH-0022,60,65,899.6821295,12254.30149,1121.805749,899.6974667,12253.38803,1124.13284,899.6662839,12255.21681,1119.479393,,,,,,,C
DDH-0022,65,70,899.6499298,12256.13399,1117.153771,899.6662839,12255.21681,1119.479393,899.6330672,12257.05303,1114.828887,,,,,,,C
DDH-0022,70,75,899.6156963,12257.97392,1112.504741,899.6330672,12257.05303,1114.828887,899.5977746,12258.8966,1110.181308,0.4925,0.483,18.216,577.51,0.065,3.542,C
DDH-0022,75,80,899.5772048,12259.8176,1107.857231,899.5977746,12258.8966,1110.181308,899.5528205,12260.73499,1105.531763,5.482237,2.405408,210.645938,2014.84244,3.6075,4.411112,OR1
DDH-0022,80,85,899.524622,12261.64876,1103.204915,899.5528205,12260.73499,1105.531763,899.4926092,12262.55892,1100.876699,5.22464,1.08256,49.852546,265.17596,2.435478,4.27745,OR3
DDH-0022,85,90,899.4567825,12263.46545,1098.547126,899.4926092,12262.55892,1100.876699,899.4171419,12264.36835,1096.216205,5.0954772,0.67534,7.737524,178.6392,1.676936,4.389382222,OR3
DDH-0022,90,95,899.3736876,12265.26763,1093.883949,899.4171419,12264.36835,1096.216205,899.3264199,12266.16326,1091.550369,2.8019224,0.230338,15.68727628,107.32988,0.6843310658,4.464442,OR3
DDH-0022,95,100,899.2753389,12267.05526,1089.215475,899.3264199,12266.16326,1091.550369,899.2204449,12267.94361,1086.879278,4.20652,0.244,17.1768,134.8,1.2158,4.3648,OR3
DDH-0022,100,105,899.1617381,12268.82832,1084.54179,899.2204449,12267.94361,1086.879278,899.0992189,12269.70937,1082.203022,2.1781794,0.374856,20.509444,92.03966,0.354762,4.562997669,OR3
DDH-0022,105,110,899.0328876,12270.58676,1079.862984,899.0992189,12269.70937,1082.203022,898.9627444,12271.46049,1077.521687,3.3205232,0.237678,17.584444,269.54634,0.648736,4.730516,OR3
DDH-0022,110,115,898.8887896,12272.33056,1075.179144,898.9627444,12271.46049,1077.521687,898.8110237,12273.19696,1072.835364,5.8500596,0.165284,30.04467,111.76688,1.21487,4.32586,OR3
DDH-0022,115,120,898.7292153,12274.05984,1070.490425,898.8110237,12273.19696,1072.835364,898.6407543,12274.92098,1068.145087,5.94014,0.2928,41.1846,1426.85,1.6422,4.5314,OR3
DDH-0022,120,125,898.5449092,12275.78086,1065.799578,898.6407543,12274.92098,1068.145087,898.4416811,12276.63948,1063.453921,6.344982,0.299748,33.56356,247.631,0.654968,4.464892,OR3
DDH-0022,125,130,898.3310708,12277.49684,1061.108135,898.4416811,12276.63948,1063.453921,898.2130793,12278.35291,1058.762242,4.301116105,0.1382460497,12.304142,84.89605,0.232218,4.252602,OR3
DDH-0022,130,135,898.0877076,12279.2077,1056.416264,898.2130793,12278.35291,1058.762242,897.9549569,12280.06119,1054.070221,2.8627448,0.2111285714,8.992332,73.44444,0.0235480226,3.959995455,OR3
DDH-0022,135,140,897.8148285,12280.91339,1051.724134,897.9549569,12280.06119,1054.070221,897.6673234,12281.76427,1049.378025,0.32635,,8.76575,77.02,0.04675,4.5576,OR5
DDH-0022,140,145,897.5124432,12282.61384,1047.031914,897.6673234,12281.76427,1049.378025,897.3501891,12283.46209,1044.685822,0.8088,,14.5075,92.456,0.15525,4.0788,OR5
DDH-0022,145,150,897.1805626,12284.30901,1042.339771,897.3501891,12283.46209,1044.685822,897.0035652,12285.15459,1039.993782,2.13399,,4.23365,77.037,0.0485,3.6308,OR5
DDH-0022,150,155,896.8213266,12285.99921,1037.647848,897.0035652,12285.15459,1039.993782,896.6388758,12286.84379,1035.301917,0.53304,,0,77.052,0.0235,3.6992,OR5
DDH-0022,155,160,896.4564249,12287.68837,1032.955986,896.6388758,12286.84379,1035.301917,896.2739741,12288.53295,1030.610055,0.73216,,0,77.1025,0.0372,3.2594,OR5
DDH-0022,160,164.92,896.0944425,12289.36402,1028.301659,896.2739741,12288.53295,1030.610055,895.9149109,12290.19509,1025.993263,1.796625,,0,77.02333333,0.227755102,3.486121951,OR5
DDH-0023,0,5,701.6101393,12196.0804,1159.346771,701.64,12193.714,1158.541,701.5767079,12198.44864,1160.14697,0.0079,,0,19.24,0.004,,D
DDH-0023,5,10,701.5397061,12200.8187,1160.941592,701.5767079,12198.44864,1160.14697,701.4991341,12203.19057,1161.730629,0.0079,,0,19.24,0.004,,D
DDH-0023,10,15,701.4549923,12205.56423,1162.514076,701.4991341,12203.19057,1161.730629,701.407281,12207.93966,1163.291928,0.0079,,0,19.24,0.004,,D
DDH-0023,15,20,701.3560005,12210.31684,1164.064178,701.407281,12207.93966,1163.291928,701.3011513,12212.69576,1164.830821,0.0079,,0,19.24,0.004,,D
DDH-0023,20,25,701.2427337,12215.07639,1165.59185,701.3011513,12212.69576,1164.830821,701.1807482,12217.45873,1166.34726,,,,,,,D
DDH-0023,25,30,701.1151953,12219.84274,1167.097045,701.1807482,12217.45873,1166.34726,701.0460754,12222.22842,1167.8412,,,,,,,D
DDH-0023,30,35,700.9733891,12224.61574,1168.579719,701.0460754,12222.22842,1167.8412,700.8971369,12227.00469,1169.312597,,,,,,,D
DDH-0023,35,40,700.8173194,12229.39524,1170.039827,700.8971369,12227.00469,1169.312597,700.7339373,12231.78739,1170.761405,,,,,,,D
DDH-0023,40,45,700.646991,12234.18111,1171.477324,700.7339373,12231.78739,1170.761405,700.5564814,12236.57639,1172.18758,,,,,,,D
DDH-0023,45,50,700.462409,12238.9732,1172.892168,700.5564814,12236.57639,1172.18758,700.3647746,12241.37153,1173.591081,,,,,,,C
DDH-0023,50,55,700.2635789,12243.77136,1174.284314,700.3647746,12241.37153,1173.591081,700.1588227,12246.17267,1174.971863,,,,,,,C
DDH-0023,55,60,700.0505068,12248.57544,1175.653723,700.1588227,12246.17267,1174.971863,699.938632,12250.97966,1176.329887,,,,,,,C
DDH-0023,60,65,699.8231991,12253.38531,1177.000351,699.938632,12250.97966,1176.329887,699.7042091,12255.79237,1177.665109,,,,,,,C
DDH-0023,65,70,699.5816627,12258.20082,1178.324158,699.7042091,12255.79237,1177.665109,699.455561,12260.61065,1178.977492,,,,,,,D
DDH-0023,70,75,699.3259048,12263.02183,1179.625105,699.455561,12260.61065,1178.977492,699.1926952,12265.43434,1180.266993,,,,,,,D
DDH-0023,75,80,699.0559332,12267.84818,1180.903152,699.1926952,12265.43434,1180.266993,698.9156198,12270.26331,1181.533576,,,,,,,D
DDH-0023,80,85,698.7717561,12272.67973,1182.15826,698.9156198,12270.26331,1181.533576,698.6243431,12275.09741,1182.777201,,,,,,,D
DDH-0023,85,90,698.473382,12277.51633,1183.390392,698.6243431,12275.09741,1182.777201,698.3188738,12279.93649,1183.99783,5.967834973,3.726754098,271.2955847,830.6760656,3.830136612,4.472765027,A
DDH-0023,90,95,698.1608199,12282.35785,1184.599511,698.3188738,12279.93649,1183.99783,697.9992213,12284.7804,1185.195428,2.3947798,3.510476,181.856336,374.2745652,6.637816,4.599406,OR1
DDH-0023,95,100,697.8340792,12287.20413,1185.785579,697.9992213,12284.7804,1185.195428,697.665395,12289.62901,1186.369958,2.8766482,2.01594,77.079548,201.3059205,9.3059025,4.216406,OR2
DDH-0023,100,105,697.4869354,12292.05556,1186.944359,697.665395,12289.62901,1186.369958,697.2924752,12294.48421,1187.50455,2.031773,2.454474,34.288924,130.8198257,10.08920659,4.109266,OR2
DDH-0023,105,110,697.0820288,12296.91477,1188.05049,697.2924752,12294.48421,1187.50455,696.8556117,12299.34706,1188.582138,3.9047344,2.398376,42.814934,139.328,6.174986,4.160644,OR2
DDH-0023,110,115,696.6132408,12301.78091,1189.099455,696.8556117,12299.34706,1188.582138,696.354934,12304.21613,1189.602403,4.9969912,2.49638,39.345126,133.78512,6.229218,4.13553,OR2
DDH-0023,115,120,696.0807103,12306.65254,1190.090945,696.354934,12304.21613,1189.602403,695.79059,12309.08996,1190.565044,5.9011228,0.594042,14.71976,84.177,2.613884,4.26427,OR3
DDH-0023,120,125,695.4845947,12311.52821,1191.024665,695.79059,12309.08996,1190.565044,695.1627469,12313.96711,1191.469775,6.79744,0.5016,14.9882,53.936,0.407,4.258,OR3
DDH-0023,125,130,694.8250704,12316.40649,1191.90034,695.1627469,12313.96711,1191.469775,694.4715902,12318.84615,1192.316328,1.767115618,0.10952,1.686656,17.4861,0.113424,3.587848,A
DDH-0023,130,135,694.1023326,12321.28593,1192.71771,694.4715902,12318.84615,1192.316328,693.7173247,12323.72563,1193.104455,1.302567,0.25062,7.34263,23.1013,0.34515,3.48396,A
DDH-0023,135,140,693.3165951,12326.16509,1193.476534,693.7173247,12323.72563,1193.104455,692.9001734,12328.60411,1193.83392,2.1423706,0.583728,9.12713,52.72708,1.014349081,4.252598,OR3
DDH-0023,140,145,692.4680904,12331.04252,1194.176586,692.9001734,12328.60411,1193.83392,692.020378,12333.48014,1194.504508,0.139146,0.3491885714,4.78824,48.35163121,0.8115884861,3.616873444,OR4
DDH-0023,145,150,691.5598731,12335.91698,1194.820322,692.020378,12333.48014,1194.504508,691.0981213,12338.35374,1195.134954,0.01104,,0,19.262,0.1686,3.1912,N
DDH-0023,150,150.41,691.0602576,12338.55355,1195.160753,691.0981213,12338.35374,1195.134954,691.022394,12338.75337,1195.186553,0.0236,,0,19.27,0.299,2.982,N
DDH-0024,0,5,1023.569948,12174.49872,1279.92584,1023.577,12172.932,1281.874,1023.560821,12176.0659,1277.978052,,,,,,,
DDH-0024,5,10,1023.549619,12177.63352,1276.030636,1023.560821,12176.0659,1277.978052,1023.536343,12179.2016,1274.083594,,,,,,,
DDH-0024,10,15,1023.520993,12180.77012,1272.136929,1023.536343,12179.2016,1274.083594,1023.503568,12182.33908,1270.19064,,,,,,,
DDH-0024,15,20,1023.484068,12183.90849,1268.244729,1023.503568,12182.33908,1270.19064,1023.462494,12185.47835,1266.299199,,,,,,,
DDH-0024,20,25,1023.438845,12187.04865,1264.35405,1023.462494,12185.47835,1266.299199,1023.413122,12188.61939,1262.409284,,,,,,,B
DDH-0024,25,30,1023.385324,12190.19057,1260.464902,1023.413122,12188.61939,1262.409284,1023.355452,12191.76219,1258.520906,,,,,,,B
DDH-0024,30,35,1023.323505,12193.33424,1256.577297,1023.355452,12191.76219,1258.520906,1023.289484,12194.90674,1254.634077,,,,,,,B
DDH-0024,35,40,1023.253389,12196.47967,1252.691247,1023.289484,12194.90674,1254.634077,1023.215219,12198.05303,1250.748808,,,,,,,B
DDH-0024,40,45,1023.174975,12199.62683,1248.806763,1023.215219,12198.05303,1250.748808,1023.132657,12201.20106,1246.865111,,,,,,,B
DDH-0024,45,50,1023.088264,12202.77572,1244.923856,1023.132657,12201.20106,1246.865111,1023.041797,12204.35081,1242.982998,,,,,,,B
DDH-0024,50,55,1022.993256,12205.92633,1241.042538,1023.041797,12204.35081,1242.982998,1022.942641,12207.50228,1239.102479,,,,,,,D
DDH-0024,55,60,1022.889951,12209.07865,1237.162822,1022.942641,12207.50228,1239.102479,1022.835188,12210.65545,1235.223567,,,,,,,D
DDH-0024,60,65,1022.77835,12212.23267,1233.284717,1022.835188,12210.65545,1235.223567,1022.719439,12213.81031,1231.346273,,,,,,,D
DDH-0024,65,70,1022.658453,12215.38838,1229.408237,1022.719439,12213.81031,1231.346273,1022.595394,12216.96687,1227.470609,,,,,,,D
DDH-0024,70,75,1022.530261,12218.54577,1225.533391,1022.595394,12216.96687,1227.470609,1022.463054,12220.1251,1223.596585,,,,,,,D
DDH-0024,75,80,1022.393773,12221.70484,1221.660193,1022.463054,12220.1251,1223.596585,1022.322418,12223.285,1219.724215,,,,,,,D
DDH-0024,80,85,1022.24899,12224.86557,1217.788653,1022.322418,12223.285,1219.724215,1022.173488,12226.44655,1215.853508,,,,,,,D
DDH-0024,85,90,1022.095913,12228.02795,1213.918782,1022.173488,12226.44655,1215.853508,1022.016264,12229.60976,1211.984477,,,,,,,D
DDH-0024,90,95,1021.934541,12231.19198,1210.050593,1022.016264,12229.60976,1211.984477,1021.850746,12232.77461,1208.117133,,,,,,,D
DDH-0024,95,100,1021.764876,12234.35764,1206.184097,1021.850746,12232.77461,1208.117133,1021.676934,12235.94108,1204.251488,,,,,,,D
DDH-0024,100,105,1021.586919,12237.52493,1202.319306,1021.676934,12235.94108,1204.251488,1021.49483,12239.10918,1200.387553,,,,,,,D
DDH-0024,105,110,1021.400668,12240.69383,1198.45623,1021.49483,12239.10918,1200.387553,1021.304434,12242.27889,1196.525339,,,,,,,D
DDH-0024,110,115,1021.206126,12243.86434,1194.594881,1021.304434,12242.27889,1196.525339,1021.105746,12245.4502,1192.664858,,,,,,,D
DDH-0024,115,120,1021.003292,12247.03645,1190.735272,1021.105746,12245.4502,1192.664858,1020.898767,12248.6231,1188.806122,,,,,,,D
DDH-0024,120,125,1020.792168,12250.21014,1186.877412,1020.898767,12248.6231,1188.806122,1020.683497,12251.79758,1184.949142,,,,,,,D
DDH-0024,125,130,1020.572754,12253.38542,1183.021314,1020.683497,12251.79758,1184.949142,1020.459938,12254.97364,1181.09393,,,,,,,D
DDH-0024,130,135,1020.34505,12256.56226,1179.16699,1020.459938,12254.97364,1181.09393,1020.228089,12258.15127,1177.240496,,,,,,,D
DDH-0024,135,140,1020.109057,12259.74066,1175.31445,1020.228089,12258.15127,1177.240496,1019.987953,12261.33045,1173.388853,,,,,,,C
DDH-0024,140,145,1019.864776,12262.92061,1171.463707,1019.987953,12261.33045,1173.388853,1019.739528,12264.51117,1169.539012,,,,,,,C
DDH-0024,145,150,1019.612208,12266.10211,1167.61477,1019.739528,12264.51117,1169.539012,1019.483125,12267.69313,1165.690716,,,,,,,C
DDH-0024,150,155,1019.354287,12269.28229,1163.765107,1019.483125,12267.69313,1165.690716,1019.226057,12270.86924,1161.837632,,,,,,,C
DDH-0024,155,160,1019.098435,12272.45396,1159.908294,1019.226057,12270.86924,1161.837632,1018.971421,12274.03647,1157.977095,,,,,,,C
DDH-0024,160,165,1018.845015,12275.61676,1156.044039,1018.971421,12274.03647,1157.977095,1018.719218,12277.19483,1154.109127,,,,,,,D
DDH-0024,165,170,1018.594029,12278.77067,1152.172362,1018.719218,12277.19483,1154.109127,1018.469449,12280.34428,1150.233748,,,,,,,D
DDH-0024,170,175,1018.345477,12281.91566,1148.293287,1018.469449,12280.34428,1150.233748,1018.222115,12283.48481,1146.350981,,,,,,,D
DDH-0024,175,180,1018.099362,12285.05173,1144.406834,1018.222115,12283.48481,1146.350981,1017.977219,12286.6164,1142.460848,,,,,,,D
DDH-0024,180,185,1017.855685,12288.17884,1140.513026,1017.977219,12286.6164,1142.460848,1017.734761,12289.73904,1138.56337,,,,,,,D
DDH-0024,185,190,1017.614447,12291.297,1136.611883,1017.734761,12289.73904,1138.56337,1017.494743,12292.85271,1134.658569,,,,,,,D
DDH-0024,190,195,1017.375649,12294.40617,1132.703429,1017.494743,12292.85271,1134.658569,1017.257166,12295.95738,1130.746467,,,,,,,C
DDH-0024,195,200,1017.139293,12297.50634,1128.787685,1017.257166,12295.95738,1130.746467,1017.022032,12299.05305,1126.827086,,,,,,,C
DDH-0024,200,205,1016.905381,12300.5975,1124.864672,1017.022032,12299.05305,1126.827086,1016.789341,12302.13969,1122.900447,,,,,,,C
DDH-0024,205,210,1016.673912,12303.67962,1120.934414,1016.789341,12302.13969,1122.900447,1016.558943,12305.21766,1118.966876,0.2520318182,,0,252.7449432,0.04836363636,2.832329545,OR1
DDH-0024,210,215,1016.443445,12306.75626,1116.9998,1016.558943,12305.21766,1118.966876,1016.327239,12308.29584,1115.033541,2.547847294,1.41162973,72.15044,1212.24832,1.526664,3.308314,OR1
DDH-0024,215,220,1016.210326,12309.83642,1113.068099,1016.327239,12308.29584,1115.033541,1016.092705,12311.37798,1111.103476,4.009889837,0.672800813,63.72870325,1395.124797,0.8714471545,3.598052846,N
DDH-0024,220,225,1015.974377,12312.92054,1109.139672,1016.092705,12311.37798,1111.103476,1015.855342,12314.46408,1107.176687,,,,,,,N
DDH-0024,225,230,1015.735599,12316.00861,1105.214523,1015.855342,12314.46408,1107.176687,1015.615149,12317.55412,1103.25318,,,,,,,N
DDH-0024,230,235,1015.493992,12319.10063,1101.292658,1015.615149,12317.55412,1103.25318,1015.372127,12320.64812,1099.332958,,,,,,,N
DDH-0024,235,240,1015.249556,12322.1966,1097.374082,1015.372127,12320.64812,1099.332958,1015.126277,12323.74606,1095.416029,,,,,,,N
DDH-0024,240,245,1015.002291,12325.2965,1093.458801,1015.126277,12323.74606,1095.416029,1014.877598,12326.84793,1091.502397,,,,,,,N
DDH-0024,245,250,1014.752198,12328.40035,1089.546819,1014.877598,12326.84793,1091.502397,1014.626091,12329.95375,1087.592068,,,,,,,N
DDH-0024,250,255,1014.499441,12331.5079,1085.637952,1014.626091,12329.95375,1087.592068,1014.372755,12333.0621,1083.683879,,,,,,,N
DDH-0024,255,260,1014.246068,12334.61631,1081.729805,1014.372755,12333.0621,1083.683879,1014.119382,12336.17051,1079.775732,,,,,,,N
DDH-0024,260,261.14,1014.090497,12336.52487,1079.330203,1014.119382,12336.17051,1079.775732,1014.061613,12336.87923,1078.884675,,,,,,,N
DDH-0025,0,5,1022.618506,12175.76031,1280.252833,1022.622,12175.034,1282.645,1022.614871,12176.48657,1277.860652,,,,,,,B
DDH-0025,5,10,1022.611094,12177.21279,1275.468459,1022.614871,12176.48657,1277.860652,1022.607175,12177.93897,1273.076252,,,,,,,B
DDH-0025,10,15,1022.603114,12178.6651,1270.684033,1022.607175,12177.93897,1273.076252,1022.598912,12179.39119,1268.2918,,,,,,,B
DDH-0025,15,20,1022.594567,12180.11724,1265.899554,1022.598912,12179.39119,1268.2918,1022.590081,12180.84324,1263.507296,,,,,,,B
DDH-0025,20,25,1022.585454,12181.5692,1261.115024,1022.590081,12180.84324,1263.507296,1022.580684,12182.29511,1258.722739,,,,,,,B
DDH-0025,25,30,1022.575773,12183.02098,1256.330442,1022.580684,12182.29511,1258.722739,1022.57072,12183.74681,1253.938131,,,,,,,B
DDH-0025,30,35,1022.565525,12184.47259,1251.545807,1022.57072,12183.74681,1253.938131,1022.560189,12185.19833,1249.153471,,,,,,,B
DDH-0025,35,40,1022.55471,12185.92402,1246.761121,1022.560189,12185.19833,1249.153471,1022.54909,12186.64967,1244.368758,,,,,,,B
DDH-0025,40,45,1022.543329,12187.37528,1241.976383,1022.54909,12186.64967,1244.368758,1022.537425,12188.10085,1239.583994,,,,,,,B
DDH-0025,45,50,1022.53138,12188.82636,1237.191593,1022.537425,12188.10085,1239.583994,1022.525193,12189.55184,1234.799179,,,,,,,B
DDH-0025,50,55,1022.518864,12190.27727,1232.406751,1022.525193,12189.55184,1234.799179,1022.512393,12191.00266,1230.014311,,,,,,,B
DDH-0025,55,60,1022.505781,12191.72801,1227.621858,1022.512393,12191.00266,1230.014311,1022.499027,12192.45331,1225.229392,,,,,,,B
DDH-0025,60,65,1022.492131,12193.17856,1222.836913,1022.499027,12192.45331,1225.229392,1022.485093,12193.90378,1220.444421,,,,,,,D
DDH-0025,65,70,1022.477914,12194.62894,1218.051917,1022.485093,12193.90378,1220.444421,1022.470593,12195.35407,1215.659399,,,,,,,D
DDH-0025,70,75,1022.46313,12196.07915,1213.266869,1022.470593,12195.35407,1215.659399,1022.455525,12196.80419,1210.874326,,,,,,,D
DDH-0025,75,80,1022.447779,12197.52918,1208.48177,1022.455525,12196.80419,1210.874326,1022.43989,12198.25413,1206.089201,,,,,,,B
DDH-0025,80,85,1022.43186,12198.97904,1203.69662,1022.43989,12198.25413,1206.089201,1022.423689,12199.7039,1201.304025,,,,,,,B
DDH-0025,85,90,1022.415375,12200.42872,1198.911418,1022.423689,12199.7039,1201.304025,1022.40692,12201.15349,1196.518798,,,,,,,B
DDH-0025,90,95,1022.398323,12201.87822,1194.126165,1022.40692,12201.15349,1196.518798,1022.389584,12202.60291,1191.73352,,,,,,,B
DDH-0025,95,100,1022.380704,12203.32755,1189.340861,1022.389584,12202.60291,1191.73352,1022.371886,12204.05169,1186.948049,,,,,,,B
DDH-0025,100,105,1022.363555,12204.77436,1184.554791,1022.371886,12204.05169,1186.948049,1022.355722,12205.49553,1182.161081,,,,,,,B
DDH-0025,105,110,1022.348388,12206.21521,1179.766919,1022.355722,12205.49553,1182.161081,1022.341552,12206.93339,1177.372306,,,,,,,B
DDH-0025,110,115,1022.335215,12207.65007,1174.977244,1022.341552,12206.93339,1177.372306,1022.329377,12208.36526,1172.581733,,,,,,,D
DDH-0025,115,120,1022.324037,12209.07894,1170.185774,1022.329377,12208.36526,1172.581733,1022.319196,12209.79114,1167.789368,,,,,,,D
DDH-0025,120,125,1022.314854,12210.50183,1165.392517,1022.319196,12209.79114,1167.789368,1022.31101,12211.21103,1162.995222,,,,,,,D
DDH-0025,125,130,1022.307665,12211.91872,1160.597482,1022.31101,12211.21103,1162.995222,1022.304819,12212.62492,1158.199301,,,,,,,D
DDH-0025,130,135,1022.302471,12213.32962,1155.800678,1022.304819,12212.62492,1158.199301,1022.300622,12214.03282,1153.401614,,,,,,,D
DDH-0025,135,140,1022.299272,12214.73452,1151.002111,1022.300622,12214.03282,1153.401614,1022.29842,12215.43472,1148.60217,,,,,,,D
