DHID,FROM,TO,x,y,z,startx,starty,startz,endx,endy,endz,CU,ELEM_A,ELEM_B,ELEM_C,ELEM_D,DENSITY,GEOCODE
DDH-0010,25,30,660.1159682,12217.79229,1168.260894,660.1519887,12215.46861,1167.339362,660.0802169,12220.11648,1169.181152,,,,,,,C
DDH-0010,30,35,660.0447349,12222.44118,1170.100135,660.0802169,12220.11648,1169.181152,660.0095222,12224.76638,1171.017843,,,,,,,C
DDH-0010,35,40,659.9745787,12227.09209,1171.934275,660.0095222,12224.76638,1171.017843,659.9399045,12229.41831,1172.849431,,,,,,,C
DDH-0010,40,45,659.9054996,12231.74503,1173.763312,659.9399045,12229.41831,1172.849431,659.8713641,12234.07226,1174.675916,,,,,,,C
DDH-0010,45,50,659.8374978,12236.39999,1175.587244,659.8713641,12234.07226,1174.675916,659.8039009,12238.72823,1176.497294,,,,,,,C
DDH-0010,50,55,659.7705733,12241.05696,1177.406068,659.8039009,12238.72823,1176.497294,659.737521,12243.3862,1178.313566,,,,,,,C
DDH-0010,55,60,659.7087305,12245.71547,1179.221135,659.737521,12243.3862,1178.313566,659.6876138,12248.04434,1180.129921,,,,,,,C
DDH-0010,60,65,659.6741711,12250.3728,1181.039915,659.6876138,12248.04434,1180.129921,659.6684026,12252.70083,1181.951108,,,,,,,C
DDH-0010,65,70,659.6703083,12255.02839,1182.863493,659.6684026,12252.70083,1181.951108,659.6798882,12257.35547,1183.777059,,,,,,,E
DDH-0010,70,75,659.6971422,12259.68204,1184.691798,659.6798882,12257.35547,1183.777059,659.7220702,12262.00809,1185.607701,3.561650355,0.2192553191,15.66270922,466.4118794,3.205907801,3.878113475,E
DDH-0010,75,80,659.7546718,12264.33359,1186.524759,659.7220702,12262.00809,1185.607701,659.7949469,12266.65851,1187.442964,1.439866071,0.03401785714,1.422678571,111.1940816,0.5,3.466464286,E
DDH-0010,80,85,659.8428949,12268.98284,1188.362306,659.7949469,12266.65851,1187.442964,659.8985155,12271.30655,1189.282777,,,,,,,D
DDH-0010,85,90,659.961808,12273.62962,1190.204367,659.8985155,12271.30655,1189.282777,660.0327719,12275.95203,1191.127068,,,,,,,D
DDH-0010,90,95,660.1114066,12278.27375,1192.050871,660.0327719,12275.95203,1191.127068,660.1977111,12280.59477,1192.975766,,,,,,,D
DDH-0010,95,100,660.2916847,12282.91506,1193.901746,660.1977111,12280.59477,1192.975766,660.3933266,12285.23459,1194.8288,,,,,,,B
DDH-0010,100,105,660.5002211,12287.55417,1195.755135,660.3933266,12285.23459,1194.8288,660.6024408,12289.87718,1196.673399,,,,,,,C
DDH-0010,105,110,660.6989106,12292.20391,1197.58278,660.6024408,12289.87718,1196.673399,660.7896284,12294.53434,1198.483259,,,,,,,C
DDH-0010,110,115,660.8745926,12296.86841,1199.374819,660.7896284,12294.53434,1198.483259,660.9538012,12299.20608,1200.257442,2.348,1.5866,15.718,573.656,0.6522,3.3964,F
DDH-0010,115,120,661.0272528,12301.5473,1201.131109,660.9538012,12299.20608,1200.257442,661.0949459,12303.89202,1201.995804,1.7606318,1.499354639,64.96100636,825.556557,3.651314,4.242158,OR1
DDH-0010,120,125,661.1568791,12306.24019,1202.851508,661.0949459,12303.89202,1201.995804,661.2130512,12308.59178,1203.698205,0.148484,,0,330.7342,0.72366,3.54898,N
DDH-0010,125,130,661.263461,12310.94672,1204.535878,661.2130512,12308.59178,1203.698205,661.3081075,12313.30497,1205.364509,0.072708,,0,49.2918,0.997456,3.461568,N
DDH-0010,130,135,661.3469898,12315.66649,1206.184082,661.3081075,12313.30497,1205.364509,661.3801071,12318.03123,1206.99458,2.064575,1.674225,68.21716,1108.906923,1.33239726,3.313758242,N
DDH-0010,135,140,661.4074589,12320.39914,1207.795988,661.3801071,12318.03123,1206.99458,661.4299486,12322.76968,1208.589717,3.9202724,2.417676,308.6481952,1397.7811,8.442668,4.119474,OR1
DDH-0010,140,145,661.4518801,12325.14053,1209.382565,661.4299486,12322.76968,1208.589717,661.4738116,12327.51138,1210.175413,6.4292,0.65188,11.74084,83.2136,1.129307692,4.06132,OR3
DDH-0010,145,150,661.4957432,12329.88222,1210.968261,661.4738116,12327.51138,1210.175413,661.5176747,12332.25307,1211.761109,1.225245176,0.2065714286,1.137411765,81.62308,0.36347,4.43334,OR4
DDH-0010,150,153.65,661.5336847,12333.98379,1212.339888,661.5176747,12332.25307,1211.761109,661.5496947,12335.7145,1212.918667,1.775968493,0.4666760563,27.94331507,106.8779452,3.395205479,4.198671233,OR4
DDH-0011,0,5,1106.612819,12167.75036,1062.3055,1106.619,12165.753,1063.809,1106.606131,12169.74613,1060.799893,,,,,,,B
DDH-0011,5,10,1106.598939,12171.74031,1059.292181,1106.606131,12169.74613,1060.799893,1106.59124,12173.7329,1057.782366,,,,,,,B
DDH-0011,10,15,1106.583036,12175.72389,1056.270449,1106.59124,12173.7329,1057.782366,1106.574326,12177.71328,1054.756432,,,,,,,B
DDH-0011,15,20,1106.564468,12179.70162,1053.241044,1106.574326,12177.71328,1054.756432,1106.552454,12181.68977,1051.725424,,,,,,,B
DDH-0011,20,25,1106.538272,12183.67774,1050.209587,1106.552454,12181.68977,1051.725424,1106.521923,12185.66554,1048.693533,,,,,,,D
DDH-0011,25,30,1106.503416,12187.65313,1047.177252,1106.521923,12185.66554,1048.693533,1106.484382,12189.63891,1045.658589,,,,,,,D
DDH-0011,30,35,1106.466022,12191.62165,1044.135957,1106.484382,12189.63891,1045.658589,1106.448338,12193.60134,1042.609362,,,,,,,D
DDH-0011,35,40,1106.43133,12195.57799,1041.078812,1106.448338,12193.60134,1042.609362,1106.41496,12197.55165,1039.544416,,,,,,,D
DDH-0011,40,45,1106.398558,12199.52378,1038.00804,1106.41496,12197.55165,1039.544416,1106.381879,12201.4949,1036.470374,,,,,,,D
DDH-0011,45,50,1106.364922,12203.46501,1034.931418,1106.381879,12201.4949,1036.470374,1106.347687,12205.4341,1033.391173,,,,,,,D
DDH-0011,50,55,1106.329963,12207.40204,1031.849449,1106.347687,12205.4341,1033.391173,1106.310372,12209.36783,1030.305014,,,,,,,D
DDH-0011,55,60,1106.288667,12211.33129,1028.757649,1106.310372,12209.36783,1030.305014,1106.264848,12213.29242,1027.207358,,,,,,,D
DDH-0011,60,65,1106.238916,12215.25121,1025.654147,1106.264848,12213.29242,1027.207358,1106.211316,12217.20658,1024.096654,,,,,,,D
DDH-0011,65,70,1106.183437,12219.15514,1022.530662,1106.211316,12217.20658,1024.096654,1106.155378,12221.09661,1020.955899,,,,,,,D
DDH-0011,70,75,1106.12714,12223.03096,1019.372397,1106.155378,12221.09661,1020.955899,1106.098724,12224.95815,1017.780189,,,,,,,D
DDH-0011,75,80,1106.071707,12226.88252,1016.184554,1106.098724,12224.95815,1017.780189,1106.048556,12228.81092,1014.593718,,,,,,,D
DDH-0011,80,85,1106.029298,12230.7434,1013.007795,1106.048556,12228.81092,1014.593718,1106.013936,12232.67994,1011.426797,,,,,,,D
DDH-0011,85,90,1106.002452,12234.62052,1009.850716,1106.013936,12232.67994,1011.426797,1105.991648,12236.56174,1008.275426,,,,,,,D
DDH-0011,90,95,1105.979165,12238.50112,1006.697877,1105.991648,12236.56174,1008.275426,1105.965005,12240.43864,1005.118073,,,,,,,D
DDH-0011,95,100,1105.949167,12242.37432,1003.536015,1105.965005,12240.43864,1005.118073,1105.931811,12244.30811,1001.951674,1.797342105,1.57069697,157.0897576,1061.54386,1.26522807,3.770701754,D
DDH-0011,100,105,1105.915797,12246.23956,1000.364458,1105.931811,12244.30811,1001.951674,1105.902182,12248.16848,998.7741522,2.470546,1.5118125,165.8515625,1167.877875,6.73994,4.47751,OR1
DDH-0011,105,110,1105.890965,12250.09487,997.1807621,1105.902182,12248.16848,998.7741522,1105.882147,12252.01873,995.5842932,4.143644872,0.8021153846,193.8132821,558.1970513,10.95565385,4.183320513,OR1
DDH-0011,110,115,1105.875253,12253.94006,993.9847827,1105.882147,12252.01873,995.5842932,1105.867187,12255.85903,992.3824409,0.7689384,0.3783808219,15.69698,160.20704,0.62797,3.56028,M
DDH-0011,115,120,1105.857394,12257.77565,990.777309,1105.867187,12255.85903,992.3824409,1105.845872,12259.68993,989.1693912,1.241046988,0.3641752577,7.51615,38.5374,0.27842,3.63083,M
DDH-0011,120,125,1105.832621,12261.60186,987.5586916,1105.845872,12259.68993,989.1693912,1105.818034,12263.51086,985.9445403,1.55365,0.34286,10.13506,38.5372,0.21476,3.81436,M
DDH-0011,125,130,1105.803329,12265.41517,984.3248532,1105.818034,12263.51086,985.9445403,1105.788592,12267.31464,982.6994952,1.202553196,0.2416412214,4.362015,30.55012,0.160382,3.780816,P
DDH-0011,130,135,1105.773824,12269.20926,981.0684808,1105.788592,12267.31464,982.6994952,1105.759025,12271.099,979.4318245,0.7158066667,,0,19.26688889,0.004,3.119844444,P
DDH-0011,135,140,1105.743653,12272.98583,977.7918147,1105.759025,12271.099,979.4318245,1105.72686,12274.87283,976.152014,,,,,,,M
DDH-0011,140,145,1105.708637,12276.76004,974.5124654,1105.72686,12274.87283,976.152014,1105.688984,12278.64745,972.8731693,,,,,,,N
DDH-0011,145,145.05,1105.68878,12278.66633,972.8567777,1105.688984,12278.64745,972.8731693,1105.688576,12278.6852,972.840386,,,,,,,N
DDH-0012,0,5,702.0795697,12194.04408,1155.723779,702.09,12191.749,1156.715,702.069105,12196.33988,1154.734252,,,,,,,
DDH-0012,5,10,702.0586059,12198.63642,1153.746421,702.069105,12196.33988,1154.734252,702.0480725,12200.93368,1152.760286,,,,,,,
DDH-0012,10,15,702.0375047,12203.23168,1151.775848,702.0480725,12200.93368,1152.760286,702.0269025,12205.53039,1150.793107,,,,,,,
DDH-0012,15,20,702.016266,12207.82984,1149.812063,702.0269025,12205.53039,1150.793107,702.0055951,12210.13,1148.832718,,,,,,,C
DDH-0012,20,25,701.99489,12212.43089,1147.855072,702.0055951,12210.13,1148.832718,701.9841504,12214.73251,1146.879125,,,,,,,C
DDH-0012,25,30,701.9733766,12217.03484,1145.904877,701.9841504,12214.73251,1146.879125,701.9625684,12219.33788,1144.93233,,,,,,,C
DDH-0012,30,35,701.9517259,12221.64165,1143.961484,701.9625684,12219.33788,1144.93233,701.9408491,12223.94613,1142.992339,,,,,,,C
DDH-0012,35,40,701.9299381,12226.25133,1142.024896,701.9408491,12223.94613,1142.992339,701.9189927,12228.55724,1141.059156,,,,,,,C
DDH-0012,40,45,701.908013,12230.86387,1140.095119,701.9189927,12228.55724,1141.059156,701.896999,12233.1712,1139.132785,,,,,,,C
DDH-0012,45,50,701.8859508,12235.47924,1138.172155,701.896999,12233.1712,1139.132785,701.8748683,12237.788,1137.21323,,,,,,,C
DDH-0012,50,55,701.8637515,12240.09746,1136.256009,701.8748683,12237.788,1137.21323,701.8526004,12242.40762,1135.300495,,,,,,,C
DDH-0012,55,60,701.8414151,12244.71849,1134.346686,701.8526004,12242.40762,1135.300495,701.8301956,12247.03007,1133.394584,0.6688,2.066,14.486,153.96,0.123,2.611,C
DDH-0012,60,65,701.8189418,12249.34234,1132.44419,701.8301956,12247.03007,1133.394584,701.8076538,12251.65532,1131.495503,5.2529236,1.338964646,48.616414,272.0928,2.3210475,4.263516,OR1
DDH-0012,65,70,701.79624,12253.96788,1130.545803,701.8076538,12251.65532,1131.495503,701.7846092,12256.27891,1129.592371,4.0650776,1.314737013,28.629644,152.87115,3.197576,4.256634312,OR2
DDH-0012,70,75,701.7727612,12258.58839,1128.635209,701.7846092,12256.27891,1129.592371,701.7606961,12260.89632,1127.674319,2.6768902,1.53298,34.27961,131.6459459,4.474706,4.427972,
DDH-0012,75,80,701.748414,12263.20269,1126.709705,701.7606961,12260.89632,1127.674319,701.7359148,12265.50751,1125.741368,2.93997032,1.1553,7.372412,269.9592105,3.550952,4.2275,OR2
DDH-0012,80,85,701.7231987,12267.81075,1124.769312,701.7359148,12265.50751,1125.741368,701.7102655,12270.11243,1123.793538,7.1273172,1.116094828,14.56813391,217.36296,2.486444,4.283112,OR2
DDH-0012,85,90,701.6971155,12272.41252,1122.81405,701.7102655,12270.11243,1123.793538,701.6837486,12274.71103,1121.83085,5.535418059,0.861124,24.809454,130.3097,2.927828,4.131653563,OR2
DDH-0012,90,95,701.6701648,12277.00794,1120.84394,701.6837486,12274.71103,1121.83085,701.6563642,12279.30326,1119.853323,4.90719025,0.389932,0.2402,91.99976,1.377538,4.25963,OR3
DDH-0012,95,100,701.6423469,12281.59698,1118.859002,701.6563642,12279.30326,1119.853323,701.6281127,12283.88908,1117.860979,3.4790608,0.28984,0,79.49016,0.4209811321,4.458356,OR3
DDH-0012,100,105,701.6136619,12286.17957,1116.859257,701.6281127,12283.88908,1117.860979,701.5989944,12288.46844,1115.853838,6.3984762,0.2834832905,1.993002571,79.13062,0.59172,4.190836,OR3
DDH-0012,105,110,701.5842968,12290.75678,1114.847211,701.5989944,12288.46844,1115.853838,701.5697558,12293.04568,1113.841862,9.17114,1.103,9.7056,100.206,1.0255,4.3196,OR3
DDH-0012,110,115,701.5553712,12295.33514,1112.837792,701.5697558,12293.04568,1113.841862,701.5411431,12297.62516,1111.835,8.866965,0.440906,0,464.70822,1.607736,4.353679587,OR3
DDH-0012,115,120,701.5270716,12299.91574,1110.833488,701.5411431,12297.62516,1111.835,701.5131566,12302.20689,1109.833255,10.7342056,1.137914,36.898896,457.4917002,2.836306,4.424838,OR3
DDH-0012,120,125,701.4993981,12304.49859,1108.834302,701.5131566,12302.20689,1109.833255,701.4857961,12306.79085,1107.836629,5.2977304,0.3887793427,11.119052,145.2161,0.856898,4.594856,OR3
DDH-0012,125,130,701.4723506,12309.08367,1106.840237,701.4857961,12306.79085,1107.836629,701.4590617,12311.37705,1105.845125,2.4269046,0.018748,2.19345,75.56972,0.228634,3.579394,A
DDH-0012,130,135,701.445851,12313.6707,1104.850654,701.4590617,12311.37705,1105.845125,701.4326404,12315.96436,1103.856182,0.6861494,0.132204,0,36.26008,0.104836,4.164212,OR4
DDH-0012,135,140,701.4194298,12318.25801,1102.861711,701.4326404,12315.96436,1103.856182,701.4062191,12320.55167,1101.86724,0.249402,0.058504,0,49.29162,0.074184,3.900906,N
DDH-0012,140,145,701.3930085,12322.84532,1100.872769,701.4062191,12320.55167,1101.86724,701.3797978,12325.13898,1099.878297,0.06682822086,0,0,23.112,0.00626,3.266172,N
DDH-0012,145,146.31,701.3763366,12325.73992,1099.617746,701.3797978,12325.13898,1099.878297,701.3728754,12326.34085,1099.357194,0.0235,0,0,38.52,0.004,3.567,N
DDH-0013,0,5,974.2192879,12288.66017,1265.355897,974.233,12287.653,1267.644,974.2055759,12289.66735,1263.067794,,,,,,,B
DDH-0013,5,10,974.1918638,12290.67452,1260.779691,974.2055759,12289.66735,1263.067794,974.1781518,12291.68169,1258.491588,,,,,,,D
DDH-0013,10,15,974.1644397,12292.68886,1256.203485,974.1781518,12291.68169,1258.491588,974.1507276,12293.69604,1253.915382,,,,,,,D
DDH-0013,15,20,974.1370156,12294.70321,1251.627279,974.1507276,12293.69604,1253.915382,974.1233035,12295.71038,1249.339177,,,,,,,D
DDH-0013,20,25,974.1095914,12296.71755,1247.051074,974.1233035,12295.71038,1249.339177,974.0958794,12297.72473,1244.762971,,,,,,,D
DDH-0013,25,30,974.0821673,12298.7319,1242.474868,974.0958794,12297.72473,1244.762971,974.0684553,12299.73907,1240.186765,,,,,,,D
DDH-0013,30,35,974.0547432,12300.74625,1237.898662,974.0684553,12299.73907,1240.186765,974.0410311,12301.75342,1235.610559,,,,,,,D
DDH-0013,35,40,974.0273191,12302.76059,1233.322456,974.0410311,12301.75342,1235.610559,974.013607,12303.76776,1231.034353,,,,,,,D
DDH-0013,40,45,973.9998949,12304.77494,1228.74625,974.013607,12303.76776,1231.034353,973.9861829,12305.78211,1226.458147,,,,,,,B
DDH-0013,45,50,973.9724708,12306.78928,1224.170044,973.9861829,12305.78211,1226.458147,973.9587588,12307.79646,1221.881941,,,,,,,B
DDH-0013,50,55,973.9450467,12308.80363,1219.593838,973.9587588,12307.79646,1221.881941,973.9313346,12309.8108,1217.305736,,,,,,,B
DDH-0013,55,60,973.9176226,12310.81797,1215.017633,973.9313346,12309.8108,1217.305736,973.9039105,12311.82515,1212.72953,,,,,,,B
DDH-0013,60,65,973.8901984,12312.83232,1210.441427,973.9039105,12311.82515,1212.72953,973.8764864,12313.83949,1208.153324,,,,,,,B
DDH-0013,65,70,973.8627743,12314.84666,1205.865221,973.8764864,12313.83949,1208.153324,973.8490623,12315.85384,1203.577118,,,,,,,B
DDH-0013,70,75,973.8353502,12316.86101,1201.289015,973.8490623,12315.85384,1203.577118,973.8216381,12317.86818,1199.000912,,,,,,,B
DDH-0013,75,80,973.8079261,12318.87536,1196.712809,973.8216381,12317.86818,1199.000912,973.794214,12319.88253,1194.424706,,,,,,,B
DDH-0013,80,85,973.780502,12320.8897,1192.136603,973.794214,12319.88253,1194.424706,973.7667899,12321.89687,1189.8485,,,,,,,B
DDH-0013,85,90,973.7530778,12322.90405,1187.560397,973.7667899,12321.89687,1189.8485,973.7393658,12323.91122,1185.272294,,,,,,,B
DDH-0013,90,95,973.7256537,12324.91839,1182.984192,973.7393658,12323.91122,1185.272294,973.7119416,12325.92556,1180.696089,,,,,,,D
DDH-0013,95,100,973.6982296,12326.93274,1178.407986,973.7119416,12325.92556,1180.696089,973.6845175,12327.93991,1176.119883,0.5856,,0,38.56,0.017,2.975,D
DDH-0013,100,105,973.6708055,12328.94708,1173.83178,973.6845175,12327.93991,1176.119883,973.6570934,12329.95426,1171.543677,3.1026492,0.9412445415,16.426636,148.13144,0.571408,4.08446,OR3
DDH-0013,105,110,973.6433813,12330.96143,1169.255574,973.6570934,12329.95426,1171.543677,973.6296693,12331.9686,1166.967471,1.94142,1.23275,22.994,173.264,0.63225,3.9126,OR3
DDH-0013,110,115,973.6159572,12332.97577,1164.679368,973.6296693,12331.9686,1166.967471,973.6022451,12333.98295,1162.391265,1.50694,0.9998,22.2708,211.888,0.61225,3.982,OR3
DDH-0013,115,120,973.5885331,12334.99012,1160.103162,973.6022451,12333.98295,1162.391265,973.574821,12335.99729,1157.815059,0.78798,1.0876,28.5782,288.6433333,1.252,4.0106,OR3
DDH-0013,120,125,973.561109,12337.00446,1155.526956,973.574821,12335.99729,1157.815059,973.5473969,12338.01164,1153.238853,2.2486,1.248,21.15425,177.208,1.2768,4.0116,OR3
DDH-0013,125,130,973.5336848,12339.01881,1150.95075,973.5473969,12338.01164,1153.238853,973.5199728,12340.02598,1148.662648,0.58075,0.604,1.4512,61.618,0.3965,4.2042,OR4
DDH-0013,130,135,973.5062607,12341.03316,1146.374545,973.5199728,12340.02598,1148.662648,973.4925487,12342.04033,1144.086442,0.2662319588,,0,58.72944,0.648096,4.421213592,OR4
DDH-0013,135,140,973.4788366,12343.0475,1141.798339,973.4925487,12342.04033,1144.086442,973.4651245,12344.05467,1139.510236,1.46182,,0,57.808,0.1548,4.1628,OR5
DDH-0013,140,145,973.4514125,12345.06185,1137.222133,973.4651245,12344.05467,1139.510236,973.4377004,12346.06902,1134.93403,1.18341,,0,34.663,0.0435,4.2527,OR4
DDH-0013,145,150,973.4239883,12347.07619,1132.645927,973.4377004,12346.06902,1134.93403,973.4102763,12348.08337,1130.357824,1.2777066,,0,133.175,0.19286,4.272616901,OR4
DDH-0013,150,155,973.3965642,12349.09054,1128.069721,973.4102763,12348.08337,1130.357824,973.3828522,12350.09771,1125.781618,1.92306,,0,323.654,0.5214,4.3538,OR4
DDH-0013,155,160,973.3691401,12351.10488,1123.493515,973.3828522,12350.09771,1125.781618,973.355428,12352.11206,1121.205412,1.143419,,0,101.1728,0.2146666667,4.29103,OR4
DDH-0013,160,165,973.341716,12353.11923,1118.917309,973.355428,12352.11206,1121.205412,973.3280039,12354.1264,1116.629207,0.7757698163,,0,113.72402,0.216506,4.049374,OR4
DDH-0013,165,170,973.3142918,12355.13357,1114.341104,973.3280039,12354.1264,1116.629207,973.3005798,12356.14075,1112.053001,4.9610716,,0,51.39104,0.162052,4.120252,OR5
DDH-0013,170,174.74,973.2875807,12357.09555,1109.883879,973.3005798,12356.14075,1112.053001,973.2745817,12358.05035,1107.714757,1.09737384,,0,28.89,0.006097046414,3.853974684,OR4
DDH-0014,95,100,1069.325072,12236.25045,1024.421439,1069.057709,12233.98618,1025.446919,1069.591889,12238.51394,1023.394109,7.932551316,0.5251315789,216.7202157,1357.06549,0.4866447368,4.546934211,
DDH-0014,100,105,1069.858157,12240.77666,1022.36493,1069.591889,12238.51394,1023.394109,1070.123877,12243.0386,1021.333902,6.4068775,0.56938,150.45098,2396.7814,2.987125,4.49038,
DDH-0014,105,110,1070.389048,12245.29976,1020.301027,1070.123877,12243.0386,1021.333902,1070.653671,12247.56014,1019.266305,3.520834971,0.8043988439,53.0470578,938.5214451,4.024586705,4.363352601,
DDH-0014,110,114.66,1070.899806,12249.66611,1018.300282,1070.653671,12247.56014,1019.266305,1071.145464,12251.77141,1017.332656,8.276650323,0.5435548387,66.42285161,511.5031613,1.732909677,4.257012903,
DDH-0015,100,105,1067.885349,12249.03536,1053.190342,1067.658977,12246.56873,1053.528699,1068.121398,12251.50222,1052.86039,6.015022439,,47.19687317,468.8379512,1.563843902,4.1468,
DDH-0015,105,110,1068.367118,12253.96925,1052.538853,1068.121398,12251.50222,1052.86039,1068.620357,12256.43612,1052.222011,10.0404544,,48.469496,220.57904,1.722288,4.132264,
DDH-0015,110,115,1068.874448,12258.90202,1051.898301,1068.620357,12256.43612,1052.222011,1069.128912,12261.36686,1051.5669,7.8459912,,43.49788,249.808,1.389232,4.306395161,
DDH-0015,115,120,1069.383748,12263.83061,1051.227807,1069.128912,12261.36686,1051.5669,1069.639071,12266.29306,1050.879783,5.219582,,43.4854,262.251,1.059852,4.13340678,
DDH-0015,120,125,1069.894965,12268.75405,1050.52192,1069.639071,12266.29306,1050.879783,1070.151426,12271.21352,1050.154223,5.9824656,,50.692704,611.31312,2.070184,4.269816,
DDH-0015,125,130,1070.406862,12273.6718,1049.77794,1070.151426,12271.21352,1050.154223,1070.650942,12276.13116,1049.401145,7.8279432,,63.241424,373.6946,4.69643,4.111416,
DDH-0015,130,135,1070.881797,12278.59194,1049.025306,1070.650942,12276.13116,1049.401145,1071.09942,12281.05407,1048.650432,9.18604,,95.304,902.01,6.6192,4.0275,
DDH-0015,135,140,1071.308607,12283.51647,1048.27249,1071.09942,12281.05407,1048.650432,1071.516866,12285.97748,1047.885161,9.474026,,28.22204,136.03336,1.436489451,4.105545,
DDH-0015,140,142.96,1071.639759,12287.43373,1047.651406,1071.516866,12285.97748,1047.885161,1071.762356,12288.88947,1047.414337,2.916316216,,13.90132432,133.962973,0.3270810811,4.304108108,
DDH-0016,0,5,982.3584882,12125.62209,1301.191965,982.382,12124.249,1303.281,982.3354332,12126.99375,1299.101981,,,,,,,D
DDH-0016,5,10,982.3128348,12128.36396,1297.011049,982.3354332,12126.99375,1299.101981,982.2906931,12129.73274,1294.919169,,,,,,,D
DDH-0016,10,15,982.2690081,12131.10007,1292.826343,982.2906931,12129.73274,1294.919169,982.2477799,12132.46597,1290.732573,,,,,,,D
DDH-0016,15,20,982.2270084,12133.83043,1288.637858,982.2477799,12132.46597,1290.732573,982.2066936,12135.19344,1286.5422,,,,,,,B
DDH-0016,20,25,982.1868356,12136.55501,1284.4456,982.2066936,12135.19344,1286.5422,982.1674344,12137.91514,1282.348059,,,,,,,B
DDH-0016,25,30,982.14849,12139.27382,1280.249579,982.1674344,12137.91514,1282.348059,982.1300023,12140.63106,1278.150159,,,,,,,B
DDH-0016,30,35,982.1119715,12141.98685,1276.049803,982.1300023,12140.63106,1278.150159,982.0943974,12143.3412,1273.948509,,,,,,,B
DDH-0016,35,40,982.0772802,12144.6941,1271.84628,982.0943974,12143.3412,1273.948509,982.0606198,12146.04555,1269.743117,,,,,,,B
DDH-0016,40,45,982.0444162,12147.39556,1267.63902,982.0606198,12146.04555,1269.743117,982.0286695,12148.74412,1265.533991,,,,,,,B
DDH-0016,45,50,982.0133796,12150.09122,1263.428031,982.0286695,12148.74412,1265.533991,981.9985466,12151.43688,1261.32114,,,,,,,B
DDH-0016,50,55,981.9841705,12152.78108,1259.21332,981.9985466,12151.43688,1261.32114,981.9702512,12154.12384,1257.104573,,,,,,,B
DDH-0016,55,60,981.9567888,12155.46514,1254.994898,981.9702512,12154.12384,1257.104573,981.9437833,12156.80499,1252.884298,,,,,,,B
DDH-0016,60,65,981.9312346,12158.14339,1250.772773,981.9437833,12156.80499,1252.884298,981.9191429,12159.48033,1248.660324,,,,,,,B
DDH-0016,65,70,981.9075081,12160.81581,1246.546952,981.9191429,12159.48033,1248.660324,981.8963302,12162.14985,1244.432659,,,,,,,B
DDH-0016,70,75,981.8856092,12163.48242,1242.317445,981.8963302,12162.14985,1244.432659,981.8753451,12164.81354,1240.201312,,,,,,,B
DDH-0016,75,80,981.865538,12166.1432,1238.08426,981.8753451,12164.81354,1240.201312,981.8561878,12167.4714,1235.966291,,,,,,,
DDH-0016,80,85,981.8472945,12168.79814,1233.847406,981.8561878,12167.4714,1235.966291,981.8388582,12170.12343,1231.727606,,,,,,,
DDH-0016,85,90,981.8308788,12171.44725,1229.606892,981.8388582,12170.12343,1231.727606,981.8233564,12172.76961,1227.485264,,,,,,,
DDH-0016,90,95,981.8162909,12174.09051,1225.362725,981.8233564,12172.76961,1227.485264,981.8096824,12175.40995,1223.239275,,,,,,,
DDH-0016,95,100,981.8035309,12176.72792,1221.114916,981.8096824,12175.40995,1223.239275,981.7978363,12178.04444,1218.989647,,,,,,,B
DDH-0016,100,105,981.7925987,12179.35948,1216.863471,981.7978363,12178.04444,1218.989647,981.787818,12180.67306,1214.736389,,,,,,,B
DDH-0016,105,110,981.7834943,12181.98518,1212.608401,981.787818,12180.67306,1214.736389,981.7796276,12183.29583,1210.479509,,,,,,,B
DDH-0016,110,115,981.7762179,12184.60501,1208.349713,981.7796276,12183.29583,1210.479509,981.7732652,12185.91273,1206.219016,,,,,,,B
DDH-0016,115,120,981.7707694,12187.21897,1204.087417,981.7732652,12185.91273,1206.219016,981.7687306,12188.52375,1201.954918,,,,,,,B
DDH-0016,120,125,981.7671488,12189.82706,1199.821521,981.7687306,12188.52375,1201.954918,981.766024,12191.1289,1197.687225,,,,,,,B
DDH-0016,125,130,981.7653561,12192.42926,1195.552033,981.766024,12191.1289,1197.687225,981.7651453,12193.72816,1193.415945,,,,,,,B
DDH-0016,130,135,981.7653914,12195.02558,1191.278962,981.7651453,12193.72816,1193.415945,981.7660945,12196.32153,1189.141086,,,,,,,B
DDH-0016,135,140,981.7672546,12197.61601,1187.002318,981.7660945,12196.32153,1189.141086,981.7688717,12198.90901,1184.862658,,,,,,,D
DDH-0016,140,145,981.7709458,12200.20054,1182.722108,981.7688717,12198.90901,1184.862658,981.7734768,12201.49059,1180.580669,,,,,,,D
DDH-0016,145,150,981.7764648,12202.77916,1178.438342,981.7734768,12201.49059,1180.580669,981.7799098,12204.06626,1176.295128,,,,,,,D
DDH-0016,150,155,981.7838118,12205.35188,1174.151028,981.7799098,12204.06626,1176.295128,981.7881708,12206.63602,1172.006043,,,,,,,D
DDH-0016,155,160,981.7929867,12207.91869,1169.860175,981.7881708,12206.63602,1172.006043,981.7982596,12209.19987,1167.713424,,,,,,,D
DDH-0016,160,165,981.8039894,12210.47957,1165.565791,981.7982596,12209.19987,1167.713424,981.8101763,12211.7578,1163.417278,,,,,,,D
DDH-0016,165,170,981.8168201,12213.03454,1161.267886,981.8101763,12211.7578,1163.417278,981.8239208,12214.3098,1159.117615,,,,,,,D
DDH-0016,170,175,981.8314785,12215.58357,1156.966467,981.8239208,12214.3098,1159.117615,981.8394932,12216.85586,1154.814443,,,,,,,D
