DHID,FROM,TO,CU,ELEM_A,ELEM_B,ELEM_C,ELEM_D,DENSITY
DDH-0035,95,96,4.7888,,,2427.5,7.397,4.388
DDH-0035,96,96.4,3.0354,,0,3429.84,8.627,4.623
DDH-0035,96.4,97,1.9248,,0,4738.24,,4.365
DDH-0035,97,98,2.0421,,0,1927.04,11.515,4.218
DDH-0035,98,99,2.0884,,0,1580.62,,4.085
DDH-0035,99,100,1.8145,,0,2579.11,10.354,3.974
DDH-0035,100,100.46,1.94,,0,1673.74,9.89,4.387
DDH-0035,100.46,101.88,1.5837,,0,1019.64,8.562,3.859
DDH-0035,101.88,103.3,1.9295,,0,346.73,6.931,3.988
DDH-0035,103.3,104.88,1.6369,,0,115.65,7.634,4.011
DDH-0035,104.88,106.35,1.0405,,0,134.92,8.889,4.078
DDH-0035,106.35,107.38,1.4565,,0,57.72,2.066,3.981
DDH-0035,107.38,109,0.5943,,0,57.8,0.853,4.429
DDH-0035,109,110,0.9119,,0,57.81,2.192,5.092
DDH-0035,110,111,0.2282,,0,57.77,0.145,4.44
DDH-0035,111,112,0.2364,,0,38.56,0.475,4.868
DDH-0035,112,113,0.1172,,0,,0.225,3.752
DDH-0035,113,113.3,0.0158,,0,57.74,0.06,3.63
DDH-0035,113.3,114,0.0157,,0,38.54,0.03,3.325
DDH-0035,114,115,0.0157,,0,38.52,0.035,3.617
DDH-0035,115,116,0.0468,,0,38.5,0.013,3.354
DDH-0035,116,116.9,0.0158,,0,19.27,0.009,3.17
DDH-0035,116.9,118,0.3758,,0,38.54,0.009,4.011
DDH-0035,118,118.4,0.0156,,0,57.79,0.009,3.393
DDH-0035,118.4,119,0.1403,,0,38.51,0.017,4.018
DDH-0035,119,120,0.039,,0,,,3.868
DDH-0035,120,121,,,0,19.25,0.021,4.054
DDH-0035,121,122,0.4291,,0,38.49,0.013,3.833
DDH-0035,122,123,3.2969,,0,38.49,0.009,3.793
DDH-0035,123,124,3.067,,0,57.8,0.009,3.386
DDH-0035,124,125,0.5886,,0,19.26,0.008,3.246
DDH-0035,125,126,0.1645,,0,19.25,0.009,3.101
DDH-0035,126,127,0.541,,0,19.28,0.008,3.581
DDH-0035,127,128,,,0,19.27,0.017,3.669
DDH-0035,128,129,1.3934,,0,38.49,0.009,
DDH-0035,129,130,0.4926,,0,57.83,0.266,
DDH-0035,130,131,0.0468,,0,38.49,,
DDH-0035,131,132,0.0315,,0,38.48,0.136,
DDH-0035,132,133,0.055,,,57.72,0.034,
DDH-0035,133,134,,,0,19.25,0.009,
DDH-0035,134,135,0.0864,,0,38.51,0.009,
DDH-0035,135,136,0.039,,0,38.48,0.009,
DDH-0035,136,137,0.0631,,0,38.48,0.009,
DDH-0035,137,138,0.0625,,0,38.5,0.009,
DDH-0035,138,139,0.8706,,0,38.56,0.013,
DDH-0035,139,139.74,2.4895,,0,38.56,0.017,
DDH-0036,244.4,245.3,14.1608,3.728,224.98,1693.14,1.134,3.992
DDH-0036,245.3,246.07,2.4581,1.253,47.072,674.56,0.436,3.398
DDH-0036,246.07,247,3.4541,2.042,131.547,1406.61,2.692,4.218
DDH-0036,247,248,5.2997,1.923,198.208,538.82,1.439,3.912
DDH-0036,248,248.62,4.1013,2.555,155.19,693.91,2.503,4.141
DDH-0036,248.62,249.27,3.046,2.779,213.157,1560.88,9.476,4.036
DDH-0036,249.27,250,3.6618,2.162,151.476,846.66,3.547,4.015
DDH-0036,250,251,6.6512,2.793,166.18,924.98,3.168,4.213
DDH-0036,251,252.11,7.5766,3.903,143.277,655.25,3.704,4.154
DDH-0036,252.11,253,2.7672,3.14,106.355,327.46,9.571,4.349
DDH-0036,253,254,1.4948,3.741,161.701,2541.21,13.031,3.777
DDH-0036,254,255,1.5021,3.511,190.724,2235.08,5.898,4.069
DDH-0036,255,256,4.814,2.4,280.629,3644.85,7.001,3.892
DDH-0036,256,256.77,2.118,1.931,324.529,2693.86,6.951,3.92
DDH-0036,256.77,257.46,3.3535,4.25,284.528,788.73,4.635,4.199
DDH-0036,257.46,257.85,3.4831,3.361,241.09,1693.8,11.285,4.198
DDH-0036,257.85,258.88,2.4905,5.063,348.632,3236.77,9.621,4.035
DDH-0036,258.88,259.27,3.0993,6.07,306.887,1368.32,8.949,4.174
DDH-0036,259.27,259.82,8.4698,4.116,309.013,1655.56,8.471,
DDH-0036,259.82,261,1.2591,1.809,73.334,3413.51,6.118,3.808
DDH-0036,261,262,0.9957,3.523,68.105,2560.5,5.046,3.552
DDH-0036,262,262.62,2.0197,5.526,146.388,3697.84,10.228,3.42
DDH-0036,262.62,263,2.1274,8.199,323.253,6391.92,11.038,
DDH-0036,263,264,2.0187,11.265,641.577,7399.39,11.39,3.892
DDH-0036,264,265,1.9532,7.751,567.59,10977.84,12.138,3.893
DDH-0036,265,265.62,1.6804,,314.681,5507.7,5.419,4.171
DDH-0036,265.62,266,1.4093,2.925,174.543,2370.87,6.498,4.377
DDH-0036,266,267,1.4733,3.654,127.338,3332.86,7.316,4.088
DDH-0036,267,268,2.3157,2.894,79.694,2082.38,6.702,4.104
DDH-0036,268,269,2.5036,2.162,64.886,1966.21,6.253,4.119
DDH-0036,269,270,2.0883,,52.993,1635.84,7.359,4.191
DDH-0036,270,271,2.0389,2.806,53.532,2271.33,7.859,4.138
DDH-0036,271,272,2.3189,3.533,70.986,790.18,7.949,4.279
DDH-0036,272,273,2.1679,1.8,41.377,289.17,6.323,4.24
DDH-0036,273,274,3.1139,,35.259,211.93,3.324,4.566
DDH-0036,274,275,,1.922,37.26,192.38,5.719,3.971
DDH-0036,275,275.75,2.6557,1.578,29.019,134.7,3.175,4.399
DDH-0036,275.75,276.2,5.3602,1.46,32.413,250.3,2.855,4.214
DDH-0036,276.2,277,3.0892,3.158,57.958,288.57,4.489,4.068
DDH-0036,277,278,3.1137,1.945,63.939,385,4.044,4.152
DDH-0036,278,279,2.3226,2.298,48.734,250.36,4.736,4.196
DDH-0036,279,280,1.2755,2.671,62.745,423.72,5.295,
DDH-0036,280,280.6,1.9564,2.183,45.678,269.91,4.9,4.453
DDH-0036,280.6,281,0.1255,1.696,,423.28,3.871,3.479
DDH-0036,281,282,1.1272,2.062,63.333,1213.46,4.64,4.255
DDH-0036,282,283,1.6212,1.206,42.157,558.02,3.265,4.164
DDH-0036,283,284,1.0768,1.7,35.199,636.07,3.381,4.047
DDH-0036,284,285,1.4182,2.413,51.641,982.53,3.764,4.195
DDH-0036,285,286,1.9624,2.311,43.9,827.26,1.142,4.267
DDH-0036,286,287,,2.057,42.402,674,2.075,3.906
DDH-0036,287,288,1.2602,1.581,33.71,828.51,2.937,4.298
DDH-0036,288,289,0.9066,,27.942,865.88,2.937,4.185
DDH-0036,289,290,1.7089,1.008,13.367,404.84,2.112,4.068
DDH-0036,290,291,1.8019,1.451,77.571,1175.21,3.423,4.149
DDH-0036,291,292,1.3245,1.211,62.098,1020.74,2.841,4.096
DDH-0036,292,293,1.3116,1.131,31.715,365.91,1.985,4.114
DDH-0036,293,294,3.6143,2.435,56.846,500.48,1.902,3.9
DDH-0036,294,294.89,2.3778,0.992,31.462,385.35,2.718,4.186
DDH-0036,294.89,295.38,3.2253,0.829,25.334,173.22,0.851,4.248
DDH-0036,295.38,296.48,3.0605,0.988,32.866,847.94,0.482,4.196
DDH-0036,296.48,297,10.1013,,55.636,2579.34,1.241,4.237
DDH-0036,297,298,2.853,0.397,49.694,2484.76,1.525,4.433
DDH-0036,298,299,4.0515,0.832,76.427,,1.963,4.476
DDH-0036,299,299.48,4.6605,1.033,109.32,982.11,1.818,4.245
DDH-0036,299.48,300.35,2.5562,0.729,42.604,154.13,2.322,4.044
DDH-0036,300.35,300.62,6.7453,0.667,50.493,77.02,0.639,3.673
DDH-0036,300.62,302,2.815,0.509,25.291,38.56,0.544,3.931
DDH-0036,302,303,0.9947,0.457,17.04,57.81,0.692,4.217
DDH-0036,303,304.4,1.634,0.663,28.031,38.55,0.589,4.079
DDH-0036,304.4,305.65,3.163,0.182,10.875,38.53,0.047,3.82
DDH-0036,305.65,307,2.3746,0.06,1.21,19.25,0.004,3.422
DDH-0036,307,309,1.0636,0.097,1.216,19.25,0.009,3.06
DDH-0036,309,311.54,0.1726,0.061,1.201,19.24,0.038,3.016
DDH-0037,97.67,98.5,,,0,77.11,0.084,2.384
DDH-0037,98.5,99.6,7.0676,1.033,111.896,366.1,0.695,4.138
DDH-0037,99.6,99.9,1.2262,0.571,31.274,173.5,,3.76
DDH-0037,99.9,100.55,3.627,0.775,86.712,192.47,1.158,4.589
DDH-0037,100.55,101.53,5.4401,1.201,97.778,559.29,2.454,4.392
DDH-0037,101.53,102.53,3.7846,2.074,131.133,1446.28,8.623,4.461
DDH-0037,102.53,103.75,2.7291,1.331,147.942,1636,,4.482
DDH-0037,103.75,106,0.0392,,0,77,0.039,2.938
DDH-0037,106,108.3,0.1732,,0,115.68,0.225,2.41
DDH-0037,108.3,109.4,7.1648,1.144,436.693,6603.76,4.205,5.037
DDH-0037,109.4,110.6,6.4684,2.434,520.603,2904.93,6.102,4.704
DDH-0037,110.6,111.83,5.7921,,506.02,1694.1,5.479,4.847
DDH-0037,111.83,112.37,4.5695,3.368,580.259,2597.92,6.025,4.603
DDH-0037,112.37,113.73,3.1499,3.254,375.634,3619.46,9.457,4.643
DDH-0037,113.73,114.88,2.5006,3.996,229.074,4664.21,9.241,4.666
DDH-0037,114.88,115.36,2.2636,3.012,179.93,1907.88,6.369,4.607
DDH-0037,115.36,116.38,3.5273,5.444,213.614,1445.31,12.508,4.098
DDH-0037,116.38,117.4,5.5094,4.479,230.59,925.49,9.743,4.325
DDH-0037,117.4,117.75,,2.308,207.587,3042.72,8.687,4.083
DDH-0037,117.75,119,5.6666,1.02,85.084,808.41,6.715,4.193
DDH-0037,119,120,4.8479,0.667,67.333,577.13,7.633,4.307
DDH-0037,120,121,4.6141,0.949,70.088,385.45,,4.313
DDH-0037,121,122,7.6927,0.999,78.215,192.43,3.993,4.164
DDH-0037,122,123,6.7791,1.696,116.42,,6.148,4.078
DDH-0037,123,124,5.3376,,82.392,231.29,5.126,4.191
DDH-0037,124,125,6.4274,1.461,93.836,230.9,4.799,
DDH-0037,125,126,7.0375,0.95,64.406,404.87,2.215,4.401
DDH-0037,126,127,6.6845,0.904,71.971,519.75,3.982,4.489
DDH-0037,127,128.1,1.9996,1.154,156.805,4200.91,14.564,4.135
DDH-0037,128.1,129.25,2.0187,1.707,272.55,6912.49,13.668,4.529
DDH-0037,129.25,130,2.4104,4.364,389.199,2675.7,14.453,4.158
DDH-0037,130,130.7,1.6672,,377.543,2737.71,18.882,3.802
DDH-0037,130.7,132,2.7795,2.523,255.456,4295.72,9.646,4.296
DDH-0037,132,134,0.3744,0.663,15.706,57.76,0.176,4.574
DDH-0037,134,134.9,1.8237,0.988,32.925,154.01,1.32,4.504
DDH-0037,134.9,135.95,1.6158,1.942,23.039,134.88,0.946,4.661
DDH-0037,135.95,137.4,1.5902,1.453,31.345,96.22,0.713,4.591
DDH-0037,137.4,138.2,1.3045,1.829,33.987,115.69,3.303,4.557
DDH-0037,138.2,138.75,1.265,2.068,49.396,,,3.943
DDH-0037,138.75,139.09,0.9468,2.168,74.499,1040.88,14.855,4.19
DDH-0037,139.09,139.8,0.8814,2.9,114.431,2118.34,14.544,4.149
DDH-0037,139.8,140.2,0.6958,2.668,76.008,1637.3,12.615,4.257
DDH-0037,140.2,141,,3.884,213.626,3873.8,10.416,
DDH-0037,141,142,0.6095,0.506,157.436,2849.38,11.971,3.876
DDH-0037,142,143,0.9178,0.747,143.103,1754.24,11.599,4.187
DDH-0037,143,144,1.6339,0.82,194.265,1731.63,9.629,4.268
DDH-0037,144,145,1.0241,0.39,245.285,4509.55,11.54,4.372
DDH-0037,145,146,1.5608,0.481,248.657,2984.76,9.413,4.488
DDH-0037,146,147,1.989,0.421,175.19,3600.05,6.399,4.322
DDH-0037,147,148,1.9752,0.637,151.834,2966.4,8.159,4.143
DDH-0037,148,149,4.3882,0.423,112.826,944.77,6.47,4.378
DDH-0037,149,150,,0.301,115.247,1542.41,8.44,4.181
DDH-0037,150,150.8,1.7248,0.266,112.254,1484.73,12.87,3.948
DDH-0037,150.8,152.85,0.3147,0.146,173.354,2658.04,8.144,4.083
DDH-0037,152.85,153.55,1.0605,2.55,171.403,2196.81,,4.316
