dhid,from,to,x,y,z,xstart,ystart,zstart,xend,yend,zend,zone,var
426.0,131.0,132.0,529.33157800138,547.813184000086,233.4669100000001,529.3873159997165,547.6235940001206,234.4471920000001,529.2758380006999,548.0027720001526,232.48662999999942,2.0,0.10695
426.0,132.0,133.0,529.2204720005393,548.1928080000216,231.50641599999926,529.2759620007128,548.0029220001306,232.4866519999996,529.1649820003659,548.3826940001454,230.52617800000007,2.0,0.0864
426.0,133.0,134.0,529.1094900015742,548.5725800001528,229.5459420000002,529.1649820003659,548.3826940001454,230.52617800000007,529.0539999995381,548.762468000059,228.56570599999986,2.0,0.0642
426.0,134.0,135.0,528.9985080007464,548.9523540001828,227.58546799999976,529.0539999995381,548.762468000059,228.56570599999986,528.9430180005729,549.1422400001902,226.6052319999999,2.0,0.14955
426.0,135.0,135.87,528.894742000848,549.3074420000194,225.75242599999956,528.9430180005729,549.1422400001902,226.6052319999999,528.8464640006423,549.4726420000661,224.89961999999923,2.0,0.0861
430.0,111.18,112.0,484.2332739997656,671.9378260000376,371.4074819999996,484.44781599938875,671.2892400001874,371.86103399999956,484.0187340006233,672.5864120001206,370.9539299999997,2.0,3.7598399999999996
430.0,112.0,113.0,483.75734600052243,673.3771999999881,370.4004539999996,484.01887000165885,672.586540000164,370.95404599999983,483.495821999386,674.1678580000298,369.84686399999964,2.0,4.649819999999999
430.0,113.0,113.74,483.3021440003068,674.7525300001726,369.43668399999933,483.49579999968415,674.1677960001398,369.8467859999996,483.1084880009294,675.3372640002053,369.0265799999993,2.0,3.4024199999999998
430.0,113.74,114.96,482.78902600146836,676.3007540000835,368.3498039999995,483.10853599943226,675.3373920000158,369.0267439999998,482.4695140011609,677.2641160000348,367.67286599999943,2.0,2.86692
430.0,114.96,115.62,482.29648800008005,677.7847920000786,367.3060439999995,482.4694620016963,677.2639700000873,367.6726839999992,482.12351600080734,678.3056140001863,366.93940399999974,2.0,2.1726599999999996
431.0,109.5,109.9,486.17218400165444,644.5149260000326,342.5359999999996,486.2752840016038,644.2462340000784,342.8138039999999,486.0690840017051,644.7836180001032,342.25819599999977,2.0,1.08906
431.0,109.9,110.8,485.83743599988526,645.3881739999633,341.6330159999993,486.0689599998296,644.7836159999715,342.2582419999999,485.60591400228446,645.992732000188,341.00778999999966,2.0,0.46325999999999995
431.0,110.8,111.44,485.4417320005596,646.4226420000196,340.56301799999983,485.6059900000692,645.992732000188,341.00776199999973,485.27747400105005,646.8525500000687,340.11827399999993,2.0,0.52164
431.0,111.44,112.0,485.13402600027626,647.2287220001454,339.72902199999953,485.2774920016528,646.8525500000687,340.1182679999997,484.9905600007624,647.6048940001056,339.3397759999998,2.0,0.23855999999999997
431.0,112.0,112.53,484.8549700006843,647.9609180000843,338.97131599999966,484.990606000647,647.6048920000903,339.33975599999985,484.71933400072163,648.3169460000936,338.60287599999947,2.0,0.51408
431.0,112.53,113.0,484.5991060007364,648.6326800001552,338.2761399999995,484.7193359993399,648.3169460000936,338.60287599999947,484.4788760002703,648.9484140002169,337.9494039999995,2.0,1.1667599999999998
431.0,113.0,113.77,484.2819880004973,649.4657000000589,337.41409999999996,484.47885600104934,648.94841000007,337.9494060000002,484.085118001327,649.9829900001641,336.878792,2.0,0.74172
433.0,125.0,126.0,500.7388380002231,580.8618180000922,259.3802919999998,500.916606001556,580.5392800001428,260.31000600000016,500.561068000272,581.1843580000568,258.4505799999997,1.0,1.20904
433.0,126.0,127.0,500.38460000045603,581.5061280000955,257.520356,500.561068000272,581.184356000158,258.45058399999925,500.2081320006401,581.827900000033,256.5901299999996,2.0,3.54186
433.0,127.0,128.0,500.03296400047844,582.1489040001761,255.6593939999998,500.2081320006401,581.827900000033,256.5901299999996,499.8577960003168,582.46990799997,254.72865600000023,2.0,1.1331599999999997
433.0,128.0,129.0,499.6837760005147,582.7902820002055,253.79747999999972,499.8579460009933,582.4697739999974,254.72857599999952,499.50960800051695,583.1107920000795,252.86638399999947,2.0,3.60696
433.0,129.0,129.96,499.34307800047105,583.4182659999933,251.9723339999996,499.5096220001579,583.1107860001503,252.86637999999948,499.1765320003033,583.725744000054,251.07828799999925,2.0,2.9945999999999997
434.0,132.69,132.99,495.7409600000829,565.916090000188,239.621756,495.79431799985474,565.8402880001813,239.9070740000002,495.6876020003111,565.9918940000935,239.3364359999996,1.0,3.18388
434.0,132.99,133.8,495.5434640012682,566.1966540000867,238.56611399999974,495.68763400055474,565.9918520001229,239.33641999999918,495.399294000119,566.401456000167,237.79580799999985,1.0,7.5194
434.0,133.8,134.9,495.203301999718,566.6798520000884,236.749824,495.3993260003627,566.4014140001964,237.7957919999999,495.0072799995542,566.9582919999957,235.70385799999985,2.0,1.41036
434.0,134.9,135.33,494.9305200017989,567.0673100000713,235.29504999999972,495.00722200050956,566.9583680001087,235.70388799999955,494.85381800122565,567.1762520000339,234.88621199999943,2.0,27.471359999999997
434.0,135.33,135.79,494.7717220000923,567.2928540001158,234.44887400000016,494.85382000170654,567.1762500000186,234.88621199999943,494.68962199985987,567.4094560001977,234.0115379999993,2.0,4.81152
434.0,135.79,136.35,494.58961800113326,567.5514840000542,233.47915999999987,494.6896200012416,567.4094600001117,234.0115399999995,494.4896160010249,567.6935100001283,232.9467799999993,2.0,13.02714
435.0,132.6,133.0,497.75333799980586,534.2059700001264,232.15011799999957,497.82136400230235,534.1486240000231,232.54009599999972,497.6853120010347,534.2633180000121,231.7601379999992,1.0,1.1264399999999999
435.0,133.0,134.0,497.51561400108045,534.4065060002031,230.7850999999996,497.68515600077814,534.2633940001251,231.760178,497.346074000001,534.5496180000482,229.81002399999988,2.0,0.4641
435.0,134.0,135.0,497.1772799994797,534.692362000118,228.83476399999972,497.346074000001,534.5496180000482,229.81002399999988,497.00848800130194,534.8351060001878,227.85950399999956,2.0,0.15765
435.0,135.0,136.0,496.8404440004379,534.9774840000318,226.88405999999986,497.00848800130194,534.8351060001878,227.85950399999956,496.6723999995739,535.1198620001087,225.90861599999926,2.0,0.4122
435.0,136.0,137.0,496.5049820002169,535.2620080000488,224.9330299999997,496.6725220009685,535.1197280001361,225.9085759999998,496.33744000084704,535.4042860000627,223.9574859999998,2.0,1.0011
435.0,137.0,138.0,496.17015600204473,535.546738000121,222.98192400000016,496.33744000084704,535.4042860000627,223.9574859999998,496.00287399999803,535.689188000164,222.00635999999986,2.0,0.41355
435.0,138.0,139.0,495.8358480017633,535.8318100001197,221.03077799999983,496.00287399999803,535.689188000164,222.00635999999986,495.66882199980324,535.9744320001919,220.05519399999957,2.0,2.1708
435.0,139.0,140.3,495.4520299993456,536.1600640001707,218.78691199999957,495.6687780003995,535.9744020000799,220.05519799999956,495.2352799996734,536.3457280001603,217.51862599999959,2.0,0.7074
436.0,134.11,135.0,495.0940560009331,514.1199480001815,226.6097519999994,495.24366000108427,514.0552700001281,227.4847019999993,494.94445200078195,514.184626000002,225.7348039999997,1.0,2.35676
436.0,135.0,136.0,494.7771760001779,514.2572640001308,224.75157199999967,494.94440400041645,514.1846280001337,225.7348119999997,494.609948001802,514.3299000000115,223.7683339999994,2.0,0.8259
436.0,136.0,137.0,494.44349399954086,514.4025660000043,222.78496399999995,494.6100939996541,514.3298320001923,223.7683019999995,494.2768939994276,514.4752980001504,221.8016259999995,2.0,0.5796
436.0,137.0,138.0,494.1106320004911,514.5482640002156,220.81824799999958,494.2768939994276,514.4752980001504,221.8016259999995,493.94436800107366,514.6212300001644,219.83486999999923,2.0,1.02285
436.0,138.0,139.0,493.7784420009703,514.6944260000018,218.85145199999943,493.94436800107366,514.6212300001644,219.83486999999923,493.61251600086695,514.767623999971,217.86803399999962,2.0,1.236
436.0,139.0,139.43,493.5413380004466,514.7992180000292,217.44514399999935,493.6125840004534,514.7676720001036,217.86802599999965,493.4700940009207,514.83076599997,217.0222619999995,2.0,1.0695
436.0,139.43,140.36,493.31616200134164,514.899102000054,216.10763999999972,493.4700360000134,514.8307260000147,217.02226999999948,493.1622880008072,514.9674780000933,215.19300999999996,2.0,2.5995
436.0,140.36,141.23,493.01831800118094,515.0318320002407,214.3374219999996,493.16232400015,514.9674640002195,215.19300199999952,492.8743140008301,515.0962000000291,213.48183999999947,2.0,3.9944999999999995
436.0,141.23,142.0,492.74677600152796,515.1535419999855,212.72464399999944,492.87430999986833,515.096223999979,213.48184200000014,492.6192439999432,515.2108600001084,211.9674460000001,2.0,0.6492
436.0,142.0,143.0,492.45351600088185,515.2857340000337,210.98411999999917,492.6192560009659,515.2108040001476,211.96743999999944,492.2877760007978,515.3606620001374,210.00080199999957,2.0,0.8739
436.0,143.0,143.44,492.21478600054985,515.3939180000452,209.568174,492.28775200061506,515.3607740000589,210.000814,492.14182000048464,515.427062000148,209.13553399999955,2.0,0.9465
436.0,143.44,144.0,492.04892200045293,515.4693840000546,208.58491799999956,492.1418239995838,515.4270460001426,209.13553199999978,491.95602199994033,515.5117220001994,208.03430199999957,2.0,1.6340999999999999
436.0,144.0,144.63,491.85146800056106,515.5595320002176,207.41487999999936,491.9560180008412,515.5117280001286,208.03430199999957,491.7469200007618,515.6073360000737,206.7954579999996,2.0,0.7543500000000001
436.0,144.63,145.17,491.65728599950677,515.6484400001355,206.26453799999945,491.7469180002809,515.6073460001498,206.7954579999996,491.56765400059527,515.6895340000046,205.73361599999953,2.0,0.5841000000000001
438.0,130.5,131.0,464.3046120014042,574.2653920000885,254.99587400000019,464.44778400100773,574.1118940000888,255.44968199999994,464.1614380013198,574.4188880001893,254.54206799999974,1.0,1.35716
438.0,131.0,132.0,463.8752660006285,574.7259220001288,253.63441399999965,464.1613800004125,574.4188739999663,254.54208199999994,463.58915200084454,575.0329700000584,252.72674599999982,1.0,3.5184799999999994
438.0,132.0,133.0,463.30327000096446,575.3400720001664,251.8190239999999,463.5892300009728,575.0329880001955,252.7267280000001,463.017312001437,575.6471540001221,250.91131999999925,2.0,4.255019999999999
438.0,133.0,133.7,462.81713999994105,575.8621140001342,250.2759259999998,463.017312001437,575.6471540001221,250.91131999999925,462.61696800030774,576.077072000131,249.6405339999992,2.0,3.9807599999999996
439.0,125.0,126.0,460.13277000188833,595.8170580000151,277.51174200000014,460.4645920004696,595.4131620001281,278.3642460000001,459.8009480014444,596.220954000135,276.6592399999995,1.0,1.4907199999999998
439.0,126.0,127.0,459.4689600002021,596.6249060002156,275.80682799999977,459.8009480014444,596.220954000135,276.6592399999995,459.1369720008225,597.0288600000786,274.9544159999996,2.0,33.66006
439.0,127.0,128.1,458.7716040015221,597.473270000075,274.0168619999995,459.1369800008834,597.0288560001645,274.9544099999998,458.40622600167995,597.9176840001019,273.07931400000007,2.0,2.4926999999999997
440.0,119.8,121.0,462.3114860001952,620.789386000135,303.14313399999946,462.70662400126463,620.1654740000376,304.08896599999935,461.9163480009884,621.4133000000147,302.1972999999998,1.0,0.819
440.0,121.0,122.0,461.5876320004464,621.9337320001796,301.4092039999996,461.91640000045305,621.4133460001322,302.19731,461.25886400230235,622.4541180001106,300.6210979999996,1.0,1.2227599999999998
440.0,122.0,122.4,461.1275880001486,622.6624760000268,300.30589599999985,461.2589640021325,622.4542060001986,300.62111599999935,460.9962100014091,622.8707480002195,299.9906780000001,1.0,1.54168
441.0,114.52,115.42,466.175348000601,642.6728440000443,333.4440939999995,466.47655400075024,642.0905300001614,334.0606859999998,465.87414200045174,643.2551580000436,332.8275019999992,2.0,0.5565
441.0,115.42,116.0,465.68029000051325,643.630228000111,332.4298299999996,465.87419800087815,643.255116000073,332.82743399999936,465.48638200014835,644.0053420000477,332.03222400000004,2.0,0.50358
441.0,116.0,116.78,465.2258140016348,644.5097079999978,331.4973219999997,465.4863640014083,644.0052980001783,332.03218999999945,464.96526400186127,645.0141180000501,330.9624539999995,2.0,0.45864
443.0,125.0,126.0,439.84962000139063,685.3736300001619,365.33508399999937,440.2530100010336,684.6201680001104,365.8542859999998,439.446229999885,686.127092000097,364.8158819999999,2.0,8.06442
444.0,118.0,119.0,454.3300200011582,664.6620540000731,352.7803879999992,454.6970440000296,663.9399020001292,353.366724,453.962998000905,665.3842060001334,352.1940499999996,2.0,1.50948
445.0,118.18,119.0,446.82044600136584,645.0840780001599,335.6598199999994,447.1486959997565,644.5616980001796,336.1999780000001,446.4921960011125,645.6064600000391,335.1196619999996,2.0,0.79338
445.0,119.0,120.27,445.9842480011285,646.4150840000948,334.2823939999994,446.4921020008624,645.6065520000411,335.11980799999947,445.4763960000128,647.223616000032,333.444982,2.0,1.54854
445.0,120.27,121.0,445.18479800038045,647.68815000006,332.9632339999994,445.47651600092655,647.2234820001759,333.44477800000004,444.89308200031525,648.1528180000605,332.4816899999996,2.0,0.5951399999999999
445.0,121.0,121.9,444.53356200084096,648.7257340000942,331.88796199999933,444.8930680006743,648.1528140001465,332.4816939999996,444.1740560010076,649.2986520000268,331.29422799999975,2.0,0.89922
446.0,117.71,119.0,442.8821280021221,621.7005079999799,318.5381779999998,443.4218420013786,621.0004500000505,319.47771399999965,442.3424159996212,622.4005660000257,317.5986419999999,1.0,1.533
446.0,119.0,120.0,441.9246460013092,622.9427720002132,316.86961399999973,442.3424939997495,622.4005060001509,317.5985519999995,441.50679999962455,623.485038000159,316.1406740000002,1.0,1.701
446.0,120.0,121.0,441.08929800055927,624.0270280000987,315.4113319999997,441.50692199915653,623.4849520000862,316.1405399999999,440.67167400009936,624.5691040001111,314.68212399999993,2.0,1.01934
446.0,121.0,122.0,440.25402600131935,625.1111620001029,313.95291799999995,440.67167400009936,624.5691040001111,314.68212399999993,439.8363780006767,625.6532200000947,313.22370999999976,2.0,0.78708
446.0,122.0,123.0,439.41870600171393,626.1952600000659,312.49450199999956,439.8363780006767,625.6532200000947,313.22370999999976,439.00103599950677,626.7372980001383,311.76529399999936,2.0,1.0478999999999998
446.0,123.0,124.0,438.58334000036126,627.2793200000888,311.0360879999994,439.00103599950677,626.7372980001383,311.76529399999936,438.1656439993531,627.8213420000393,310.30687999999964,2.0,0.9899399999999998
446.0,124.0,125.19,437.66861600056296,628.4663540001493,309.43911199999957,438.16559000127023,627.8213140001753,310.30688999999984,437.17164200171834,629.1113960001385,308.5713339999993,2.0,1.22472
446.0,125.19,126.0,436.8335040006787,629.550523999962,307.9806319999998,437.17166800051933,629.111407999997,308.571328,436.4953380003572,629.9896380001446,307.38993399999936,2.0,0.50022
446.0,126.0,127.0,436.0779640022666,630.5318100000732,306.660656,436.49532600119716,629.9896320002154,307.38993799999935,435.6606019996107,631.0739860001486,305.93137400000023,2.0,1.26336
446.0,127.0,127.71,435.3643740005792,631.4589800001122,305.41355999999996,435.6606180015952,631.0739940000931,305.93136999999933,435.06812999956315,631.8439660000149,304.89575199999945,2.0,2.69934
446.0,127.71,128.99,434.53418800048536,632.5380659999792,303.9621939999997,435.06810400076216,631.8440100001171,304.8957999999998,434.00027200020855,633.2321220001904,303.0285879999992,2.0,10.38576
446.0,128.99,130.0,433.57910400070256,633.7796100000851,302.29171999999926,434.0002859998495,633.2321020000381,303.0285659999995,433.15792400017386,634.3271180000156,301.5548739999999,2.0,1.17264
446.0,130.0,131.0,432.7410100009293,634.8690780000761,300.82517400000006,433.15792400017386,634.3271180000156,301.5548739999999,432.3240959998221,635.4110380001366,300.0954740000002,2.0,4.29912
446.0,131.0,132.0,431.90727999992674,635.952872000169,299.365624,432.3240959998221,635.4110380001366,300.0954740000002,431.49046400189405,636.4947060002014,298.6357759999996,2.0,2.84046
446.0,132.0,133.0,431.0737200006843,637.0364460001001,297.90581399999974,431.49048800021416,636.4946739999577,298.6357379999995,430.6569520011545,637.5782159999944,297.1758920000002,2.0,2.5590599999999997
446.0,133.0,134.0,430.24018400162464,638.1199880001368,296.445968,430.6569520011545,637.5782159999944,297.1758920000002,429.82341600023216,638.6617580000311,295.7160439999998,2.0,4.67208
446.0,134.0,135.0,429.4066480007023,639.2035280001583,294.9861199999996,429.82341600023216,638.6617580000311,295.7160439999998,428.98987999930984,639.7453000000678,294.2561959999998,2.0,1.3351799999999998
446.0,135.0,136.0,428.57311200164264,640.2870700000785,293.5262719999996,428.98987999930984,639.7453000000678,294.2561959999998,428.15634400025016,640.8288419999881,292.7963479999994,2.0,8.179920000000001
446.0,136.0,137.07,427.7104020006955,641.4085360000608,292.0153299999997,428.15634400025016,640.8288419999881,292.7963479999994,427.2644600011409,641.9882320001489,291.2343119999996,2.0,2.02566
447.0,121.92,123.0,437.02044200152164,608.2423740000231,301.84885799999984,437.4841200020165,607.7460820002016,302.68856000000005,436.55676599964505,608.7386659999611,301.00915799999984,1.0,1.31068
447.0,123.0,124.0,436.12839600071317,609.1983400002355,300.2312119999997,436.5568020008505,608.7386720001232,301.00913999999966,435.69999000057584,609.6580100001302,299.45328399999926,2.0,5.2991399999999995
447.0,124.0,125.0,435.27227200008934,610.1178680000594,298.6750879999995,435.700192000717,609.6579540001694,299.4531379999994,434.8443519994617,610.5777820001822,297.89703599999984,2.0,3.72036
447.0,125.0,126.0,434.41651400178677,611.0380500000902,297.11915,434.8443519994617,610.5777820001822,297.89703599999984,433.98867600038653,611.4983180001145,296.34126199999946,2.0,5.47806
447.0,126.0,127.0,433.560920001939,611.9589400001569,295.56353999999965,433.98867600038653,611.4983180001145,296.34126199999946,433.1331640016288,612.4195620000828,294.78581799999984,2.0,16.34514
447.0,127.0,128.0,432.7054920010269,612.8805400001584,294.00826000000006,433.1331640016288,612.4195620000828,294.78581799999984,432.27781799994415,613.3415159999859,293.2307019999994,2.0,2.48892
447.0,128.0,129.0,431.8502220008523,613.802762000123,292.45326199999954,432.2778240013868,613.3416020000586,293.2307499999997,431.42262200079864,614.2639220001874,291.6757719999996,2.0,10.92546
447.0,129.0,129.7,431.12334800139075,614.5867440000875,291.13151000000016,431.42263000085956,614.2639239999698,291.6757679999996,430.8240660000593,614.9095640002051,290.58725199999935,2.0,8.04174
447.0,129.7,130.43,430.5119900014252,615.2462240000023,290.0196519999995,430.8240660000593,614.9095640002051,290.58725199999935,430.19991400092846,615.5828860000474,289.45205399999986,2.0,3.05256
447.0,130.43,130.76,430.05885600112384,615.7350780001143,289.1954619999997,430.1999200005085,615.5828860000474,289.4520519999992,429.9177920017392,615.8872700000647,288.9388699999995,2.0,7.4445
447.0,130.76,132.0,429.3877719994635,616.4591480002273,287.97469599999977,429.91777000203734,615.8872660000343,288.9388799999997,428.85777400061494,617.0310320002027,287.0105119999994,2.0,4.496099999999999
447.0,132.0,133.07,428.4005020000041,617.5245240000077,286.1784859999998,428.8577980007977,617.0310360001167,287.0105019999992,427.9432079996914,618.0180120001314,285.3464699999995,2.0,3.2344199999999996
447.0,133.07,133.81,427.62694800086325,618.3593040001579,284.77105600000004,427.9432079996914,618.0180120001314,285.3464699999995,427.31068800017243,618.7005940000527,284.19564399999945,2.0,21.2331
447.0,133.81,134.48,427.0243440009654,619.0095999999903,283.67466199999944,427.31068800017243,618.7005940000527,284.19564399999945,426.73799999989575,619.3186080000596,283.15367999999944,2.0,8.5869
449.0,146.8,148.0,430.46477800048893,549.927212000126,223.84407199999987,430.9048800002784,549.6833840000909,224.93349999999964,430.02467600069946,550.1710400001612,222.75464199999988,1.0,2.8187599999999997
460.0,127.65,128.6,415.77241400070494,641.2887079999782,324.6897119999994,416.23842800222343,640.7377360000974,325.3075779999999,415.3063980005682,641.8396820002235,324.0718459999998,2.0,4.80186
460.0,128.6,129.0,415.11039400100714,642.0718160000397,323.8116619999996,415.3064840007574,641.8397420000983,324.0718339999994,414.914302000776,642.3038919999963,323.55148999999983,2.0,8.10516
460.0,129.0,130.0,414.42430400103336,642.884236000129,322.90102599999955,414.91420400142675,642.3038240000606,323.55150399999957,413.93440400064,643.4646480001975,322.25054999999975,2.0,4.55238
460.0,130.0,130.8,413.54286200180655,643.9292360000545,321.73011599999927,413.93444600142544,643.4646760000614,322.25054399999954,413.15127800218767,644.393796000164,321.20968799999946,2.0,3.32682
460.0,130.8,132.1,412.5154680013657,645.1490580000682,320.36391799999956,413.15115400031215,644.3937120001065,321.2097039999999,411.87978200055665,645.9044040001463,319.5181299999995,2.0,2.2507800000000002
461.0,131.35,132.15,408.6789120007307,657.4612820001785,334.73483599999963,409.0739079993219,656.9637140001869,335.22104999999965,408.28391600027686,657.9588520000689,334.24862399999984,2.0,12.308099999999998
462.0,128.66,129.0,416.5095359999687,671.3396360001061,354.29681999999957,416.6739920005203,671.1089180000126,354.4847659999996,416.3450799994171,671.5703520000679,354.1088719999998,2.0,29.637299999999996
463.0,123.15,124.1,420.4142940007151,676.4544340000721,379.3494479999995,420.88026599958545,675.7593000000343,379.7990699999996,419.94832199998206,677.1495659999782,378.8998259999994,2.0,5.56794
463.0,124.1,125.1,419.4580040015281,677.8810900001554,378.42605000000003,419.9481980018318,677.1494980001589,378.89984799999957,418.96781000122434,678.6126820001518,377.9522539999998,2.0,66.00468
463.0,125.1,125.8,418.62504599988466,679.124792000046,377.6202079999998,418.9678760003299,678.6126820001518,377.95218599999953,418.28221400082117,679.6369040000718,377.2882319999999,2.0,11.576880000000001
463.0,125.8,126.45,417.96410600095993,680.1124340000097,376.9797219999996,418.282224001363,679.6369040000718,377.2882219999997,417.6459880005569,680.5879620001651,376.67121999999927,2.0,8.29122
463.0,126.45,127.1,417.3280859999359,681.063488000189,376.3624939999995,417.6459880005569,680.5879620001651,376.6712219999995,417.0101840011776,681.5390159999952,376.05376599999954,2.0,3.06054
