dhid,from,to,x,y,z,xstart,ystart,zstart,xend,yend,zend,zone,var
463.0,127.1,127.75,416.6925000008196,682.0145400002366,375.74481000000014,417.0101840011776,681.5390159999952,376.05376599999954,416.3748140018434,682.4900640001288,375.43585600000006,2.0,1.72116
464.0,128.7,129.05,413.30632600001996,695.790260000038,397.9462519999993,413.4806820005179,695.5195820002118,398.08348599999954,413.1319720000029,696.0609400002286,397.8090179999999,2.0,0.22638
464.0,129.05,129.5,412.9079040009529,696.4089700001059,397.6324719999998,413.131958000362,696.0609380000969,397.80903199999966,412.68385200016206,696.7570040001301,397.45591399999967,2.0,0.1386
464.0,129.5,130.25,412.3106660004706,697.3370920000598,397.1614179999997,412.68379399925476,696.756994000054,397.45597199999975,411.93753799982375,697.917190000182,396.8668640000001,2.0,0.07727999999999999
465.0,142.8,143.5,377.3301960006357,677.2036739999894,346.9954399999997,377.7205980010331,676.7567239999771,347.3666839999996,376.9397960007191,677.6506260000169,346.62419599999976,2.0,0.7270199999999999
465.0,143.5,143.8,376.7725939992816,677.8420900001656,346.46486999999934,376.93984000012284,677.6505919999909,346.6241079999995,376.6053459998221,678.0335880001076,346.30563200000006,2.0,0.6295799999999999
465.0,143.8,145.2,375.8250300008804,678.9270360000664,345.56208399999923,376.6054120007903,678.0336880001705,346.3056799999995,375.04464800097054,679.8203840000788,344.81848999999966,2.0,0.2163
465.0,145.2,145.8,374.7100360002369,680.2030420000665,344.49973199999977,375.0445840004832,679.8203020000365,344.81845999999996,374.37548799999064,680.5857820002129,344.18100199999935,2.0,1.6606799999999997
466.0,146.8,148.0,365.6581780016423,664.2373999999836,328.24425999999994,366.37854800187057,663.544934000005,328.9087579999996,364.9378060009331,664.9298659999622,327.57976400000007,2.0,4.32516
466.0,148.0,149.0,364.3378439992667,665.5067480001599,327.0254579999996,364.9378820005805,664.9296980001964,327.5795039999998,363.73780600167817,666.0838000000222,326.47141399999964,2.0,1.1103
466.0,149.0,150.0,363.1379260011018,666.6611540000886,325.91751199999953,363.73780600167817,666.0838000000222,326.47141399999964,362.5380460005254,667.2385080000386,325.36361199999965,2.0,0.26265
466.0,150.0,151.0,361.9383220002056,667.8161640001927,324.8098579999996,362.5380460005254,667.2385080000386,325.36361199999965,361.3385980017484,668.3938200001139,324.2561019999994,2.0,0.74295
466.0,151.0,151.6,360.9788659997285,668.7406080000801,323.9239419999999,361.3386240005494,668.3938700001454,324.25612599999977,360.6191060002894,669.0873480001464,323.5917599999998,2.0,0.37725
467.0,152.4,153.65,359.4051460009069,656.4038920000894,307.37242599999945,360.15486000105744,655.7366260000272,308.11753199999976,358.6554320007563,657.0711600000504,306.62731999999914,2.0,0.5295
468.0,148.55,149.0,356.39696400053805,617.4490700000897,294.70175599999993,356.6830519996584,617.2636240000138,294.9954619999994,356.1108740009368,617.6345180000644,294.40805,1.0,2.21872
910.0,315.0,316.0,411.3784007756671,693.3431747762419,383.87232277616016,401.47890800051397,683.1045360000571,374.9271560000002,401.52316400222486,683.8270820002072,373.06276199999957,2.0,1.1927999999999996
929.0,418.8,419.5,525.4708140008152,520.4087440001313,224.38958399999956,525.4398200009018,520.1268740000669,225.02957599999945,525.5018100012094,520.690615999978,223.74959399999943,1.0,0.7641199999999999
929.0,419.5,420.0,525.5239060018212,520.8917020000517,223.2923439999995,525.5018020011485,520.6905740000075,223.74957399999994,525.5460100006312,521.092830000096,222.8351159999993,2.0,0.36660000000000004
929.0,420.0,421.0,525.5901900008321,521.4947100001154,221.9204879999993,525.5459920018911,521.0929500000784,222.83516400000008,525.634387999773,521.8964700001525,221.0058100000001,2.0,0.26265
929.0,421.0,422.0,525.6786280013621,522.2975840000436,220.0908499999996,525.634387999773,521.8964700001525,221.0058100000001,525.7228680010885,522.6986960001523,219.17588999999953,2.0,0.6831
929.0,422.0,423.0,525.7671499997377,523.099162000115,218.2606499999997,525.7228680010885,522.6986960001523,219.17588999999953,525.8114320002496,523.4996260000626,217.34540799999968,2.0,0.3387
962.0,372.0,373.0,515.3849020004272,557.4709040001035,243.08394999999973,515.346028001979,557.2092300001532,244.04832399999987,515.4237760007381,557.7325800001854,242.11957799999982,1.0,1.2893999999999999
962.0,373.0,374.0,515.4626499991864,557.9942540001357,241.15520399999969,515.4237760007381,557.7325800001854,242.11957799999982,515.5015240013599,558.255928000086,240.19083199999977,1.0,1.35408
962.0,374.0,375.0,515.5403980016708,558.5176040001679,239.22645799999964,515.5015240013599,558.255928000086,240.19083199999977,515.5792720001191,558.7792780001182,238.26208599999973,1.0,1.13428
962.0,375.0,375.55,515.6006540004164,558.9231980001787,237.73167999999941,515.5792720001191,558.7792780001182,238.26208599999973,515.6220340002328,559.067120000138,237.20127599999978,2.0,0.21461999999999998
962.0,375.55,376.2,515.6473019998521,559.237208000035,236.5744319999999,515.6220340002328,559.067120000138,237.20127599999978,515.672570001334,559.4072960001649,235.94758999999976,2.0,0.13649999999999998
962.0,376.2,377.0,515.7036700006574,559.616636000108,235.17609200000015,515.672570001334,559.4072960001649,235.94758999999976,515.7347700018436,559.825976000051,234.40459399999963,2.0,0.30156
962.0,377.0,377.6,515.7580939996988,559.9829800002044,233.82596999999942,515.7347700018436,559.825976000051,234.40459399999963,515.7814180012792,560.1399860001402,233.2473460000001,2.0,0.5770799999999999
962.0,377.6,378.25,515.8066860008985,560.3100740000373,232.62050399999953,515.7814180012792,560.1399860001402,233.2473460000001,515.8319540005177,560.4801620001672,231.9936619999994,2.0,0.44183999999999996
962.0,378.25,379.0,515.8611099999398,560.6764180000173,231.2703819999997,515.8319540005177,560.4801620001672,231.9936619999994,515.8902659993619,560.8726739999838,230.54710199999954,2.0,0.34901999999999994
964.0,337.0,337.65,512.194279518244,656.7591415189999,356.0700135188489,505.6862700004131,649.9854220001725,350.16077799999994,505.70716200023895,650.5377340000123,348.98412199999984,2.0,0.64218
964.0,337.65,338.7,512.221407519919,657.4813555188338,354.5312895188489,505.70720800012356,650.5377420000732,348.98412800000006,505.740478001535,651.4298420000123,347.0833259999995,2.0,1.8626999999999998
964.0,338.7,339.45,512.2497055197928,658.2459695190518,352.90200551884925,505.7404420021922,651.4298340000678,347.0833219999995,505.7638420015574,652.0669760000892,345.72556399999985,2.0,0.90006
964.0,339.45,340.2,512.2729535198632,658.8830815189611,351.5442335188485,505.7638420015574,652.0669760000892,345.72556399999985,505.78693800047046,652.704058000003,344.3677739999998,2.0,1.8370799999999998
964.0,340.2,341.15,512.2989435198579,659.6051115190238,350.005403518849,505.7869579996914,652.7040460001444,344.3677679999996,505.81580200046307,653.5110500000883,342.64791199999945,2.0,2.92824
964.0,341.15,341.7,512.3215735184822,660.2422435189691,348.6476295188485,505.8157640006394,653.511056000134,342.6479139999997,505.83225800096994,653.9783040001057,341.6522179999997,2.0,1.12896
964.0,341.7,342.3,512.3387335206244,660.7307415189315,347.60667951884886,505.83226000145083,653.9783020000905,341.6522179999997,505.8500800002367,654.488054000074,340.5660159999993,2.0,2.48262
964.0,342.3,343.0,512.3579315191928,661.282989518866,346.4299675188489,505.8500880002976,654.488054000074,340.5660159999993,505.8706480003894,655.0828000000911,339.29879200000005,2.0,2.78544
966.0,297.7,298.7,403.6563140004874,709.7727180001093,423.0274279999999,403.6385200005025,709.3348780000815,423.92630599999984,403.67410800047224,710.2105580000207,422.1285519999992,2.0,0.04425
966.0,298.7,299.7,403.6918740011752,710.648494000081,421.2297219999996,403.67410800047224,710.2105580000207,422.1285519999992,403.70964200049644,711.0864300001413,420.3308899999997,2.0,0.12029999999999999
966.0,299.7,300.7,403.7273880001158,711.5244560001884,419.4321039999995,403.7096200007946,711.0864500000607,420.33089999999993,403.7451540008188,711.962460000068,418.53330600000027,2.0,0.19980000000000003
966.0,300.7,301.7,403.7630260009319,712.4004280001391,417.63449399999945,403.7451540008188,711.962460000068,418.53330600000027,403.78089800104505,712.8383980002254,416.735682,2.0,0.10755
966.0,301.7,302.7,403.7988760005683,713.2763300001388,415.8368539999997,403.78089800104505,712.8383980002254,416.735682,403.8168540000916,713.7142640001839,414.9380259999998,2.0,0.040799999999999996
966.0,302.7,303.75,403.83584200218326,714.1740560001926,413.99423999999954,403.8168519996107,713.7142640001839,414.9380259999998,403.8548340015114,714.6338480002014,413.05045599999994,2.0,0.1164
984.0,409.0,410.0,491.1563876122291,546.9686756124775,243.61383561226646,481.8839040007443,537.3609020001022,235.3266579999995,482.0401320010424,538.1877100000856,233.51227599999947,1.0,1.26812
984.0,410.0,410.88,491.30324161239514,547.7458736123572,241.9083176122667,482.0401320010424,538.1877100000856,233.51227599999947,482.1776120010764,538.9152999999933,231.9156199999993,2.0,1.22136
984.0,410.88,412.0,491.45946761407504,548.5726816123406,240.09393561226668,482.1776120010764,538.9152999999933,231.9156199999993,482.3525859992952,539.8413260000525,229.88351199999943,2.0,1.5687
984.0,412.0,413.0,491.6250676140244,549.4490996124277,238.1706916122666,482.3525859992952,539.8413260000525,229.88351199999943,482.50881200097507,540.6681340000359,228.0691299999994,2.0,0.23897999999999997
984.0,413.0,414.0,491.78129561245987,550.2759076124112,236.35630961226659,482.50881200097507,540.6681340000359,228.0691299999994,482.6650400012732,541.4949420000194,226.25474799999938,2.0,0.3968999999999999
984.0,414.0,414.26,491.8797176126445,550.796795612323,235.21324761226694,482.6650400012732,541.4949420000194,226.25474799999938,482.7056579999626,541.7099120001076,225.78300799999943,2.0,3.4969199999999994
984.0,414.26,415.25,491.97735961340913,551.3135516124366,234.0792596122669,482.7056579999626,541.7099120001076,225.78300799999943,482.8603240009398,542.5284520001151,223.98676999999952,2.0,0.7114799999999999
984.0,415.25,416.25,492.1328056119437,552.1362256124903,232.2739496122667,482.8603240009398,542.5284520001151,223.98676999999952,483.01655000075704,543.3552600000985,222.17238999999972,2.0,2.72706
984.0,416.25,417.0,492.2695056125576,552.8596816123518,230.68636561226683,483.01655000075704,543.3552600000985,222.17238999999972,483.13372000120586,543.9753659999697,220.8116019999993,2.0,3.46416
984.0,417.0,417.74,492.3858936131055,553.4756536122932,229.33465161226692,483.13372000120586,543.9753659999697,220.8116019999993,483.24932800047105,544.5872040000977,219.46896000000015,2.0,3.5939399999999995
1003.0,360.53,361.0,471.95983233206005,602.606776332795,282.84302233274076,462.4792060013861,592.9942800001008,273.81971399999975,462.49725200049585,593.2760680000065,272.9231259999997,1.0,1.0934
1003.0,361.0,362.0,471.98606433436305,603.0469983329161,281.44074233274097,462.4979680012912,593.2762260000454,272.9231979999995,462.5309580005706,593.8745660000714,271.0150839999992,1.0,0.87612
1003.0,362.0,363.0,472.0153823336217,603.6445063328932,279.5323343327412,462.5309580005706,593.8745600000257,271.0151039999996,462.55660000070935,594.4712500000605,269.10635999999977,1.0,0.42448
1003.0,363.0,363.21,472.0295503334704,604.005200332925,278.3774363327405,462.5557220000774,594.471050000051,269.1062899999997,462.56017400138086,594.5961440000683,268.7053780000001,1.0,0.9581599999999999
1011.0,299.8,300.35,363.18780516565386,734.6822211639962,411.203781163985,353.43231000006205,724.7482820001896,401.9732619999995,353.4470420014114,725.1199000000488,400.93804199999977,2.0,2.22645
1016.0,323.18,324.0,376.0719538642268,678.9344478631799,345.45735986296563,367.0437599997968,669.7417760000098,337.25417400000015,367.1008960008622,670.1278680000687,335.66129399999954,2.0,0.25788
1016.0,324.0,324.76,376.1269958647143,679.3067358630185,343.9228338629657,367.1008960008622,670.1278800001601,335.66129799999953,367.1538440007717,670.4863400001777,334.1851179999999,2.0,0.5128199999999999
1016.0,324.76,325.3,376.17227586304654,679.6135298631095,342.66036386296514,367.15384200215345,670.4863840000471,334.1851280000001,367.1914600003511,670.7414240000071,333.13634799999954,2.0,0.42125999999999997
1016.0,325.3,326.5,376.23294586447884,680.0244178630353,340.97066386296524,367.1914360001684,670.741428000154,333.13634799999954,367.2752040009946,671.3081579999998,330.8057259999996,2.0,0.4590599999999999
1016.0,326.5,327.52,376.3105338638823,680.5486278630967,338.81483786296553,367.27521200105554,671.3081560002174,330.8057259999996,367.3466020002962,671.7898480001604,328.82469799999944,2.0,1.2599999999999998
1016.0,327.52,328.88,376.39393786473084,681.1105858630442,336.50363786296543,367.34658600017434,671.7898520000745,328.82469799999944,367.44203799963003,672.4320680000819,326.1833259999994,2.0,0.12852
239.0,127.0,128.0,542.7863480001688,519.2069800001336,236.55678799999941,542.7995040006936,519.1089080000529,237.55187999999953,542.7731940001249,519.3050520000979,235.56169599999976,2.0,0.41759999999999997
239.0,128.0,129.02,542.7601700015366,519.4053320002276,234.54671999999937,542.7730219997466,519.3052340000868,235.56171399999994,542.7473200019449,519.5054300001357,233.53172399999994,2.0,0.9294
240.0,126.0,127.0,543.9296499993652,496.88655600021593,237.20918999999958,543.9273220002651,496.86524800013285,238.20895999999993,543.9319780021906,496.9078640001826,236.20941999999923,1.0,0.6174
240.0,127.0,128.0,543.9347420018166,496.93031200009864,235.2096759999995,543.9319780021906,496.9078640001826,236.20941999999923,543.9375060014427,496.9527620001463,234.20993199999975,1.0,0.5723199999999999
240.0,128.0,129.0,543.9406980015337,496.9761920000892,233.2102079999995,543.9375140015036,496.9529180000536,234.20993199999975,543.9438820015639,496.9994660000084,232.21048399999927,1.0,2.75548
240.0,129.0,130.0,543.9474720004946,497.0232500000857,231.21077400000013,543.9438820015639,496.9994660000084,232.21048399999927,543.9510620012879,497.04703400004655,230.2110619999994,1.0,0.42588000000000004
240.0,130.0,131.0,543.9550560005009,497.0713280000491,229.21136599999954,543.9510620012879,497.04703400004655,230.21106400000008,543.9590520001948,497.0956220001681,228.21166999999923,2.0,1.12035
240.0,131.0,132.0,543.9634540006518,497.12042800011113,227.2119879999991,543.9590520001948,497.0956220001681,228.21166999999923,543.967854000628,497.1452320001554,226.21230399999968,2.0,1.0284
240.0,132.0,133.0,543.9725820012391,497.1704140001675,225.21263199999976,543.9679340012372,497.14536400011275,226.21230799999967,543.9772299993783,497.19546600000467,224.21295599999985,2.0,1.2276
240.0,133.0,134.05,543.9822040013969,497.2217520000413,223.1632979999995,543.9772280007601,497.19546600000467,224.21295599999985,543.9871780015528,497.24803800019436,222.11363799999936,2.0,0.1728
240.0,134.05,135.0,543.9917700011283,497.27180200011935,221.16394600000012,543.9871840011328,497.2480360000627,222.11363799999936,543.9963540006429,497.2955680000596,220.2142560000002,2.0,0.23385
433.0,118.52,119.67,503.03878000006085,576.7185480002081,271.2815399999995,503.2453900016845,576.3464840000961,272.3498939999995,502.832167999819,577.0906120000873,270.21318599999995,2.0,2.27598
434.0,120.69,121.18,499.98921599984175,559.8962420000462,262.26308199999994,500.07634600065654,559.7724720000988,262.72911799999974,499.9020860008896,560.0200140001252,261.79704799999945,2.0,9.74106
434.0,121.18,122.04,499.7489379998297,560.2373200000729,260.97916999999916,499.90214600041514,560.0199940000894,261.7970299999997,499.5957300011069,560.4546440000413,260.16130799999974,2.0,7.573859999999999
435.0,126.0,127.0,499.90535600110894,532.3953640001127,244.43223999999964,500.07667200081056,532.2522540001664,245.40700799999968,499.7340400014073,532.5384760000743,243.45747399999982,2.0,0.19305
436.0,129.0,129.85,496.842221999541,513.3733360001352,236.69210599999997,496.9888940006495,513.311400000006,237.52706199999966,496.6955500002951,513.435272000148,235.85714999999982,2.0,0.99075
438.0,120.5,121.0,470.06769600138074,568.135394000099,273.13999399999966,470.2134100012482,567.9818700001342,273.59297999999944,469.9219800010324,568.2889160000486,272.6870060000001,2.0,3.4809599999999996
438.0,121.0,121.8,469.689248001203,568.5343900001608,271.9620379999992,469.9218860007823,568.2889540001052,272.6870479999993,469.45661200024193,568.7798260001,271.2370259999998,2.0,1.54644
439.0,116.0,116.95,466.12827800214296,588.5125460001873,292.89030799999955,466.4442060012371,588.1275200000964,293.6992859999996,465.81235199980443,588.8975740000606,292.08133199999975,2.0,1.43262
440.0,109.9,111.0,468.90095799975103,610.4588400002103,318.82332399999996,469.2656200006605,609.8886120001553,319.69042199999967,468.53629400022334,611.0290700001642,317.9562259999998,1.0,1.51256
440.0,111.0,112.0,468.2042960003019,611.5477780001238,317.16836799999965,468.53627000190323,611.029084000038,317.9562439999995,467.8723220005632,612.066473999992,316.3804919999998,1.0,1.00324
440.0,112.0,113.0,467.54007199965423,612.5853999999817,315.59288399999923,467.87215800024575,612.0665320002008,316.3805979999993,467.2079859990627,613.1042680001119,314.80516799999987,2.0,0.33558
440.0,113.0,114.0,466.8761200010777,613.6231940001016,314.0173999999997,467.2079859990627,613.1042680001119,314.80516799999987,466.54425200074917,614.1421200000914,313.22962999999936,2.0,2.10126
440.0,114.0,114.7,466.31210400164133,614.5054100000998,312.6781539999997,466.54428000003105,614.1421260000207,313.22962400000006,466.0799260009081,614.8686920000473,312.1266839999994,2.0,5.473439999999999
442.0,131.0,132.0,462.9874740000815,505.3736720001325,239.40779799999927,463.2631860002876,505.33431000006385,240.3682319999998,462.7117600012571,505.41303600009996,238.44736399999965,1.0,2.15572
446.0,111.16,112.0,448.5662019997836,614.3398600000655,328.3928519999995,448.91888200119143,613.8838060001144,329.0037779999998,448.21352200023836,614.795914000133,327.78192599999966,2.0,1.96434
446.0,112.0,112.7,447.91942200064665,615.1761640001787,327.27308799999946,448.2134240008891,614.795972000109,327.7820259999994,447.6254200004042,615.5563540001167,326.76415,2.0,1.61784
447.0,115.75,116.22,442.609546000138,602.2979220001725,311.90508399999953,442.8130959998817,602.0824480002047,312.26982599999974,442.4059960003943,602.5133980001556,311.54033999999956,2.0,2.2243199999999996
448.0,126.06,126.47,438.3121579997242,560.752516000066,270.790074,438.47510799951857,560.6471040000906,271.1512339999995,438.14921000041073,560.8579280001577,270.4289140000001,1.0,2.29208
449.0,124.65,125.0,447.1125460006297,540.9949860001216,264.8509399999998,447.24324200116104,540.9268239999656,265.1683859999998,446.98184800148016,541.0631460001459,264.5334939999998,2.0,0.9975
450.0,129.35,129.85,445.98769600130623,519.4490680000745,250.4637819999998,446.1675359997899,519.3994500000263,250.92767400000002,445.80785600095993,519.4986840001075,249.9998899999996,1.0,2.09384
451.0,134.0,135.0,442.8095340002329,488.9452960001072,240.29436599999963,443.17164000123745,488.95563200023025,241.22644399999945,442.44742600061005,488.93496000010055,239.36228599999959,1.0,5.9343200000000005
454.0,136.75,138.0,423.5855180006475,491.64937400002964,241.9976059999999,424.09381800144916,491.64793000009377,243.13958999999977,423.0772179998458,491.6508180000819,240.85562199999958,1.0,1.32888
454.0,138.0,139.0,422.67022399976855,491.6518620001152,239.94219199999998,423.0771800000221,491.6508060002234,240.85563999999977,422.26327000185853,491.65291800000705,239.02874399999973,1.0,1.9753999999999998
454.0,139.0,140.3,421.73386000096804,491.65417600004,237.8414259999995,422.2633180003614,491.65293400001246,239.02872199999956,421.20440199971205,491.6554180000676,236.65412999999944,1.0,2.15488
455.0,127.0,128.0,425.9381980001927,512.9238780001178,263.8838899999996,426.3801420014352,512.8417280000867,264.7771640000001,425.4962560012937,513.0060260000173,262.9906179999998,1.0,5.9472
455.0,128.0,129.0,425.05416000075644,513.0881040000822,262.0974119999996,425.4961480014027,513.005986000062,262.99066599999924,424.61217000149196,513.1702200000873,261.20415799999955,1.0,4.2042
457.0,125.75,127.0,412.76246000081306,558.405614000163,282.7117019999996,413.3888140022755,558.0850020000944,283.74484799999937,412.13610600121325,558.7262259999989,281.6785579999996,1.0,2.11316
458.0,118.62,119.0,421.43284999951726,574.2697000000626,303.1438379999995,421.62809200212365,574.1376200000523,303.4418899999996,421.23761000111705,574.4017820002045,302.84578399999964,1.0,4.67796
459.0,125.94,127.0,410.41824400052434,605.9191600000486,306.9371019999994,410.96509600058204,605.4479419999989,307.7133159999994,409.87139400094753,606.390376000083,306.16088799999943,1.0,0.88844
459.0,127.0,128.0,409.35511600039905,606.8345820001559,305.4286740000002,409.87138199992484,606.3903660000069,306.16088999999965,408.8388480003924,607.2787980001885,304.69645799999944,1.0,1.8017999999999998
459.0,128.0,128.41,408.62703000009066,607.4607960000867,304.3962740000002,408.83874399960047,607.2787040001713,304.69647399999985,408.41531600058084,607.6428880001185,304.0960759999998,1.0,1.57584
468.0,121.9,122.2,390.304418001324,595.4133460001322,329.65326799999957,390.4942180011422,595.2890840000473,329.8495719999996,390.1146180015058,595.5376060002018,329.45696399999997,2.0,0.90375
469.0,130.0,131.0,396.36594800092286,530.6096240000334,276.0568639999997,396.9122299998999,530.4601920000277,276.8810279999998,395.8196640014649,530.7590560001554,275.2327,1.0,0.9853199999999999
470.0,125.6,126.0,411.611612001434,514.294634000049,275.63366399999995,411.8098300006241,514.2551020000828,275.97883999999976,411.4133940003813,514.3341660000151,275.2884859999999,1.0,2.00424
470.0,126.0,127.0,410.9177280012519,514.4330440000631,274.4256199999995,411.4134459998459,514.3341460000956,275.28845399999955,410.4220080003143,514.5319400001317,273.5627879999993,1.0,1.35492
470.0,127.0,128.0,409.9260400012136,514.6309320002329,272.70010799999955,410.4220080003143,514.5319400001317,273.5627879999993,409.43007000163203,514.7299239999847,271.8374279999998,1.0,2.55332
470.0,128.0,129.0,408.93405799940234,514.8290380000835,270.97478799999953,409.4298640005291,514.729898000136,271.8375439999995,408.4382540006191,514.9281760000158,270.1120299999993,1.0,2.5185999999999997
470.0,129.0,130.0,407.9430260006339,515.0275120001752,269.24896599999965,408.4382540006191,514.9281760000158,270.1120299999993,407.4477980006487,515.1268500000006,268.38589999999976,1.0,1.7793999999999996
470.0,130.0,131.0,406.953148001805,515.226386000053,267.52252799999997,407.4477980006487,515.1268500000006,268.38590199999953,406.4584980010987,515.3259200000903,266.65915399999994,1.0,3.0847599999999997
470.0,131.0,132.1,405.91502000205224,515.4356280000648,265.70910399999957,406.4584680013359,515.3259100000141,266.65916999999945,405.3715740013868,515.5453460001154,264.7590359999999,1.0,1.18384
913.0,347.75,348.02,409.99564999923933,556.8518119984062,294.3128079982496,408.20576000027364,554.9865480001317,292.78336599999966,408.2091300003231,555.1406640001805,292.2658359999996,1.0,4.79192
914.0,362.53,363.21,411.71864784954647,504.1708818503289,257.257293850324,402.41781200096017,494.7465720002074,248.6307759999995,402.43178600072866,495.0074940001359,247.29611399999976,1.0,0.9548
918.0,418.2,418.9,417.50444399937993,404.83216000010725,200.6329039999996,417.4751540012658,404.54687800013926,201.2714619999997,417.53373400121933,405.11744200007524,199.99434399999973,1.0,0.9166
918.0,418.9,420.0,417.57958599925047,405.56607000005897,198.9910359999999,417.5337719991804,405.11736800009385,199.99431400000003,417.6253980007023,406.0147720001405,197.987756,1.0,0.6958
918.0,420.0,421.0,417.66685000061995,406.42310200002976,197.0758639999999,417.6253440007568,406.014822000172,197.98777599999949,417.708358000964,406.8313820002368,196.16394999999966,1.0,0.8373
918.0,421.0,422.0,417.74982400052255,407.2399540001061,195.2521659999993,417.708358000964,406.8313820002368,196.16394999999966,417.79128799960023,407.6485260000918,194.34038399999963,1.0,0.7782
918.0,422.0,423.0,417.8327099997551,408.0573900002055,193.42872999999963,417.79128799960023,407.6485260000918,194.34038399999963,417.8741340003908,408.466256000218,192.51707399999987,1.0,0.679
918.0,423.0,424.0,417.91551400162285,408.8754120001104,191.60554999999977,417.8741340003908,408.466256000218,192.51707399999987,417.95689400099224,409.2845680001192,190.6940239999999,1.0,0.4145
918.0,424.0,425.0,417.9982300009579,409.69401800003834,189.78262799999993,417.95689400099224,409.2845680001192,190.6940239999999,418.03956800140446,410.1034660000587,188.87123199999996,1.0,0.4059
918.0,425.0,425.55,418.06229200214153,410.3288160000229,188.3700319999998,418.03954800032085,410.1035400001565,188.87126399999988,418.0850340016187,410.55409200000577,187.86879999999974,1.0,0.7129
918.0,425.55,426.0,418.10367600061005,410.738404000178,187.45869999999968,418.0850380007178,410.55409000022337,187.86879999999974,418.12231200188404,410.9227180000162,187.0486019999994,1.0,1.8658
919.0,435.0,436.0,428.6955440007151,355.5088420000393,145.53056399999969,428.653831999749,355.17428800009657,146.47201799999993,428.7372580002994,355.84339600009844,144.58911199999966,1.0,0.6962
919.0,436.0,437.0,428.77922200039035,356.17835000006016,143.6478119999997,428.7372580002994,355.84339600009844,144.58911199999966,428.8211880009622,356.5133020001231,142.70651199999975,1.0,0.4257
929.0,415.0,416.0,525.1459940001369,517.4600020000944,231.05961599999955,525.1012800000608,517.0548000000417,231.9727499999999,525.1907080002129,517.8652020001318,230.14648399999942,2.0,0.19035000000000002
930.0,420.55,421.55,522.2316680721754,442.5169540708933,187.35555207073304,518.5613120011985,438.52090600016527,184.65373599999975,518.6365939993411,439.2475740000373,182.7919399999996,1.0,0.8693
930.0,421.55,422.55,522.3070620711708,443.2438380707802,185.49384407073313,518.6365939993411,439.2475740000373,182.7919399999996,518.7121019996703,439.97467400005553,180.9303219999997,1.0,0.3313
930.0,422.55,423.5,522.3807880714351,443.95296807087044,183.67885207073306,518.7121040001512,439.9746800001012,180.93032399999993,518.7840439993888,440.6658280000556,179.16195199999947,1.0,0.1547
945.0,380.0,381.0,334.87944569678683,519.2070816965557,245.65463169637374,321.5062460005284,505.61788600008003,233.29163399999925,321.5989260002971,506.1425580000505,231.3639079999998,1.0,0.2307
945.0,381.0,382.0,334.972263698072,519.7310456964902,243.72671769637387,321.5989260002971,506.1425580000505,231.3639079999998,321.69188000075525,506.66581400018185,229.43580999999995,1.0,0.2816
945.0,382.0,382.93,335.06209169754464,520.2353276963828,241.86593169637368,321.691884001717,506.66579000023194,229.43580399999973,321.7785780020059,507.15114600013476,227.64233999999988,1.0,0.3068
945.0,382.93,383.7,335.1414236971893,520.6784196964715,240.22661169637345,321.77858600020414,507.1510960001033,227.6423279999999,321.8505420014263,507.55202399997506,226.1571759999997,1.0,0.3941
945.0,383.7,384.3,335.20550169849474,521.0347556964977,238.9053176963736,321.85054999962455,507.55198200023733,226.1571659999995,321.9067340008915,507.86381000012625,224.99975199999926,1.0,0.126
945.0,384.3,384.8,335.2570436974772,521.3203856964379,237.84429969637372,321.90673599950975,507.8637919999892,224.99974599999996,321.9536300003529,508.1232580000069,224.0351339999993,1.0,0.3816
945.0,384.8,385.37,335.30725969614167,521.5978156965708,236.81210969637382,321.9536240007729,508.12325400009286,224.0351299999993,322.00717600062495,508.418656000169,222.93537199999946,1.0,0.1601
945.0,385.37,386.0,335.36371169665534,521.9086636964481,235.65444569637398,322.00717199966317,508.41866200009827,222.93537199999946,322.0665320008994,508.74494600016624,221.71979999999985,1.0,0.3076
945.0,386.0,387.0,335.44065369719345,522.3305736964818,234.08187769637394,322.0664959996939,508.7449880001368,221.71981000000005,322.16109200194484,509.26244000019506,219.79022599999962,1.0,0.2104
962.0,364.6,365.3,514.7979040015489,553.5196180000203,257.645982,514.7706920020282,553.3364460001467,258.32104399999935,514.8251160010695,553.7027900002431,256.9709199999993,2.0,0.8000999999999999
962.0,365.3,366.0,514.8523260001093,553.8859640001319,256.2958600000002,514.8251160010695,553.7027900002431,256.9709199999993,514.87953799963,554.069136000122,255.62079799999947,2.0,0.1785
962.0,366.0,367.0,514.9184120018035,554.3308100000722,254.65642599999956,514.87953799963,554.069136000122,255.62079799999947,514.9572880007327,554.5924840000225,253.69205199999942,2.0,0.27972
971.0,423.21,424.37,427.3486000001431,435.0780560001731,202.12850199999957,427.2747820001096,434.62493600009475,203.19378599999982,427.4224200006575,435.53117800015025,201.06321799999978,1.0,1.2764
971.0,424.37,425.53,427.49690600112086,435.9837560001761,199.997746,427.4224200006575,435.53117800015025,201.06321599999956,427.57139000110334,436.43633200018667,198.93227599999955,1.0,0.52
976.0,426.74,427.0,575.2581120003015,350.9620400001295,189.4646499999999,575.2428280021995,350.85502600006294,189.70111199999974,575.273398000747,351.0690520000644,189.22818599999982,1.0,1.3429
976.0,427.0,428.0,575.3322920016944,351.4805499999784,188.3186799999994,575.2733340002596,351.06910600012634,189.22820799999954,575.3912519998848,351.89199200004805,187.40915399999994,1.0,0.547
