dh,from,to,Au,Cu,Au:shell,Cu:shell,x,startx,endx,y,starty,endy,z,startz,endz
50,100.0,110.0,0.052,35.0,0,0,20113.64675,20112.79845,20114.49504,18639.52212,18642.10404,18636.9402,123.5651,127.76201,119.36818
51,0.0,10.0,0.351,62.0,1,0,19976.85103,19978.138,19975.56601,18784.41163,18782.008,18786.81349,206.23279,210.424,202.03996
51,10.0,20.0,0.507,93.0001,1,0,19974.28336,19975.56601,19973.00349,18789.21376,18786.81349,18791.61266,197.8455,202.03996,193.6494
51,20.0,30.0,0.41613,50.0001,1,0,19971.72454,19973.00349,19970.44464,18794.0119,18791.61266,18796.41322,189.45323,193.6494,185.25852
51,30.0,40.0,4.745,220.5889,1,0,19969.16375,19970.44464,19967.88178,18798.81528,18796.41322,18801.21677,181.06455,185.25852,176.87058
51,40.0,50.0,0.80613,81.0,1,0,19966.59879,19967.88178,19965.31482,18803.6167,18801.21677,18806.01408,172.67602,176.87058,168.48031
51,50.0,60.0,0.80613,81.0,1,0,19964.02856,19965.31482,19962.73867,18808.41229,18806.01408,18810.81475,164.28578,168.48031,160.09479
51,60.0,70.0,0.32929,11.0001,1,0,19961.44619,19962.73867,19960.15217,18813.22062,18810.81475,18815.62906,155.90656,160.09479,151.72028
51,70.0,80.0,0.6241300000000001,21.0001,1,1,19958.8582,19960.15217,19957.56584,18818.03727,18815.62906,18820.44245,147.53385,151.72028,143.34519
51,80.0,90.0,0.54613,25.0001,0,1,19956.27416,19957.56584,19954.9822,18822.84669,18820.44245,18825.25206,139.15577,143.34519,134.9671
51,90.0,100.0,0.14313,32.0001,0,1,19953.69038,19954.9822,19952.39914,18827.65983,18825.25206,18830.07127,130.77975,134.9671,126.59434
51,100.0,110.0,0.533,64.0001,0,1,19951.1092,19952.39914,19949.8213,18832.48536,18830.07127,18834.90106,122.41006,126.59434,118.22608
51,110.0,120.0,0.481,96.0,0,1,19948.53441,19949.8213,19947.24752,18837.31758,18834.90106,18839.7341,114.04226,118.22608,109.85844
52,0.0,10.0,3.08282,133.0001,1,1,20117.03504,20116.173,20117.89793,18634.41305,18631.78,18637.04777,243.4098,247.572,239.24883
52,10.0,20.0,3.08282,133.0001,1,1,20118.7599,20117.89793,20119.61918,18639.6828,18637.04777,18642.31675,235.08786,239.24883,230.92566
52,20.0,30.0,1.57313,132.0001,1,1,20120.47501,20119.61918,20121.32662,18644.9486,18642.31675,18647.5773,226.76141,230.92566,222.59432
52,30.0,40.0,0.312,36.0,1,1,20122.17587,20121.32662,20123.02461,18650.20416,18647.5773,18652.83045,218.42558,222.59432,214.25638
52,40.0,50.0,0.28613,28.0001,1,1,20123.87363,20123.02461,20124.72373,18655.45617,18652.83045,18658.08132,210.08688,214.25638,205.91723
52,50.0,60.0,0.0521299999999999,53.0,0,0,20125.57498,20124.72373,20126.42745,18660.70513,18658.08132,18663.32687,201.74698,205.91723,197.57568
52,60.0,70.0,0.14313,41.0,0,0,20127.27991,20126.42745,20128.13109,18665.94706,18663.32687,18668.56624,193.4034,197.57568,189.23023
52,70.0,80.0,0.156,34.0,0,0,20128.98082,20128.13109,20129.82888,18671.18579,18668.56624,18673.80706,185.05698,189.23023,180.88449
52,80.0,90.0,0.14313,45.0001,0,0,20130.67565,20129.82888,20131.52151,18676.42945,18673.80706,18679.05237,176.71243,180.88449,172.54053
52,90.0,100.0,0.143,90.0,0,0,20132.36748,20131.52151,20133.2146,18681.67562,18679.05237,18684.29899,168.36885,172.54053,164.19748
52,100.0,110.0,0.143,61.0,0,0,20134.06357,20133.2146,20134.91507,18686.92345,18684.29899,18689.54996,160.02717,164.19748,155.85867
52,110.0,120.0,0.1169999999999999,79.0001,0,0,20135.76738,20134.91507,20136.61874,18692.17775,18689.54996,18694.80608,151.69114,155.85867,147.52376
52,120.0,130.0,0.182,65.0001,0,0,20137.46795,20136.61874,20138.31383,18697.43413,18694.80608,18700.06108,143.35577,147.52376,139.1864
52,130.0,140.0,0.11713,77.0,0,0,20139.15709,20138.31383,20139.99845,18702.68527,18700.06108,18705.30507,135.01477,139.1864,130.83999
52,140.0,150.0,0.104,122.0976,0,0,20140.83884,20139.99845,20141.67915,18707.92064,18705.30507,18710.53217,126.66236,130.83999,122.4822
52,150.0,160.0,0.68913,471.7792,0,0,20142.51944,20141.67915,20143.35972,18713.14169,18710.53217,18715.7512,118.30077,122.4822,114.11934
53,0.0,10.0,3.08282,133.0001,1,1,20115.76864,20114.805,20116.73336,18635.82849,18634.257,18637.40114,242.38223,247.03,237.73507
53,10.0,20.0,5.993130000000001,156.0,1,1,20117.6989,20116.73336,20118.66505,18638.97611,18637.40114,18640.55456,233.08886,237.73507,228.44397
53,20.0,30.0,2.6260000000000003,191.0001,1,1,20119.63152,20118.66505,20120.59804,18642.13606,18640.55456,18643.72019,223.80018,228.44397,219.15729
53,30.0,40.0,0.312,36.0,1,1,20121.56513,20120.59804,20122.53332,18645.30604,18643.72019,18646.89269,214.51512,219.15729,209.87344
53,40.0,50.0,0.28613,28.0001,1,1,20123.50155,20122.53332,20124.46876,18648.47813,18646.89269,18650.06035,205.23136,209.87344,200.58797
53,50.0,60.0,0.221,76.0001,0,0,20125.43508,20124.46876,20126.40062,18651.63955,18650.06035,18653.21594,195.94336,200.58797,191.29764
53,60.0,70.0,0.091,42.0001,0,0,20127.36718,20126.40062,20128.33655,18654.79245,18653.21594,18656.37199,186.65217,191.29764,182.00832
53,70.0,80.0,0.091,54.0,0,0,20129.3076,20128.33655,20130.2792,18657.95302,18656.37199,18659.53399,177.36532,182.00832,172.72243
53,80.0,90.0,0.091,40.0001,0,0,20131.24987,20130.2792,20132.2181,18661.11421,18659.53399,18662.69297,168.07907,172.72243,163.43472
53,90.0,100.0,0.091,28.0001,0,0,20133.18547,20132.2181,20134.15354,18664.27274,18662.69297,18665.85597,158.79052,163.43472,154.14766
53,100.0,110.0,0.27313,72.0001,0,0,20135.12361,20134.15354,20136.09696,18667.44245,18665.85597,18669.03194,149.50632,154.14766,144.8667
53,110.0,120.0,0.156,82.0313,0,0,20137.07153,20136.09696,20138.04521,18670.62098,18669.03194,18672.2061,140.22717,144.8667,135.58612
53,120.0,130.0,0.09113,99.0001,0,0,20139.01723,20138.04521,20139.9868,18673.78718,18672.2061,18675.36409,130.94334,135.58612,126.29864
53,130.0,140.0,0.0521299999999999,77.0001,0,0,20140.95516,20139.9868,20141.92351,18676.93893,18675.36409,18678.51376,121.65298,126.29864,117.00732
54,0.0,10.0,3.08282,133.0001,1,1,20111.0165,20112.867,20109.16301,18636.34576,18634.026,18638.66848,242.99578,247.02,238.97464
54,10.0,20.0,1.976,144.0,0,0,20107.30712,20109.16301,20105.4494,18640.99278,18638.66848,18643.31728,234.95552,238.97464,230.93737
54,20.0,30.0,2.964,192.0001,1,1,20103.59152,20105.4494,20101.73516,18645.64096,18643.31728,18647.96279,226.91881,230.93737,222.89849
54,30.0,40.0,4.6176,151.0001,1,1,20099.87993,20101.73516,20098.02547,18650.28372,18647.96279,18652.60468,218.87712,222.89849,214.85541
54,40.0,50.0,2.8340000000000005,202.0001,1,1,20096.17071,20098.02547,20094.31454,18654.92509,18652.60468,18657.24439,210.83353,214.85541,206.81165
54,50.0,60.0,1.001,185.0,1,1,20092.45769,20094.31454,20090.60085,18659.56314,18657.24439,18661.8819,202.78977,206.81165,198.76789
54,60.0,70.0,2.7229799999999997,194.0,1,1,20088.74459,20090.60085,20086.88945,18664.20126,18661.8819,18666.52178,194.74609,198.76789,190.72445
54,70.0,80.0,0.5720000000000001,206.0,1,1,20085.03376,20086.88945,20083.17584,18668.84285,18666.52178,18671.16385,186.70337,190.72445,182.68328
54,80.0,90.0,0.66313,219.0,0,1,20081.31624,20083.17584,20079.45552,18673.48449,18671.16385,18675.8045,178.66377,182.68328,174.6444
54,90.0,100.0,1.0530000000000002,137.0,0,1,20077.5939,20079.45552,20075.73162,18678.12419,18675.8045,18680.44389,170.62527,174.6444,166.60646
54,100.0,110.0,0.507,76.0,0,1,20073.86727,20075.73162,20071.99947,18682.76418,18680.44389,18685.08565,162.58894,166.60646,158.57371
54,110.0,120.0,0.507,76.0,0,1,20070.12879,20071.99947,20068.25581,18687.4089,18685.08565,18689.73451,154.56084,158.57371,150.55043
54,120.0,130.0,1.07913,264.0001,0,1,20066.38099,20068.25581,20064.5048,18692.06189,18689.73451,18694.39041,146.54189,150.55043,142.53465
54,130.0,140.0,0.32513,154.0001,0,1,20062.62719,20064.5048,20060.74805,18696.71903,18694.39041,18699.0467,138.52815,142.53465,134.5218
54,140.0,150.0,0.07813,89.0,0,1,20058.86841,20060.74805,20056.98925,18701.37438,18699.0467,18703.70304,130.5157,134.5218,126.50994
54,150.0,160.0,0.59813,102.0,0,1,20055.11062,20056.98925,20053.23257,18706.03325,18703.70304,18708.36558,122.50483,126.50994,118.50069
54,160.0,170.0,0.59813,102.0,0,1,20051.35479,20053.23257,20049.47702,18710.69897,18708.36558,18713.03236,114.49704,118.50069,110.49338
55,0.0,10.0,0.07813,40.0001,0,0,20079.79616,20078.71,20080.88256,18574.75937,18571.893,18577.62542,262.42379,266.374,258.47341
55,10.0,20.0,0.156,44.0001,0,0,20081.96866,20080.88256,20083.05389,18580.49137,18577.62542,18583.35743,254.52288,258.47341,250.57218
55,20.0,30.0,0.091,39.0,0,0,20084.13726,20083.05389,20085.2178,18586.2243,18583.35743,18589.09269,246.62157,250.57218,242.67127
55,30.0,40.0,0.15613,88.0001,0,0,20086.29679,20085.2178,20087.37552,18591.96338,18589.09269,18594.83719,238.72224,242.67127,234.7754
55,40.0,50.0,0.208,42.0,0,0,20088.45452,20087.37552,20089.53429,18597.71287,18594.83719,18600.58918,230.82999,234.7754,226.88525
55,50.0,60.0,0.559,70.0001,0,0,20090.61269,20089.53429,20091.68758,18603.4637,18600.58918,18606.33402,222.93884,226.88525,218.98841
55,60.0,70.0,0.559,70.0001,0,0,20092.76024,20091.68758,20093.83197,18609.20149,18606.33402,18612.06747,215.03531,218.98841,211.08088
55,70.0,80.0,0.611,87.0,0,0,20094.90339,20093.83197,20095.97511,18614.93356,18612.06747,18617.80139,207.12644,211.08088,203.17334
55,80.0,90.0,1.06613,101.0001,1,0,20097.04539,20095.97511,20098.11247,18620.6687,18617.80139,18623.53326,199.21948,203.17334,195.26276
55,90.0,100.0,3.1822700000000004,204.0,1,0,20099.17763,20098.11247,20100.24212,18626.39577,18623.53326,18629.25695,191.30404,195.26276,187.34418
55,100.0,110.0,0.208,62.0,1,0,20101.30709,20100.24212,20102.37368,18632.11819,18629.25695,18634.98089,183.38449,187.34418,179.42629
55,110.0,120.0,0.208,62.0,1,0,20103.4405,20102.37368,20104.50617,18637.84327,18634.98089,18640.70353,175.46792,179.42629,171.50771
55,120.0,130.0,0.10413,72.0,0,1,20105.56936,20104.50617,20106.62877,18643.5624,18640.70353,18646.42062,167.54584,171.50771,163.58247
55,130.0,140.0,0.676,97.0001,0,0,20107.68473,20106.62877,20108.73759,18649.27816,18646.42062,18652.13499,159.6177,163.58247,155.65159
55,140.0,150.0,0.15613,31.0,0,0,20109.78812,20108.73759,20110.83705,18654.99073,18652.13499,18657.84499,151.68408,155.65159,147.71509
55,150.0,160.0,0.13013,41.0001,0,0,20111.8854,20110.83705,20112.93416,18660.6967,18657.84499,18663.54478,143.7441,147.71509,139.77062
55,160.0,170.0,0.208,90.0,0,0,20113.98195,20112.93416,20115.02737,18666.38975,18663.54478,18669.23211,135.79466,139.77062,131.81621
55,170.0,180.0,0.01313,55.0001,0,0,20116.07002,20115.02737,20117.10949,18672.07386,18669.23211,18674.917,127.83659,131.81621,123.85714
55,180.0,190.0,0.091,55.0,0,0,20118.14737,20117.10949,20119.18525,18677.76083,18674.917,18680.60466,119.87776,123.85714,115.89838
56,0.0,10.0,0.039,41.0001,0,0,19809.25342,19808.598,19809.90697,18774.72399,18776.324,18773.12653,269.00548,273.697,264.31282
56,10.0,20.0,0.44213,96.0,0,0,19810.55748,19809.90697,19811.20376,18771.53294,18773.12653,18769.94453,259.61843,264.31282,254.9217
56,20.0,30.0,0.98813,168.0,0,0,19811.84692,19811.20376,19812.4881,18768.35941,18769.94453,18766.77569,250.22343,254.9217,245.52442
56,30.0,40.0,0.169,107.0001,0,0,19813.12849,19812.4881,19813.76927,18765.19208,18766.77569,18763.60725,240.82526,245.52442,236.12657
56,40.0,50.0,0.02613,66.0,0,0,19814.41024,19813.76927,19815.05122,18762.02182,18763.60725,18760.43639,231.42811,236.12657,226.72964
57,0.0,10.0,0.0521299999999999,87.0,0,0,19991.34886,19990.263,19992.43494,18513.45498,18511.06,18515.85291,272.68036,276.933,268.42943
57,10.0,20.0,0.11713,130.0001,0,0,19993.52093,19992.43494,19994.60652,18518.25343,18515.85291,18520.65617,264.17995,268.42943,259.93161
57,20.0,30.0,0.02613,70.0001,0,0,19995.69107,19994.60652,19996.77398,18523.05975,18520.65617,18525.46282,255.68349,259.93161,251.43466
57,30.0,40.0,0.026,60.0,0,0,19997.85513,19996.77398,19998.93442,18527.86619,18525.46282,18530.27069,247.18555,251.43466,242.93661
57,40.0,50.0,0.026,61.0,0,0,20000.01234,19998.93442,20001.08939,18532.67618,18530.27069,18535.08255,238.68788,242.93661,234.43943
57,50.0,60.0,0.091,69.0,0,0,20002.16601,20001.08939,20003.24262,18537.48936,18535.08255,18539.89617,230.19111,234.43943,225.9428
58,0.0,10.0,0.29913,97.0,0,0,19943.35715,19946.076,19940.63703,18916.31342,18915.186,18917.4424,227.95012,231.992,223.90953
58,10.0,20.0,0.44213,44.0001,0,0,19937.91638,19940.63703,19935.1959,18918.57264,18917.4424,18919.70387,219.86966,223.90953,215.82994
58,20.0,30.0,0.312,43.0,0,0,19932.47454,19935.1959,19929.75124,18920.83555,18919.70387,18921.96714,211.79094,215.82994,207.75323
58,30.0,40.0,0.41613,19.0,0,0,19927.02578,19929.75124,19924.29796,18923.09902,18921.96714,18924.23154,203.71705,207.75323,199.68265
58,40.0,50.0,0.10413,27.0,0,0,19921.56946,19924.29796,19918.84195,18925.36357,18924.23154,18926.49395,195.64857,199.68265,191.61336
58,50.0,60.0,0.18213,36.0001,0,0,19916.11273,19918.84195,19913.37908,18927.62391,18926.49395,18928.75468,187.57919,191.61336,183.54824
58,60.0,70.0,0.36413,38.0,0,0,19910.6405,19913.37908,19907.89648,18929.88731,18928.75468,18931.0229,179.52117,183.54824,175.49863
58,70.0,80.0,0.767,51.7538,0,0,19905.14875,19907.89648,19902.39903,18932.15984,18931.0229,18933.29653,171.47901,175.49863,167.46069
58,80.0,90.0,0.611,36.0001,0,0,19899.64952,19902.39903,19896.90247,18934.43207,18933.29653,18935.56554,163.44188,167.46069,159.42082
58,90.0,100.0,0.39,24.0,0,0,19894.15862,19896.90247,19891.41877,18936.69759,18935.56554,18937.82889,155.39717,159.42082,151.37059
58,100.0,110.0,0.29913,27.0,0,0,19888.67988,19891.41877,19885.93894,18938.96024,18937.82889,18940.09243,147.34337,151.37059,143.31777
58,110.0,120.0,0.42913,97.0001,0,0,19883.19582,19885.93894,19880.45037,18941.22508,18940.09243,18942.35779,139.29379,143.31777,135.27142
58,120.0,130.0,0.53313,104.0,0,0,19877.70252,19880.45037,19874.95219,18943.49159,18942.35779,18944.62747,131.251,135.27142,127.23285
58,130.0,140.0,0.98813,84.0001,0,0,19872.19931,19874.95219,19869.44379,18945.76547,18944.62747,18946.90563,123.21706,127.23285,119.20369
58,140.0,150.0,0.936,102.0001,0,0,19866.68696,19869.44379,19863.93012,18948.04687,18946.90563,18949.18811,115.19153,119.20369,111.17937
59,0.0,10.0,0.39013,51.0,0,0,19946.50627,19945.656,19947.35594,18917.37285,18916.116,18918.62855,227.28482,232.049,222.52024
59,10.0,20.0,0.52,87.0,0,0,19948.2049,19947.35594,19949.05303,18919.88315,18918.62855,18921.1367,217.75524,222.52024,212.98981
59,20.0,30.0,0.39013,66.0,0,0,19949.90048,19949.05303,19950.74739,18922.39071,18921.1367,18923.6467,208.22439,212.98981,203.45938
59,30.0,40.0,2.30113,102.0,0,0,19951.59381,19950.74739,19952.43983,18924.90381,18923.6467,18926.1612,198.69459,203.45938,193.9298
59,40.0,50.0,1.885,193.0,1,1,19953.28582,19952.43983,19954.13217,18927.41765,18926.1612,18928.67195,189.16476,193.9298,184.39921
59,50.0,60.0,0.481,75.0001,1,1,19954.97887,19954.13217,19955.82591,18929.92492,18928.67195,18931.17736,179.63338,184.39921,174.86747
59,60.0,70.0,0.18213,63.0,1,1,19956.6727,19955.82591,19957.51866,18932.4298,18931.17736,18933.68282,170.10151,174.86747,165.33556
59,70.0,80.0,0.65,64.0,0,1,19958.36408,19957.51866,19959.20923,18934.93635,18933.68282,18936.19036,160.56965,165.33556,155.80381
59,80.0,90.0,0.494,97.0001,0,1,19960.05506,19959.20923,19960.90252,18937.44501,18936.19036,18938.70048,151.03827,155.80381,146.27322
59,90.0,100.0,0.31213,75.0001,0,0,19961.75096,19960.90252,19962.59976,18939.95638,18938.70048,18941.21234,141.50847,146.27322,136.7438
59,100.0,110.0,0.104,38.0,0,0,19963.44904,19962.59976,19964.29894,18942.46828,18941.21234,18943.7241,131.97921,136.7438,127.2147
59,110.0,120.0,0.169,92.0,0,0,19965.14985,19964.29894,19966.00217,18944.98016,18943.7241,18946.23683,122.45043,127.2147,117.68657
59,120.0,130.0,0.76713,70.0001,0,0,19966.85519,19966.00217,19967.70821,18947.4938,18946.23683,18948.75077,112.92292,117.68657,108.15927
60,0.0,10.0,0.065,23.0,0,0,19910.25083,19908.073,19912.42674,18747.9831,18746.099,18749.8674,236.16255,240.25,232.07418
60,10.0,20.0,0.039,33.0,0,0,19914.60019,19912.42674,19916.77065,18751.75113,18749.8674,18753.63353,227.98423,232.07418,223.89208
60,20.0,30.0,0.065,42.0,0,0,19918.93832,19916.77065,19921.10341,18755.51434,18753.63353,18757.39331,219.79772,223.89208,215.70116
60,30.0,40.0,0.104,32.0,0,0,19923.26688,19921.10341,19925.42966,18759.2716,18757.39331,18761.15035,211.60342,215.70116,207.50554
60,40.0,50.0,0.494,57.0,0,0,19927.59288,19925.42966,19929.75764,18763.02948,18761.15035,18764.90889,203.40805,207.50554,199.31151
60,50.0,60.0,0.494,57.0,0,0,19931.92338,19929.75764,19934.08954,18766.78821,18764.90889,18768.66706,195.21545,199.31151,191.11939
60,60.0,70.0,0.403,136.0001,1,0,19936.25637,19934.08954,19938.42416,18770.54391,18768.66706,18772.41727,187.02278,191.11939,182.92507
60,70.0,80.0,2.93813,126.0,1,0,19940.59272,19938.42416,19942.76186,18774.28715,18772.41727,18776.15362,178.82618,182.92507,174.72605
60,80.0,90.0,2.96413,96.0001,1,0,19944.93008,19942.76186,19947.09584,18778.01826,18776.15362,18779.88268,170.62459,174.72605,166.52173
60,90.0,100.0,1.27413,68.0,1,1,19949.25903,19947.09584,19951.41949,18781.74581,18779.88268,18783.6066,162.41693,166.52173,158.30965
60,100.0,110.0,1.651,129.0,1,1,19953.5777,19951.41949,19955.73409,18785.464,18783.6066,18787.31696,154.19963,158.30965,150.08667
60,110.0,120.0,0.68913,137.0,1,1,19957.89049,19955.73409,19960.0487,18789.16714,18787.31696,18791.0162,145.97245,150.08667,141.85867
60,120.0,130.0,0.8969999999999999,121.0001,1,1,19962.20749,19960.0487,19964.36566,18792.86473,18791.0162,18794.71334,137.74497,141.85867,133.63098
60,130.0,140.0,2.43113,200.0001,1,1,19966.52238,19964.36566,19968.67685,18796.56021,18794.71334,18798.40353,129.51544,133.63098,125.39714
60,140.0,150.0,0.26013,94.0001,0,1,19970.83074,19968.67685,19972.98571,18800.2439,18798.40353,18802.08195,121.27721,125.39714,117.15682
60,150.0,160.0,0.364,63.0001,0,1,19975.14122,19972.98571,19977.29674,18803.91884,18802.08195,18805.75573,113.03618,117.15682,108.91555
61,0.0,10.0,0.18213,41.0,0,0,19969.69205,19972.022,19967.36291,18746.12731,18745.219,18747.03634,229.6023,233.932,225.27231
61,10.0,20.0,0.07813,36.0001,0,0,19965.03516,19967.36291,19962.70938,18747.94535,18747.03634,18748.85358,220.94158,225.27231,216.60962
61,20.0,30.0,0.23413,34.0001,0,0,19960.3857,19962.70938,19958.06423,18749.75969,18748.85358,18750.66232,212.27609,216.60962,207.94065
61,30.0,40.0,0.19513,72.0,0,0,19955.74468,19958.06423,19953.42675,18751.56268,18750.66232,18752.46197,203.60371,207.94065,199.26569
61,40.0,50.0,0.429,117.0001,0,0,19951.10983,19953.42675,19948.79333,18753.36063,18752.46197,18754.25911,194.92699,199.26569,190.58803
61,50.0,60.0,0.182,74.0001,0,0,19946.47797,19948.79333,19944.16449,18755.15729,18754.25911,18756.05507,186.2484,190.58803,181.90769
61,60.0,70.0,0.29913,100.0001,0,0,19941.85358,19944.16449,19939.54596,18756.95296,18756.05507,18757.85144,177.56562,181.90769,173.22194
61,70.0,80.0,0.22113,70.0,0,0,19937.23961,19939.54596,19934.93251,18758.75088,18757.85144,18759.65164,168.87777,173.22194,164.53428
61,80.0,90.0,0.169,48.0,0,0,19932.62453,19934.93251,19930.31553,18760.55273,18759.65164,18761.45321,160.19133,164.53428,155.84879
61,90.0,100.0,0.143,41.0001,0,0,19928.00835,19930.31553,19925.70584,18762.35152,18761.45321,18763.24615,151.50483,155.84879,147.15764
61,100.0,110.0,0.364,51.0,0,0,19923.40667,19925.70584,19921.10952,18764.13853,18763.24615,18765.0301,142.80821,147.15764,138.45756
61,110.0,120.0,0.364,51.0,0,0,19918.81251,19921.10952,19916.51378,18765.92174,18765.0301,18766.81433,134.10685,138.45756,129.75723
61,120.0,130.0,0.7020000000000001,54.0,0,0,19914.21421,19916.51378,19911.91463,18767.70738,18766.81433,18768.60044,125.40816,129.75723,121.05909
62,0.0,10.0,0.50713,104.0001,0,0,19974.1768,19972.535,19975.81996,18748.72694,18747.339,18750.11712,228.67479,233.189,224.16176
62,10.0,20.0,0.8580000000000001,57.0001,1,0,19977.46465,19975.81996,19979.11107,18751.50969,18750.11712,18752.90479,219.65003,224.16176,215.1397
62,20.0,30.0,0.936,92.0001,1,0,19980.75878,19979.11107,19982.40734,18754.30119,18752.90479,18755.6977,210.63026,215.1397,206.12115
62,30.0,40.0,1.872,122.0001,1,0,19984.05669,19982.40734,19985.70679,18757.09497,18755.6977,18758.49367,201.61257,206.12115,197.10471
62,40.0,50.0,1.2221300000000002,113.0,1,1,19987.3574,19985.70679,19989.00828,18759.8931,18758.49367,18761.29259,192.59727,197.10471,188.08994
62,50.0,60.0,0.195,46.0001,1,1,19990.65974,19989.00828,19992.3121,18762.69157,18761.29259,18764.08948,183.58266,188.08994,179.07538
62,60.0,70.0,0.195,46.0001,1,1,19993.9649,19992.3121,19995.61769,18765.48669,18764.08948,18766.88356,174.56805,179.07538,170.06061
62,70.0,80.0,0.37713,60.0,1,1,19997.26986,19995.61769,19998.92084,18768.27999,18766.88356,18769.67588,165.5528,170.06061,161.04439
62,80.0,90.0,1.57313,98.0001,1,1,20000.57109,19998.92084,20002.22106,18771.07301,18769.67588,18772.47314,156.5361,161.04439,152.02863
62,90.0,100.0,2.80813,140.0001,1,1,20003.87144,20002.22106,20005.52292,18773.87679,18772.47314,18775.28449,147.52242,152.02863,143.01786
62,100.0,110.0,0.5980000000000001,103.0,0,1,20007.17558,20005.52292,20008.82951,18776.69459,18775.28449,18778.10545,138.5145,143.01786,134.01183
62,110.0,120.0,0.156,79.0001,0,1,20010.48272,20008.82951,20012.13322,18779.516,18778.10545,18780.92518,129.5088,134.01183,125.00435
62,120.0,130.0,0.338,189.0,0,1,20013.78094,20012.13322,20015.42583,18782.33326,18780.92518,18783.74047,120.49854,125.00435,115.99143
62,130.0,140.0,0.065,43.0,0,0,20017.0693,20015.42583,20018.71277,18785.14726,18783.74047,18786.55404,111.48366,115.99143,106.9759
63,0.0,10.0,0.078,46.0001,0,0,19926.55338,19927.168,19925.9408,18707.61086,18704.865,18710.35674,236.2739,240.407,232.14051
63,10.0,20.0,0.13013,20.0001,0,0,19925.32913,19925.9408,19924.71725,18713.10304,18710.35674,18715.85017,228.00727,232.14051,223.87462
63,20.0,30.0,0.10413,42.0001,0,0,19924.1045,19924.71725,19923.49021,18718.59908,18715.85017,18721.35067,219.74326,223.87462,215.61393
63,30.0,40.0,0.36413,59.0001,0,0,19922.87467,19923.49021,19922.25813,18724.10441,18721.35067,18726.85978,211.48622,215.61393,207.35974
63,40.0,50.0,0.156,26.0001,0,0,19921.63967,19922.25813,19921.01838,18729.61597,18726.85978,18732.37218,203.2341,207.35974,199.1089
63,50.0,60.0,0.078,40.0,0,0,19920.3952,19921.01838,19919.77108,18735.12982,18732.37218,18737.89027,194.98493,199.1089,190.86299
63,60.0,70.0,0.13013,40.0,0,0,19919.14664,19919.77108,19918.52252,18740.65284,18737.89027,18743.41685,186.74252,190.86299,182.62297
63,70.0,80.0,0.182,36.0,0,0,19917.89799,19918.52252,19917.27233,18746.18019,18743.41685,18748.94077,178.50303,182.62297,174.38141
63,80.0,90.0,0.22113,79.0001,0,0,19916.64601,19917.27233,19916.01946,18751.70006,18748.94077,18754.45952,170.25902,174.38141,166.13679
63,90.0,100.0,0.377,91.0,0,0,19915.39262,19916.01946,19914.76538,18757.22132,18754.45952,18759.98765,162.01617,166.13679,157.89864
63,100.0,110.0,0.351,110.0001,0,0,19914.13689,19914.76538,19913.50628,18762.75737,18759.98765,18765.52937,153.78359,157.89864,149.6704
63,110.0,120.0,0.28613,143.0,0,0,19912.87549,19913.50628,19912.24646,18768.30076,18765.52937,18771.06865,145.55683,149.6704,141.44063
63,120.0,130.0,0.338,42.0,0,0,19911.61919,19912.24646,19910.99367,18773.83439,18771.06865,18776.59936,137.32271,141.44063,133.20401
63,130.0,140.0,1.78113,71.0,0,0,19910.36715,19910.99367,19909.73687,18779.36626,18776.59936,18782.13784,129.08677,133.20401,124.97325
63,140.0,150.0,1.50813,78.0,1,0,19909.10319,19909.73687,19908.46646,18784.91292,18782.13784,18787.69031,120.8626,124.97325,116.75399
63,150.0,160.0,0.611,136.0001,1,1,19907.8282,19908.46646,19907.18993,18790.46886,18787.69031,18793.24741,112.6464,116.75399,108.53882
64,0.0,10.0,0.078,67.0,0,0,19931.41167,19928.926,19933.89561,18702.76812,18701.629,18703.90725,234.33685,238.523,230.14968
64,10.0,20.0,0.03913,39.0,0,0,19936.37615,19933.89561,19938.85165,18705.04532,18703.90725,18706.18123,225.9602,230.14968,221.76716
64,20.0,30.0,0.091,28.0,0,0,19941.32376,19938.85165,19943.79413,18707.31575,18706.18123,18708.44966,217.57174,221.76716,213.37513
64,30.0,40.0,0.11713,34.0,0,0,19946.26471,19943.79413,19948.73741,18709.58423,18708.44966,18710.72075,209.17882,213.37513,204.98429
64,40.0,50.0,0.182,31.0001,0,0,19951.21217,19948.73741,19953.68894,18711.85878,18710.72075,18712.99789,200.79139,204.98429,196.59997
64,50.0,60.0,0.0521299999999999,48.0,0,0,19956.16779,19953.68894,19958.6488,18714.1382,18712.99789,18715.27985,192.4101,196.59997,188.22187
64,60.0,70.0,0.0521299999999999,48.0,0,0,19961.12922,19958.6488,19963.60629,18716.42252,18715.27985,18717.56591,184.03358,188.22187,179.8435
64,70.0,80.0,0.182,47.0,0,0,19966.08,19963.60629,19968.55035,18718.71002,18717.56591,18719.85488,175.65163,179.8435,171.45798
64,80.0,90.0,0.31213,50.0001,0,0,19971.02008,19968.55035,19973.49198,18721.00079,18719.85488,18722.14803,167.26426,171.45798,163.07218
64,90.0,100.0,0.6241300000000001,36.0001,0,1,19975.96554,19973.49198,19978.44025,18723.29631,18722.14803,18724.44531,158.88136,163.07218,154.69142
64,100.0,110.0,0.325,94.0001,1,1,19980.91406,19978.44025,19983.38488,18725.59462,18724.44531,18726.74383,150.50103,154.69142,146.30885
