dh,from,to,Au,Cu,Au:shell,Cu:shell,x,startx,endx,y,starty,endy,z,startz,endz
16,30.0,40.0,0.41613,91.0001,0,1,20041.37337,20038.50256,20044.24529,18783.39482,18783.3119,18783.47762,187.5089,191.60176,183.41681
16,40.0,50.0,0.19513,96.0,0,0,20047.11656,20044.24529,20049.98539,18783.56033,18783.47762,18783.64297,179.32425,183.41681,175.22999
16,50.0,60.0,0.31213,49.0,0,0,20052.85268,20049.98539,20055.7193,18783.7254,18783.64297,18783.80749,171.13465,175.22999,167.03882
16,60.0,70.0,0.32513,123.0,0,0,20058.58459,20055.7193,20061.44791,18783.88829,18783.80749,18783.96686,162.94205,167.03882,158.84385
16,70.0,80.0,0.32513,123.0,0,0,20064.30803,20061.44791,20067.16374,18784.04317,18783.96686,18784.11719,154.74338,158.84385,150.63979
16,80.0,90.0,0.156,145.0001,0,0,20070.01635,20067.16374,20072.86718,18784.18981,18784.11719,18784.26191,146.53402,150.63979,142.427
16,90.0,100.0,0.1169999999999999,79.0001,0,0,20075.71781,20072.86718,20078.56985,18784.33306,18784.26191,18784.40282,138.31984,142.427,134.21362
16,100.0,110.0,0.36413,220.9568,0,0,20081.42373,20078.56985,20084.27991,18784.47098,18784.40282,18784.53733,130.10866,134.21362,126.00526
16,110.0,120.0,0.16913,102.0001,0,0,20087.13724,20084.27991,20089.99458,18784.60277,18784.53733,18784.66821,121.90266,126.00526,117.80005
17,0.0,10.0,2.873,386.0001,1,1,20022.05079,20023.526,20020.57775,18782.40428,18782.051,18782.75661,210.23466,214.999,205.46958
17,10.0,20.0,2.26213,296.0001,1,1,20019.10496,20020.57775,20017.63053,18783.10833,18782.75661,18783.45977,200.70437,205.46958,195.93965
17,20.0,30.0,1.00113,253.0,1,1,20016.15401,20017.63053,20014.67498,18783.8108,18783.45977,18784.16131,191.17555,195.93965,186.41219
17,30.0,40.0,6.148090000000001,314.0001,1,1,20013.19769,20014.67498,20011.72642,18784.51082,18784.16131,18784.85881,181.64821,186.41219,176.88227
17,40.0,50.0,2.95503,368.5052,1,1,20010.25998,20011.72642,20008.7972,18785.20584,18784.85881,18785.55244,172.11476,176.88227,167.34609
17,50.0,60.0,1.02713,232.0001,1,1,20007.33518,20008.7972,20005.87102,18785.8988,18785.55244,18786.24515,162.57718,167.34609,157.80893
17,60.0,70.0,0.19513,108.0,0,1,20004.40737,20005.87102,20002.9469,18786.59088,18786.24515,18786.93537,153.04047,157.80893,148.27094
17,70.0,80.0,0.286,88.0001,0,1,20001.49057,20002.9469,20000.03937,18787.27876,18786.93537,18787.6212,143.50007,148.27094,138.72758
17,80.0,90.0,0.286,88.0001,0,1,19998.5911,20000.03937,19997.14358,18787.96249,18787.6212,18788.30243,133.9541,138.72758,129.18031
17,90.0,100.0,0.7020000000000001,131.0001,0,1,19995.69637,19997.14358,19994.24902,18788.64083,18788.30243,18788.97751,124.40631,129.18031,119.63223
17,100.0,110.0,0.5850000000000001,156.0001,0,1,19992.80159,19994.24902,19991.35416,18789.31332,18788.97751,18789.64914,114.85812,119.63223,110.084
18,0.0,10.0,2.873,386.0001,1,1,20020.96808,20023.283,20018.65422,18784.61242,18783.019,18786.207,210.67052,214.806,206.5349
18,10.0,20.0,1.59913,176.0001,1,1,20016.34145,20018.65422,20014.02979,18787.80174,18786.207,18789.39569,202.39874,206.5349,198.26164
18,20.0,30.0,1.59913,176.0001,1,1,20011.7183,20014.02979,20009.40605,18790.98849,18789.39569,18792.5798,194.12401,198.26164,189.98623
18,30.0,40.0,0.97513,212.0,1,1,20007.09367,20009.40605,20004.7818,18794.17074,18792.5798,18795.76242,185.84837,189.98623,181.71052
18,40.0,50.0,14.7602,469.2739,1,1,20002.47081,20004.7818,20000.16103,18797.35536,18795.76242,18798.95007,177.57267,181.71052,173.43481
18,50.0,60.0,5.460000000000001,465.98,1,1,19997.85237,20000.16103,19995.54468,18800.54597,18798.95007,18802.14247,169.2968,173.43481,165.15847
18,60.0,70.0,1.222,235.0001,1,1,19993.23842,19995.54468,19990.93403,18803.73827,18802.14247,18805.33206,161.01907,165.15847,156.87786
18,70.0,80.0,0.78,316.0001,0,1,19988.63089,19990.93403,19986.32839,18806.92509,18805.33206,18808.51861,152.73567,156.87786,148.5933
18,80.0,90.0,0.50713,204.7711,0,1,19984.02597,19986.32839,19981.72306,18810.11261,18808.51861,18811.70713,144.45108,148.5933,140.30932
18,90.0,100.0,0.93613,153.0001,0,1,19979.42164,19981.72306,19977.12366,18813.3008,18811.70713,18814.89226,136.16642,140.30932,132.02075
18,100.0,110.0,0.66313,209.0,0,1,19974.82854,19977.12366,19972.53569,18816.48249,18814.89226,18818.07244,127.87303,132.02075,123.72394
18,110.0,120.0,0.37713,299.0001,0,1,19970.24325,19972.53569,19967.94933,18819.66258,18818.07244,18821.2534,119.57471,123.72394,115.42655
18,120.0,130.0,0.48113,262.0001,0,1,19965.65468,19967.94933,19963.36002,18822.84454,18821.2534,18824.43569,111.27892,115.42655,107.13129
19,0.0,10.0,0.065,32.0001,0,0,20050.73767,20053.472,20048.00505,18653.73105,18653.037,18654.42259,212.66383,216.792,208.53412
19,10.0,20.0,0.091,36.0001,0,0,20045.27324,20048.00505,20042.54133,18655.11083,18654.42259,18655.79498,204.40332,208.53412,200.2719
19,20.0,30.0,0.22113,76.0001,0,0,20039.80738,20042.54133,20037.06947,18656.47704,18655.79498,18657.15896,196.14148,200.2719,192.01368
19,30.0,40.0,0.28613,71.0001,0,0,20034.32956,20037.06947,20031.58962,18657.84218,18657.15896,18658.52809,187.88741,192.01368,183.7616
19,40.0,50.0,0.44213,59.0001,0,0,20028.84936,20031.58962,20026.10852,18659.21558,18658.52809,18659.90352,179.63627,183.7616,175.51141
19,50.0,60.0,0.2339999999999999,44.0,0,0,20023.3654,20026.10852,20020.61833,18660.59164,18659.90352,18661.27966,171.38808,175.51141,167.26738
19,60.0,70.0,0.52,66.0,0,0,20017.86944,20020.61833,20015.12088,18661.96687,18661.27966,18662.65257,163.14775,167.26738,159.02765
19,70.0,80.0,0.55913,45.0,0,0,20012.37325,20015.12088,20009.62717,18663.33645,18662.65257,18664.01819,154.90662,159.02765,150.78421
19,80.0,90.0,0.8840000000000001,151.0,0,0,20006.88186,20009.62717,20004.13654,18664.69885,18664.01819,18665.37952,146.66111,150.78421,142.53801
20,0.0,10.0,1.35213,166.0001,1,1,20000.13467,19997.407,20002.8626,18801.82059,18801.407,18802.23393,198.85702,203.027,194.68718
20,10.0,20.0,3.56213,326.3424,1,1,20005.5907,20002.8626,20008.31888,18802.64699,18802.23393,18803.05975,190.51742,194.68718,186.34769
20,20.0,30.0,1.7421300000000002,190.0001,1,1,20011.04655,20008.31888,20013.7731,18803.47227,18803.05975,18803.88462,182.1776,186.34769,178.00677
20,30.0,40.0,1.7421300000000002,190.0001,1,1,20016.49963,20013.7731,20019.22723,18804.29712,18803.88462,18804.71007,173.83593,178.00677,169.66584
20,40.0,50.0,0.208,34.0001,0,1,20021.95499,20019.22723,20024.68198,18805.12418,18804.71007,18805.54018,165.49596,169.66584,161.32577
20,50.0,60.0,0.24713,101.0001,0,1,20027.40649,20024.68198,20030.12681,18805.95733,18805.54018,18806.37491,157.15408,161.32577,152.9797
20,60.0,70.0,0.19513,125.0,0,0,20032.84475,20030.12681,20035.56213,18806.79227,18806.37491,18807.20877,148.80374,152.9797,144.62733
20,70.0,80.0,0.312,86.0001,0,0,20038.27901,20035.56213,20040.99548,18807.62473,18807.20877,18808.04048,140.45055,144.62733,136.27348
20,80.0,90.0,0.98813,201.0,0,0,20043.71107,20040.99548,20046.42528,18808.45602,18808.04048,18808.87136,132.09581,136.27348,127.91722
20,90.0,100.0,0.507,161.0,0,0,20049.13881,20046.42528,20051.85234,18809.28658,18808.87136,18809.70181,123.73819,127.91722,119.55915
21,0.0,10.0,0.07813,40.0,0,0,19839.02854,19838.498,19839.55957,18913.79225,18910.924,18916.66067,218.13801,222.199,214.0772
21,10.0,20.0,0.10413,45.0001,0,0,19840.0916,19839.55957,19840.62512,18919.52879,18916.66067,18922.39617,210.01631,214.0772,205.95509
21,20.0,30.0,0.208,64.0,0,0,19841.15999,19840.62512,19841.69607,18925.26081,18922.39617,18928.12071,201.89211,205.95509,197.82596
21,30.0,40.0,0.169,66.0,0,0,19842.23226,19841.69607,19842.76745,18930.97642,18928.12071,18933.82848,193.75688,197.82596,189.68511
21,40.0,50.0,0.338,52.0001,0,0,19843.29999,19842.76745,19843.82821,18936.67743,18933.82848,18939.52377,185.61081,189.68511,181.53414
21,50.0,60.0,0.754,34.0701,0,0,19844.35405,19843.82821,19844.87943,18942.36807,18939.52377,18945.21085,177.45572,181.53414,173.37619
21,60.0,70.0,0.208,51.0,0,0,19845.40607,19844.87943,19845.9357,18948.05319,18945.21085,18950.89612,169.29651,173.37619,165.21764
21,70.0,80.0,1.82013,125.0,1,0,19846.46678,19845.9357,19846.99777,18953.73913,18950.89612,18956.58169,161.13901,165.21764,157.06005
21,80.0,90.0,1.56013,85.0,1,0,19847.52683,19846.99777,19848.0521,18959.42189,18956.58169,18962.25783,152.9792,157.06005,148.89489
21,90.0,100.0,0.92313,73.0001,1,0,19848.5743,19848.0521,19849.09417,18965.0889,18962.25783,18967.91448,144.80682,148.89489,140.71465
21,100.0,110.0,0.8711300000000001,87.0,1,0,19849.61312,19849.09417,19850.13258,18970.73738,18967.91448,18973.56041,136.62052,140.71465,132.52654
21,110.0,120.0,1.144,135.0,1,1,19850.65128,19850.13258,19851.16796,18976.38312,18973.56041,18979.20507,128.43224,132.52654,124.33717
21,120.0,130.0,1.027,135.0001,1,1,19851.6829,19851.16796,19852.19636,18982.02577,18979.20507,18984.84469,120.24101,124.33717,116.14345
21,130.0,140.0,0.8710000000000001,87.0,1,1,19852.7091,19852.19636,19853.22183,18987.66273,18984.84469,18990.48077,112.04519,116.14345,107.94693
22,0.0,10.0,0.052,25.0,0,0,19866.44711,19863.72,19869.17386,18876.30235,18875.29,18877.31627,236.3863,240.453,232.31976
22,10.0,20.0,0.013,26.0001,0,0,19871.89979,19869.17386,19874.62441,18878.33175,18877.31627,18879.34878,228.25305,232.31976,224.18585
22,20.0,30.0,0.104,29.0001,0,0,19877.34923,19874.62441,19880.07571,18880.36688,18879.34878,18881.38558,220.11906,224.18585,216.05353
22,30.0,40.0,0.14313,33.0001,0,0,19882.80515,19880.07571,19885.5388,18882.40435,18881.38558,18883.42265,211.98999,216.05353,207.92918
22,40.0,50.0,0.14313,33.0001,0,0,19888.27337,19885.5388,19891.00555,18884.44012,18883.42265,18885.45637,203.86878,207.92918,199.80646
22,50.0,60.0,0.8580000000000001,73.0001,0,0,19893.73464,19891.00555,19896.4599,18886.47141,18885.45637,18887.48521,195.74176,199.80646,191.67419
22,60.0,70.0,0.44213,34.0,1,0,19899.18411,19896.4599,19901.91003,18888.49929,18887.48521,18889.51518,187.60598,191.67419,183.53937
22,70.0,80.0,0.195,31.0,0,0,19904.63773,19901.91003,19907.36727,18890.53265,18889.51518,18891.55149,179.47435,183.53937,175.4109
22,80.0,90.0,0.53313,69.0,0,0,19910.09977,19907.36727,19912.83633,18892.57031,18891.55149,18893.58775,171.34944,175.4109,167.29037
22,90.0,100.0,0.28613,36.0,0,0,19915.57626,19912.83633,19918.31884,18894.60473,18893.58775,18895.6222,163.23346,167.29037,159.17846
22,100.0,110.0,0.55913,58.0001,0,0,19921.06156,19918.31884,19923.80195,18896.63957,18895.6222,18897.65624,155.12354,159.17846,151.06685
22,110.0,120.0,0.4679999999999999,68.0,0,0,19926.54029,19923.80195,19929.27691,18898.673,18897.65624,18899.69067,147.00882,151.06685,142.94984
22,120.0,130.0,0.50713,59.0001,0,0,19932.01349,19929.27691,19934.75176,18900.71064,18899.69067,18901.73432,138.89142,142.94984,134.83507
22,130.0,140.0,0.312,87.0001,0,1,19937.49239,19934.75176,19940.23608,18902.76014,18901.73432,18903.78657,130.78086,134.83507,126.72887
22,140.0,150.0,0.507,171.0,0,1,19942.98178,19940.23608,19945.7284,18904.8127,18903.78657,18905.83766,122.67817,126.72887,118.62779
22,150.0,160.0,0.221,87.0,0,1,19948.47549,19945.7284,19951.22257,18906.86202,18905.83766,18907.88638,114.57758,118.62779,110.52738
23,0.0,10.0,1.248,157.0,0,0,19842.85352,19841.939,19843.76955,18938.4663,18939.642,18937.28788,204.46701,209.24,199.69499
23,10.0,20.0,0.23413,65.0,0,0,19844.68668,19843.76955,19845.60449,18936.1072,18937.28788,18934.92472,194.92374,199.69499,190.15306
23,20.0,30.0,0.338,52.0001,0,0,19846.52158,19845.60449,19847.43656,18933.74251,18934.92472,18932.56261,185.38218,190.15306,180.61032
23,30.0,40.0,0.48113,46.0,0,0,19848.34949,19847.43656,19849.26042,18931.38423,18932.56261,18930.20657,175.83769,180.61032,171.0645
23,40.0,50.0,0.975,77.0001,0,0,19850.17024,19849.26042,19851.07986,18929.02852,18930.20657,18927.849,166.2912,171.0645,161.51822
23,50.0,60.0,1.23513,90.0,1,0,19851.98913,19851.07986,19852.89795,18926.66925,18927.849,18925.4905,156.74523,161.51822,151.97191
23,60.0,70.0,1.3650000000000002,180.7645,1,0,19853.80689,19852.89795,19854.71656,18924.31139,18925.4905,18923.13052,147.1987,151.97191,142.42607
23,70.0,80.0,1.56013,167.0,1,0,19855.62739,19854.71656,19856.5398,18921.94741,18923.13052,18920.76158,137.65421,142.42607,132.88332
23,80.0,90.0,0.611,60.0001,1,0,19857.45283,19856.5398,19858.36551,18919.57523,18920.76158,18918.39055,128.11269,132.88332,123.34157
23,90.0,100.0,0.28613,3.7024,0,0,19859.2779,19858.36551,19860.19006,18917.20712,18918.39055,18916.02452,118.57009,123.34157,113.79836
23,100.0,110.0,0.23413,33.0,0,0,19861.10212,19860.19006,19862.01417,18914.84233,18916.02452,18913.66014,109.02651,113.79836,104.25465
24,0.0,10.0,0.93613,307.0001,0,1,20054.42215,20053.058,20055.78522,18964.87335,18967.608,18962.13793,198.11663,202.074,194.15942
24,10.0,20.0,0.533,75.0001,1,0,20057.14727,20055.78522,20058.50835,18959.40274,18962.13793,18956.66876,190.2017,194.15942,186.24281
24,20.0,30.0,0.299,75.0,0,0,20059.86898,20058.50835,20061.22968,18953.93757,18956.66876,18951.21074,182.28184,186.24281,178.31789
24,30.0,40.0,0.507,115.0001,1,0,20062.59035,20061.22968,20063.95095,18948.48726,18951.21074,18945.76614,174.35163,178.31789,170.38372
24,40.0,50.0,0.52,133.0,0,0,20065.31151,20063.95095,20066.67207,18943.04621,18945.76614,18940.32627,166.41499,170.38372,162.44626
25,0.0,10.0,0.78,135.0,0,0,20051.12713,20052.014,20050.23983,18965.8894,18967.731,18964.04717,197.84589,202.409,193.28312
25,10.0,20.0,0.35113,102.0001,0,0,20049.35198,20050.23983,20048.46347,18962.20547,18964.04717,18960.36546,188.72024,193.28312,184.15681
25,20.0,30.0,1.27413,99.0001,0,0,20047.57384,20048.46347,20046.68267,18958.52572,18960.36546,18956.68483,179.59348,184.15681,175.03093
25,30.0,40.0,0.76713,90.0001,1,0,20045.79013,20046.68267,20044.89638,18954.84212,18956.68483,18952.99694,170.46937,175.03093,165.90905
25,40.0,50.0,1.872,235.0001,1,0,20044.00305,20044.89638,20043.11172,18951.1517,18952.99694,18949.30881,161.34867,165.90905,156.78695
25,50.0,60.0,0.24713,60.0001,0,0,20042.22233,20043.11172,20041.33479,18947.46774,18949.30881,18945.62799,152.22412,156.78695,147.66039
25,60.0,70.0,2.574,196.0001,0,0,20040.44819,20041.33479,20039.56159,18943.78889,18945.62799,18941.94979,143.09622,147.66039,138.53205
26,0.0,10.0,0.104,31.0001,0,0,19808.42288,19805.929,19810.91489,18891.40286,18890.419,18892.38646,228.95551,233.176,224.73384
26,10.0,20.0,0.078,31.0001,0,0,19813.40557,19810.91489,19815.89546,18893.36906,18892.38646,18894.34992,220.51116,224.73384,216.28762
26,20.0,30.0,0.039,33.0,0,0,19818.38472,19815.89546,19820.87347,18895.32833,18894.34992,18896.30359,212.06313,216.28762,207.83761
26,30.0,40.0,0.03913,31.0001,0,0,19823.36184,19820.87347,19825.84995,18897.27699,18896.30359,18898.24984,203.61144,207.83761,199.38499
26,40.0,50.0,0.078,48.0001,0,0,19828.3371,19825.84995,19830.82259,18899.22201,18898.24984,18900.19335,195.15782,199.38499,190.92949
26,50.0,60.0,0.403,47.0,0,0,19833.30633,19830.82259,19835.78823,18901.16344,18900.19335,18902.13187,186.69983,190.92949,182.46872
26,60.0,70.0,0.24713,74.0,0,0,19838.27094,19835.78823,19840.75715,18903.10006,18902.13187,18904.06947,178.23803,182.46872,174.00967
26,70.0,80.0,0.33813,53.0001,0,0,19843.24517,19840.75715,19845.73333,18905.03966,18904.06947,18906.0102,169.78256,174.00967,165.55561
26,80.0,90.0,0.50713,42.0001,0,0,19848.21983,19845.73333,19850.70286,18906.98119,18906.0102,18907.95273,161.32778,165.55561,157.09805
26,90.0,100.0,1.586,147.0,1,0,19853.18318,19850.70286,19855.66152,18908.92423,18907.95273,18909.89511,152.86671,157.09805,148.63407
26,100.0,110.0,1.586,147.0,1,0,19858.13832,19855.66152,19860.61404,18910.86484,18909.89511,18911.83289,144.40027,148.63407,140.16545
26,110.0,120.0,0.8450000000000001,47.0001,1,0,19863.08957,19860.61404,19865.56584,18912.79917,18911.83289,18913.76357,135.93012,140.16545,131.69479
26,120.0,130.0,0.39,36.0001,0,0,19868.04342,19865.56584,19870.5229,18914.72684,18913.76357,18915.68972,127.45997,131.69479,123.22617
26,130.0,140.0,0.143,2.9324,0,0,19873.00374,19870.5229,19875.48545,18916.6532,18915.68972,18917.61825,118.99331,123.22617,114.76131
26,140.0,150.0,0.2339999999999999,34.0001,0,0,19877.96757,19875.48545,19880.4497,18918.5841,18917.61825,18919.54994,110.52974,114.76131,106.29817
27,0.0,10.0,0.273,78.0,0,0,20088.18955,20088.132,20088.24713,18781.61516,18783.97,18779.25936,167.36962,171.78,162.95976
27,10.0,20.0,0.247,82.0,0,0,20088.30468,20088.24713,20088.36218,18776.90428,18779.25936,18774.55157,158.54952,162.95976,154.138
27,20.0,30.0,0.22113,47.0001,0,0,20088.41959,20088.36218,20088.47686,18772.2002,18774.55157,18769.84909,149.72577,154.138,145.3134
27,30.0,40.0,0.15613,104.0001,0,0,20088.5337,20088.47686,20088.58978,18767.49751,18769.84909,18765.14472,140.90128,145.3134,136.48979
27,40.0,50.0,0.13,93.0001,0,0,20088.64555,20088.58978,20088.70145,18762.79166,18765.14472,18760.43931,132.07844,136.48979,127.66671
27,50.0,60.0,0.533,170.0001,0,0,20088.7578,20088.70145,20088.81495,18758.08671,18760.43931,18755.73295,123.25513,127.66671,118.84417
27,60.0,70.0,0.533,170.0001,0,0,20088.87249,20088.81495,20088.93003,18753.37859,18755.73295,18751.02423,114.43354,118.84417,110.0229
28,0.0,10.0,0.273,78.0,0,0,20086.77675,20088.388,20085.16689,18781.3644,18783.299,18779.43167,167.74014,172.06,163.41892
28,10.0,20.0,0.247,82.0,0,0,20083.5585,20085.16689,20081.95162,18777.5008,18779.43167,18775.57176,159.09633,163.41892,154.77236
28,20.0,30.0,0.11713,95.0,0,0,20080.34497,20081.95162,20078.73725,18773.64223,18775.57176,18771.70991,150.44852,154.77236,146.12632
28,30.0,40.0,0.1169999999999999,33.0001,0,0,20077.12849,20078.73725,20075.5187,18769.77493,18771.70991,18767.83742,141.8057,146.12632,137.4866
28,40.0,50.0,0.10413,72.0001,0,0,20073.90945,20075.5187,20072.30228,18765.90054,18767.83742,18763.96747,133.16702,137.4866,128.84495
28,50.0,60.0,0.32513,127.0001,0,1,20070.69712,20072.30228,20069.09389,18762.03811,18763.96747,18760.11234,124.52049,128.84495,120.1937
28,60.0,70.0,0.07813,74.0001,0,1,20067.49164,20069.09389,20065.88938,18758.18836,18760.11234,18756.26439,115.86576,120.1937,111.53781
29,0.0,10.0,0.065,20.0001,0,0,19889.02217,19888.718,19889.32731,18797.29107,18795.266,18799.31422,242.65558,247.217,238.09337
29,10.0,20.0,0.13013,78.0001,0,0,19889.63298,19889.32731,19889.93878,18801.33463,18799.31422,18803.35148,233.52998,238.09337,228.96503
29,20.0,30.0,0.14313,40.0001,0,0,19890.24388,19889.93878,19890.54742,18805.36553,18803.35148,18807.37756,224.39879,228.96503,219.83156
29,30.0,40.0,0.039,30.0001,0,0,19890.84988,19890.54742,19891.15171,18809.38762,18807.37756,18811.39576,215.26339,219.83156,210.69433
29,40.0,50.0,0.065,22.0,0,0,19891.45261,19891.15171,19891.7523,18813.40214,18811.39576,18815.40693,206.12444,210.69433,201.55377
29,50.0,60.0,0.06513,25.0001,0,0,19892.05027,19891.7523,19892.34606,18817.41108,18815.40693,18819.41556,196.98272,201.55377,192.41166
29,60.0,70.0,0.273,36.0,0,0,19892.6405,19892.34606,19892.93442,18821.42113,18819.41556,18823.42854,187.84099,192.41166,183.2711
29,70.0,80.0,10.0542,277.1464,1,1,19893.22888,19892.93442,19893.5249,18825.43765,18823.42854,18827.44831,178.70199,183.2711,174.13366
29,80.0,90.0,0.50713,68.0,1,1,19893.82204,19893.5249,19894.11988,18829.4598,18827.44831,18831.47144,169.56577,174.13366,164.99799
29,90.0,100.0,1.28713,96.0001,1,1,19894.41746,19894.11988,19894.71387,18833.48335,18831.47144,18835.49568,160.43032,164.99799,155.86275
29,100.0,110.0,1.105,79.0001,1,1,19895.00976,19894.71387,19895.30578,18837.50897,18835.49568,18839.52378,151.29557,155.86275,146.72907
29,110.0,120.0,1.7160000000000002,112.0,1,1,19895.60219,19895.30578,19895.89925,18841.53927,18839.52378,18843.55462,142.1629,146.72907,137.59671
29,120.0,130.0,0.8710000000000001,123.0,1,0,19896.1966,19895.89925,19896.49393,18845.56943,18843.55462,18847.58328,133.03029,137.59671,128.46345
29,130.0,140.0,0.8710000000000001,123.0,1,0,19896.79126,19896.49393,19897.08865,18849.59676,18847.58328,18851.61047,123.89646,128.46345,119.32956
29,140.0,150.0,0.507,52.0,0,0,19897.38606,19897.08865,19897.68348,18853.62431,18851.61047,18855.63814,114.76272,119.32956,110.19588
30,0.0,10.0,1.976,117.0,0,0,19864.59309,19864.348,19864.8372,18979.95195,18980.039,18979.86541,169.47177,174.465,164.47848
30,10.0,20.0,0.75413,120.0,1,0,19865.08162,19864.8372,19865.32763,18979.77895,18979.86541,18979.69213,159.48521,164.47848,154.49202
30,20.0,30.0,1.3910000000000002,129.0001,1,1,19865.57543,19865.32763,19865.82527,18979.60473,18979.69213,18979.51653,149.49893,154.49202,144.50595
30,30.0,40.0,0.59813,127.0,1,1,19866.07724,19865.82527,19866.33143,18979.42743,18979.51653,18979.33731,139.5131,144.50595,134.52038
30,40.0,50.0,0.8580000000000001,153.0,1,1,19866.58828,19866.33143,19866.84819,18979.24613,18979.33731,18979.15381,129.52781,134.52038,124.53543
30,50.0,60.0,2.262,182.0,1,1,19867.10977,19866.84819,19867.37161,18979.06092,18979.15381,18978.968,119.54314,124.53543,114.55086
30,60.0,70.0,1.651,275.0001,1,1,19867.63359,19867.37161,19867.89557,18978.87506,18978.968,18978.78212,109.5586,114.55086,104.56633
31,0.0,10.0,,,-2147483648,-2147483648,19913.04047,19914.29,19911.79267,19033.75499,19036.633,19030.87923,167.44696,171.34,163.55171
31,10.0,20.0,1.781,115.0,1,1,19910.54632,19911.79267,19909.30119,19028.0062,19030.87923,19025.13635,159.65398,163.55171,155.75352
31,20.0,30.0,0.8971300000000001,40.0,1,1,19908.05635,19909.30119,19906.81092,19022.26891,19025.13635,19019.4031,151.85119,155.75352,147.94785
31,30.0,40.0,0.377,40.0,1,1,19905.56394,19906.81092,19904.31445,19016.53715,19019.4031,19013.66928,144.04511,147.94785,140.14459
31,40.0,50.0,0.8320000000000001,56.0001,1,0,19903.06199,19904.31445,19901.80609,19010.79993,19013.66928,19007.92952,136.24611,140.14459,132.34951
31,50.0,60.0,0.7280000000000001,42.0001,1,0,19900.54755,19901.80609,19899.28718,19005.06095,19007.92952,19002.19712,128.45241,132.34951,124.55241
31,60.0,70.0,1.209,53.0,1,0,19898.0255,19899.28718,19896.76298,18999.33726,19002.19712,18996.4806,120.64993,124.55241,116.74538
31,70.0,80.0,0.59813,73.0,1,0,19895.50005,19896.76298,19894.23713,18993.62553,18996.4806,18990.77047,112.8398,116.74538,108.93421
32,0.0,10.0,3.53613,77.0,1,0,20005.37459,20004.724,20006.02536,18901.7972,18900.594,18903.00057,208.40373,213.213,203.59454
32,10.0,20.0,0.8387600000000001,103.0001,1,0,20006.67628,20006.02536,20007.32728,18904.20357,18903.00057,18905.40561,198.78526,203.59454,193.97576
32,20.0,30.0,0.8840000000000001,110.0001,0,0,20007.97897,20007.32728,20008.63195,18906.60773,18905.40561,18907.81096,189.16637,193.97576,184.35744
32,30.0,40.0,0.416,74.0001,0,0,20009.28608,20008.63195,20009.94121,18909.01522,18907.81096,18910.22041,179.54892,184.35744,174.74077
32,40.0,50.0,0.793,104.0,0,0,20010.59596,20009.94121,20011.24893,18911.42491,18910.22041,18912.62708,169.93239,174.74077,165.12319
32,50.0,60.0,0.078,32.0001,0,0,20011.9009,20011.24893,20012.55261,18913.82831,18912.62708,18915.03001,160.31362,165.12319,155.50413
32,60.0,70.0,0.065,49.0001,0,0,20013.20477,20012.55261,20013.85806,18916.23268,18915.03001,18917.43685,150.69494,155.50413,145.88628
32,70.0,80.0,0.5980000000000001,87.0001,0,0,20014.51192,20013.85806,20015.16578,18918.64176,18917.43685,18919.84666,141.07789,145.88628,136.26949
33,0.0,10.0,0.039,37.0,0,0,19881.36048,19878.813,19883.90732,18739.80918,18739.092,18740.52601,247.60583,251.848,243.36322
33,10.0,20.0,0.182,26.0001,0,0,19886.45386,19883.90732,19889.00041,18741.24306,18740.52601,18741.96088,239.12046,243.36322,234.87784
33,20.0,30.0,0.0521299999999999,49.0001,0,0,19891.54688,19889.00041,19894.09321,18742.67936,18741.96088,18743.39839,230.63529,234.87784,226.39274
33,30.0,40.0,0.13013,27.0001,0,0,19896.6398,19894.09321,19899.1871,18744.11645,18743.39839,18744.832,222.15019,226.39274,217.90764
33,40.0,50.0,0.065,30.0001,0,0,19901.73466,19899.1871,19904.28204,18745.54573,18744.832,18746.25836,213.66494,217.90764,209.42193
33,50.0,60.0,0.026,31.0,0,0,19906.8278,19904.28204,19909.37053,18746.9707,18746.25836,18747.68355,205.17792,209.42193,200.93217
33,60.0,70.0,0.20813,65.0,0,0,19911.91178,19909.37053,19914.45311,18748.3957,18747.68355,18749.10593,196.68542,200.93217,192.4384
33,70.0,80.0,0.10413,67.0,0,0,19916.99463,19914.45311,19919.53645,18749.81383,18749.10593,18750.51896,188.1911,192.4384,183.94352
33,80.0,90.0,0.14313,59.0001,0,0,19922.07725,19919.53645,19924.61567,18751.22262,18750.51896,18751.92607,179.69508,183.94352,175.44519
33,90.0,100.0,0.09113,89.0,0,0,19927.15427,19924.61567,19929.6956,18752.62972,18751.92607,18753.33395,171.19544,175.44519,166.94742
33,100.0,110.0,0.091,37.0001,0,0,19932.24,19929.6956,19934.78782,18754.03792,18753.33395,18754.74074,162.70119,166.94742,158.45682
33,110.0,120.0,0.091,37.0001,0,0,19937.33697,19934.78782,19939.88533,18755.44184,18754.74074,18756.14062,154.21297,158.45682,149.96826
33,120.0,130.0,0.169,47.0001,0,0,19942.43175,19939.88533,19944.97506,18756.83774,18756.14062,18757.53387,145.72211,149.96826,141.47393
33,130.0,140.0,0.273,43.0,1,0,19947.51592,19944.97506,19950.05502,18758.22971,18757.53387,18758.92598,137.22425,141.47393,132.97358
33,140.0,150.0,1.807,143.0,1,1,19952.59388,19950.05502,19955.13402,18759.6227,18758.92598,18760.31991,128.72284,132.97358,124.47295
