x,y,z,Au:shell,Cu:shell
19856.1749,18851.2884,248.7000,0,0
19859.5951,18841.8915,248.7000,0,0
19863.0153,18832.4946,248.7000,0,0
19866.4355,18823.0977,248.7000,0,0
19865.5719,18854.7086,248.7000,0,0
19868.9921,18845.3117,248.7000,0,0
19872.4123,18835.9148,248.7000,0,0
19874.9688,18858.1288,248.7000,0,0
19878.3890,18848.7319,248.7000,0,0
19846.7780,18847.8682,258.7000,0,0
19856.1749,18851.2884,258.7000,0,0
19859.5951,18841.8915,258.7000,0,0
19865.5719,18854.7086,258.7000,0,0
19868.9921,18845.3117,258.7000,0,0
19872.4123,18835.9148,258.7000,0,0
19874.9688,18858.1288,258.7000,0,0
19878.3890,18848.7319,258.7000,0,0
19846.7780,18847.8682,268.7000,0,0
19856.1749,18851.2884,268.7000,0,0
19859.5951,18841.8915,268.7000,0,0
19865.5719,18854.7086,268.7000,0,0
19868.9921,18845.3117,268.7000,0,0
19872.4123,18835.9148,268.7000,0,0
19846.7780,18847.8682,278.7000,0,0
19856.1749,18851.2884,278.7000,0,0
19859.5951,18841.8915,278.7000,0,0
20151.8670,18565.1658,228.7000,0,0
20155.2873,18555.7689,228.7000,0,0
20158.7075,18546.3719,228.7000,0,0
20161.2640,18568.5860,228.7000,0,0
20164.6842,18559.1891,228.7000,0,0
20168.1044,18549.7921,228.7000,0,0
20171.5246,18540.3952,228.7000,0,0
20170.6609,18572.0062,228.7000,0,0
20174.0811,18562.6093,228.7000,0,0
20177.5013,18553.2123,228.7000,0,0
20180.9215,18543.8154,228.7000,0,0
20180.0578,18575.4264,228.7000,0,0
20183.4780,18566.0295,228.7000,0,0
20186.8982,18556.6325,228.7000,0,0
20148.4468,18574.5627,238.7000,0,0
20151.8670,18565.1658,238.7000,0,0
20157.8438,18577.9829,238.7000,0,0
20161.2640,18568.5860,238.7000,0,0
20164.6842,18559.1891,238.7000,0,0
20168.1044,18549.7921,238.7000,0,0
20171.5246,18540.3952,238.7000,0,0
20167.2407,18581.4031,238.7000,1,0
20170.6609,18572.0062,238.7000,0,0
20174.0811,18562.6093,238.7000,0,0
20177.5013,18553.2123,238.7000,0,0
20180.9215,18543.8154,238.7000,0,0
20176.6376,18584.8233,238.7000,1,0
20180.0578,18575.4264,238.7000,0,0
20183.4780,18566.0295,238.7000,0,0
20186.8982,18556.6325,238.7000,0,0
20190.3184,18547.2356,238.7000,0,0
20192.8750,18569.4497,238.7000,0,0
20196.2952,18560.0527,238.7000,0,0
20148.4468,18574.5627,248.7000,0,0
20151.8670,18565.1658,248.7000,0,0
20157.8438,18577.9829,248.7000,0,0
20161.2640,18568.5860,248.7000,0,0
20164.6842,18559.1891,248.7000,0,0
20167.2407,18581.4031,248.7000,1,0
20170.6609,18572.0062,248.7000,0,0
20174.0811,18562.6093,248.7000,0,0
20177.5013,18553.2123,248.7000,0,0
20180.9215,18543.8154,248.7000,0,0
20184.3417,18534.4185,248.7000,0,0
20176.6376,18584.8233,248.7000,1,0
20180.0578,18575.4264,248.7000,1,0
20183.4780,18566.0295,248.7000,0,0
20186.8982,18556.6325,248.7000,0,0
20190.3184,18547.2356,248.7000,0,0
20189.4548,18578.8466,248.7000,1,0
20192.8750,18569.4497,248.7000,0,0
20196.2952,18560.0527,248.7000,0,0
20148.4468,18574.5627,258.7000,0,0
20151.8670,18565.1658,258.7000,0,0
20157.8438,18577.9829,258.7000,0,0
20161.2640,18568.5860,258.7000,0,0
20164.6842,18559.1891,258.7000,0,0
20167.2407,18581.4031,258.7000,0,0
20170.6609,18572.0062,258.7000,0,0
20174.0811,18562.6093,258.7000,0,0
20177.5013,18553.2123,258.7000,0,0
20180.9215,18543.8154,258.7000,0,0
20184.3417,18534.4185,258.7000,0,0
20176.6376,18584.8233,258.7000,1,0
20180.0578,18575.4264,258.7000,1,0
20183.4780,18566.0295,258.7000,0,0
20186.8982,18556.6325,258.7000,0,0
20190.3184,18547.2356,258.7000,0,0
20189.4548,18578.8466,258.7000,1,0
20192.8750,18569.4497,258.7000,1,0
20196.2952,18560.0527,258.7000,0,0
20151.8670,18565.1658,268.7000,0,0
20157.8438,18577.9829,268.7000,0,0
20161.2640,18568.5860,268.7000,0,0
20164.6842,18559.1891,268.7000,0,0
20167.2407,18581.4031,268.7000,0,0
20170.6609,18572.0062,268.7000,0,0
20174.0811,18562.6093,268.7000,0,0
20177.5013,18553.2123,268.7000,0,0
20180.9215,18543.8154,268.7000,0,0
20180.0578,18575.4264,268.7000,0,0
20183.4780,18566.0295,268.7000,0,0
20186.8982,18556.6325,268.7000,0,0
20164.6842,18559.1891,278.7000,0,0
20168.1044,18549.7921,278.7000,0,0
20174.0811,18562.6093,278.7000,0,0
20060.4543,18553.1778,228.7000,0,0
20109.9955,18592.4929,228.7000,0,0
20122.8126,18586.5162,228.7000,0,0
20119.3924,18595.9131,238.7000,0,0
20115.9722,18605.3100,248.7000,0,0
20132.2095,18589.9364,248.7000,0,0
20132.2095,18589.9364,258.7000,0,0
19871.5486,18867.5258,248.7000,0,0
19866.4355,18823.0977,228.7000,0,0
19872.4123,18835.9148,228.7000,0,0
19875.8325,18826.5179,228.7000,0,0
19874.9688,18858.1288,228.7000,0,0
19878.3890,18848.7319,228.7000,0,0
19881.8092,18839.3350,228.7000,0,0
19885.2294,18829.9381,228.7000,0,0
19887.7859,18852.1521,228.7000,0,0
19891.2061,18842.7552,228.7000,0,0
19869.8557,18813.7007,238.7000,0,0
19875.8325,18826.5179,238.7000,0,0
19879.2527,18817.1209,238.7000,0,0
19881.8092,18839.3350,238.7000,0,0
19885.2294,18829.9381,238.7000,0,0
19888.6496,18820.5411,238.7000,0,0
19884.3657,18861.5490,238.7000,0,0
19887.7859,18852.1521,238.7000,0,0
19891.2061,18842.7552,238.7000,0,0
19894.6263,18833.3583,238.7000,0,0
19869.8557,18813.7007,248.7000,0,0
19875.8325,18826.5179,248.7000,0,0
19879.2527,18817.1209,248.7000,0,0
19881.8092,18839.3350,248.7000,0,0
19885.2294,18829.9381,248.7000,0,0
19888.6496,18820.5411,248.7000,0,0
19884.3657,18861.5490,248.7000,0,0
19887.7859,18852.1521,248.7000,0,0
19891.2061,18842.7552,248.7000,0,0
19894.6263,18833.3583,248.7000,0,0
19898.0465,18823.9613,248.7000,0,0
19900.6030,18846.1754,248.7000,0,0
19875.8325,18826.5179,258.7000,0,0
19879.2527,18817.1209,258.7000,0,0
19881.8092,18839.3350,258.7000,0,0
19885.2294,18829.9381,258.7000,0,0
19888.6496,18820.5411,258.7000,0,0
19884.3657,18861.5490,258.7000,0,0
19887.7859,18852.1521,258.7000,0,0
19891.2061,18842.7552,258.7000,0,0
19894.6263,18833.3583,258.7000,0,0
19875.8325,18826.5179,268.7000,0,0
19879.2527,18817.1209,268.7000,0,0
19874.9688,18858.1288,268.7000,0,0
19878.3890,18848.7319,268.7000,0,0
19881.8092,18839.3350,268.7000,0,0
19885.2294,18829.9381,268.7000,0,0
19887.7859,18852.1521,268.7000,0,0
19891.2061,18842.7552,268.7000,0,0
19894.6263,18833.3583,268.7000,0,0
19868.9921,18845.3117,278.7000,0,0
19872.4123,18835.9148,278.7000,0,0
19881.8092,18839.3350,278.7000,0,0
19824.5639,18850.4248,228.7000,0,0
19830.5407,18863.2419,228.7000,0,0
19815.1670,18847.0046,238.7000,0,0
19821.1437,18859.8217,238.7000,0,0
19827.1205,18872.6388,238.7000,0,0
19830.5407,18863.2419,238.7000,0,0
19811.7468,18856.4015,248.7000,0,0
19817.7235,18869.2186,248.7000,0,0
19821.1437,18859.8217,248.7000,0,0
19827.1205,18872.6388,248.7000,0,0
19821.1437,18859.8217,258.7000,0,0
19827.1205,18872.6388,258.7000,0,0
19821.1437,18859.8217,268.7000,0,0
19830.5407,18863.2419,268.7000,0,0
19833.9609,18853.8450,278.7000,0,0
19839.9376,18866.6621,228.7000,0,0
19836.5174,18876.0590,238.7000,0,0
19836.5174,18876.0590,248.7000,0,0
19845.9143,18879.4792,248.7000,0,0
19836.5174,18876.0590,258.7000,0,0
19839.9376,18866.6621,268.7000,0,0
19849.3345,18870.0823,268.7000,0,0
19843.3578,18857.2652,278.7000,0,0
19827.9841,18841.0278,228.7000,0,0
19831.4043,18831.6309,228.7000,0,0
19818.5872,18837.6076,238.7000,0,0
20106.5753,18601.8898,228.7000,0,0
20119.3924,18595.9131,228.7000,0,0
20115.9722,18605.3100,238.7000,0,0
20115.9722,18605.3100,268.7000,0,0
20128.7893,18599.3333,248.7000,0,0
20128.7893,18599.3333,258.7000,0,0
19833.1317,18768.4089,228.7000,0,0
19836.5519,18759.0120,228.7000,0,0
19839.1084,18781.2261,228.7000,0,0
19842.5286,18771.8291,228.7000,0,0
19845.9488,18762.4322,228.7000,0,0
19851.9256,18775.2493,228.7000,0,0
19855.3458,18765.8524,228.7000,0,0
19861.3225,18778.6695,228.7000,0,0
19864.7427,18769.2726,228.7000,0,0
19823.7348,18764.9887,238.7000,0,0
19827.1550,18755.5918,238.7000,0,0
19829.7115,18777.8059,238.7000,0,0
19833.1317,18768.4089,238.7000,0,0
19836.5519,18759.0120,238.7000,0,0
19839.1084,18781.2261,238.7000,0,0
19842.5286,18771.8291,238.7000,0,0
19845.9488,18762.4322,238.7000,0,0
19848.5054,18784.6463,238.7000,0,0
19851.9256,18775.2493,238.7000,0,0
19855.3458,18765.8524,238.7000,0,0
19857.9023,18788.0665,238.7000,0,0
19861.3225,18778.6695,238.7000,0,0
19864.7427,18769.2726,238.7000,0,0
19874.1396,18772.6928,238.7000,0,0
19839.9721,18749.6151,228.7000,0,0
19849.3690,18753.0353,228.7000,0,0
19852.7892,18743.6384,228.7000,0,0
19858.7660,18756.4555,228.7000,0,0
19862.1862,18747.0586,228.7000,0,0
19868.1629,18759.8757,228.7000,0,0
19830.5752,18746.1949,238.7000,0,0
19839.9721,18749.6151,238.7000,0,0
19843.3923,18740.2182,238.7000,0,0
19849.3690,18753.0353,238.7000,0,0
19852.7892,18743.6384,238.7000,0,0
19858.7660,18756.4555,238.7000,0,0
19862.1862,18747.0586,238.7000,0,0
19868.1629,18759.8757,238.7000,0,0
19871.5831,18750.4788,238.7000,0,0
19877.5598,18763.2959,248.7000,0,0
19834.8245,18822.2340,238.7000,0,0
19879.2527,18817.1209,228.7000,0,0
19888.6496,18820.5411,228.7000,0,0
19894.6263,18833.3583,228.7000,0,0
19898.0465,18823.9613,238.7000,0,0
19897.1828,18855.5723,238.7000,0,0
19900.6030,18846.1754,238.7000,0,0
19904.0232,18836.7785,238.7000,0,0
19882.6729,18807.7240,248.7000,0,0
19892.0698,18811.1442,248.7000,0,0
19897.1828,18855.5723,248.7000,0,0
19904.0232,18836.7785,248.7000,0,0
19907.4434,18827.3815,248.7000,0,0
19882.6729,18807.7240,258.7000,0,0
19892.0698,18811.1442,258.7000,0,0
19898.0465,18823.9613,258.7000,0,0
19897.1828,18855.5723,258.7000,0,0
19900.6030,18846.1754,258.7000,0,0
19904.0232,18836.7785,258.7000,0,0
19888.6496,18820.5411,268.7000,0,0
19898.0465,18823.9613,268.7000,0,0
19885.2294,18829.9381,278.7000,0,0
20132.2095,18589.9364,238.7000,0,0
20128.7893,18599.3333,238.7000,0,0
19847.6417,18816.2573,238.7000,0,0
19857.0386,18819.6775,228.7000,0,0
19860.4588,18810.2805,238.7000,0,0
20162.1277,18536.9750,228.7000,0,0
20174.9448,18530.9983,228.7000,0,0
20174.9448,18530.9983,238.7000,0,0
20184.3417,18534.4185,238.7000,0,0
20051.0574,18549.7576,228.7000,0,0
20057.0341,18562.5748,228.7000,0,0
20066.4310,18565.9950,228.7000,0,0
20054.4776,18540.3607,228.7000,0,0
20057.8978,18530.9638,228.7000,0,0
20050.1937,18581.3686,228.7000,0,0
20053.6139,18571.9717,228.7000,0,0
20056.1704,18594.1857,228.7000,0,0
20059.5906,18584.7888,228.7000,0,0
20063.0108,18575.3919,228.7000,0,0
20052.7502,18603.5827,238.7000,0,0
20056.1704,18594.1857,238.7000,0,0
20062.1472,18607.0029,238.7000,0,0
20052.7502,18603.5827,248.7000,0,0
20052.7502,18603.5827,258.7000,0,0
19816.0307,18815.3936,228.7000,0,0
19819.4509,18805.9966,228.7000,0,0
19822.0074,18828.2107,228.7000,0,0
19825.4276,18818.8138,228.7000,0,0
19828.8478,18809.4168,228.7000,0,0
19832.2680,18800.0199,228.7000,0,0
19834.8245,18822.2340,228.7000,0,0
19838.2448,18812.8371,228.7000,0,0
19841.6650,18803.4401,228.7000,0,0
19847.6417,18816.2573,228.7000,0,0
19851.0619,18806.8603,228.7000,0,0
19825.4276,18818.8138,238.7000,0,0
19841.6650,18803.4401,238.7000,0,0
19845.0852,18794.0432,238.7000,0,0
19851.0619,18806.8603,238.7000,0,0
19815.1670,18847.0046,228.7000,0,0
19821.1437,18859.8217,228.7000,0,0
19811.7468,18856.4015,238.7000,0,0
19818.5872,18837.6076,228.7000,0,0
20032.2635,18542.9172,228.7000,0,0
20038.2403,18555.7344,228.7000,0,0
20041.6605,18546.3374,228.7000,0,0
20047.6372,18559.1546,228.7000,0,0
20035.6837,18533.5203,228.7000,0,0
20039.1039,18524.1234,228.7000,0,0
20045.0807,18536.9405,228.7000,0,0
20048.5009,18527.5436,228.7000,0,0
19843.3923,18740.2182,228.7000,0,0
19856.2094,18734.2414,228.7000,0,0
19871.5831,18750.4788,228.7000,0,0
19833.9954,18736.7980,238.7000,0,0
19846.8125,18730.8212,238.7000,0,0
19856.2094,18734.2414,238.7000,0,0
19865.6064,18737.6616,238.7000,0,0
19875.0033,18741.0818,238.7000,0,0
19877.5598,18763.2959,238.7000,0,0
19880.9800,18753.8990,248.7000,0,0
19813.4742,18793.1795,228.7000,0,0
19822.8711,18796.5997,228.7000,0,0
19826.2913,18787.2028,228.7000,0,0
19835.6882,18790.6230,228.7000,0,0
19845.0852,18794.0432,228.7000,0,0
19826.2913,18787.2028,238.7000,0,0
19835.6882,18790.6230,238.7000,0,0
19854.4821,18797.4634,238.7000,0,0
20044.2170,18568.5515,228.7000,0,0
20018.5827,18580.5049,228.7000,0,0
20022.0029,18571.1080,228.7000,0,0
20025.4231,18561.7111,228.7000,0,0
20028.8433,18552.3142,228.7000,0,0
20027.9797,18583.9251,228.7000,0,0
20031.3999,18574.5282,228.7000,0,0
20034.8201,18565.1313,228.7000,0,0
20037.3766,18587.3453,228.7000,0,0
20040.7968,18577.9484,228.7000,0,0
19805.7701,18843.5844,228.7000,0,0
19811.7468,18856.4015,228.7000,0,0
19802.3499,18852.9813,238.7000,0,0
19805.7701,18843.5844,238.7000,0,0
19802.3499,18852.9813,248.7000,0,0
19808.3266,18865.7984,248.7000,0,0
19817.7235,18869.2186,258.7000,0,0
19809.1903,18834.1874,228.7000,0,0
19812.6105,18824.7905,228.7000,0,0
19799.7934,18830.7672,238.7000,0,0
19860.4588,18810.2805,228.7000,0,0
19863.8790,18800.8836,238.7000,0,0
19870.7194,18782.0897,228.7000,0,0
19874.1396,18772.6928,228.7000,0,0
19880.1163,18785.5099,228.7000,0,0
19883.5365,18776.1130,228.7000,0,0
19867.2992,18791.4867,238.7000,0,0
19870.7194,18782.0897,238.7000,0,0
19876.6961,18794.9069,238.7000,0,0
19880.1163,18785.5099,238.7000,0,0
19883.5365,18776.1130,238.7000,0,0
19892.9335,18779.5332,238.7000,0,0
19876.6961,18794.9069,248.7000,0,0
19880.1163,18785.5099,248.7000,0,0
19883.5365,18776.1130,248.7000,0,0
19889.5133,18788.9302,248.7000,0,0
19892.9335,18779.5332,248.7000,0,0
19883.5365,18776.1130,258.7000,0,0
19892.9335,18779.5332,258.7000,0,0
19883.5365,18776.1130,268.7000,0,0
19877.5598,18763.2959,228.7000,0,0
19880.9800,18753.8990,228.7000,0,0
19886.9567,18766.7161,228.7000,0,0
19880.9800,18753.8990,238.7000,0,0
19886.9567,18766.7161,238.7000,0,0
19890.3769,18757.3192,238.7000,0,0
19896.3537,18770.1363,238.7000,0,0
19884.4002,18744.5020,248.7000,0,0
19886.9567,18766.7161,248.7000,0,0
19890.3769,18757.3192,248.7000,0,0
19896.3537,18770.1363,248.7000,0,0
19886.9567,18766.7161,258.7000,0,0
19890.3769,18757.3192,258.7000,0,0
19896.3537,18770.1363,258.7000,0,0
19886.9567,18766.7161,268.7000,0,0
19808.3266,18865.7984,238.7000,0,0
19817.7235,18869.2186,238.7000,0,0
19808.3266,18865.7984,258.7000,0,0
19796.3732,18840.1642,238.7000,0,0
19799.7934,18830.7672,228.7000,0,0
19802.3499,18852.9813,228.7000,0,0
19808.3266,18865.7984,228.7000,0,0
19817.7235,18869.2186,228.7000,0,0
19798.9297,18862.3782,238.7000,0,0
19798.9297,18862.3782,248.7000,0,0
19814.3033,18878.6155,248.7000,0,0
19798.9297,18862.3782,258.7000,0,0
19808.3266,18865.7984,268.7000,0,0
19817.7235,18869.2186,268.7000,0,0
19827.1205,18872.6388,268.7000,0,0
19857.9023,18788.0665,228.7000,0,0
19863.8790,18800.8836,228.7000,0,0
19867.2992,18791.4867,228.7000,0,0
19873.2759,18804.3038,228.7000,0,0
19876.6961,18794.9069,228.7000,0,0
19882.6729,18807.7240,228.7000,0,0
19886.0931,18798.3271,228.7000,0,0
19889.5133,18788.9302,228.7000,0,0
19892.9335,18779.5332,228.7000,0,0
19895.4900,18801.7473,228.7000,0,0
19873.2759,18804.3038,238.7000,0,0
19882.6729,18807.7240,238.7000,0,0
19886.0931,18798.3271,238.7000,0,0
19889.5133,18788.9302,238.7000,0,0
19892.0698,18811.1442,238.7000,0,0
19895.4900,18801.7473,238.7000,0,0
19898.9102,18792.3504,238.7000,0,0
19902.3304,18782.9534,238.7000,0,0
19873.2759,18804.3038,248.7000,0,0
19886.0931,18798.3271,248.7000,0,0
19895.4900,18801.7473,248.7000,0,0
19898.9102,18792.3504,248.7000,0,0
19902.3304,18782.9534,248.7000,0,0
19873.2759,18804.3038,258.7000,0,0
19886.0931,18798.3271,258.7000,0,0
19889.5133,18788.9302,258.7000,0,0
19895.4900,18801.7473,258.7000,0,0
19898.9102,18792.3504,258.7000,0,0
19902.3304,18782.9534,258.7000,0,0
19882.6729,18807.7240,268.7000,0,0
19886.0931,18798.3271,268.7000,0,0
19889.5133,18788.9302,268.7000,0,0
19892.9335,18779.5332,268.7000,0,0
19895.4900,18801.7473,268.7000,0,0
19898.9102,18792.3504,268.7000,0,0
19848.5054,18784.6463,228.7000,0,0
20061.3180,18521.5668,228.7000,0,0
19846.8125,18730.8212,228.7000,0,0
19865.6064,18737.6616,228.7000,0,0
19875.0033,18741.0818,228.7000,0,0
19859.6296,18724.8445,238.7000,0,0
19869.0266,18728.2647,238.7000,0,0
19878.4235,18731.6849,238.7000,0,0
19854.4821,18797.4634,228.7000,0,0
20142.4701,18561.7456,228.7000,0,0
20142.4701,18561.7456,268.7000,0,0
20046.7735,18590.7655,228.7000,0,0
20043.3533,18600.1625,238.7000,0,0
19869.8557,18813.7007,228.7000,0,0
19829.7115,18777.8059,228.7000,0,0
19820.3146,18774.3857,238.7000,0,0
19905.7506,18773.5565,248.7000,0,0
19896.3537,18770.1363,268.7000,0,0
20165.5479,18527.5781,228.7000,0,0
20103.1551,18611.2867,228.7000,0,0
20115.9722,18605.3100,228.7000,0,0
20099.7349,18620.6837,238.7000,0,0
20112.5520,18614.7069,238.7000,0,0
20099.7349,18620.6837,248.7000,0,0
20109.1318,18624.1039,248.7000,0,0
20112.5520,18614.7069,248.7000,0,0
20099.7349,18620.6837,258.7000,0,0
20112.5520,18614.7069,258.7000,0,0
20080.9410,18613.8433,268.7000,0,0
20090.3379,18617.2635,268.7000,0,0
20103.1551,18611.2867,268.7000,0,0
19975.0183,18554.0070,228.7000,0,0
19978.4385,18544.6101,228.7000,0,0
19980.9950,18566.8241,228.7000,0,0
19984.4152,18557.4272,228.7000,0,0
19987.8354,18548.0303,228.7000,0,0
19991.2556,18538.6333,228.7000,0,0
19990.3919,18570.2443,228.7000,0,0
19993.8121,18560.8474,228.7000,0,0
19997.2324,18551.4505,228.7000,0,0
20000.6526,18542.0535,228.7000,0,0
19999.7889,18573.6645,228.7000,0,0
20003.2091,18564.2676,228.7000,0,0
20006.6293,18554.8707,228.7000,0,0
20010.0495,18545.4737,228.7000,0,0
19965.6214,18550.5868,238.7000,0,0
19981.8587,18535.2131,238.7000,0,0
19994.6758,18529.2364,238.7000,0,0
19816.8944,18783.7826,228.7000,0,0
20024.5595,18593.3221,228.7000,0,0
20033.9564,18596.7423,228.7000,0,0
20043.3533,18600.1625,228.7000,0,0
20030.5362,18606.1392,238.7000,0,0
20039.9331,18609.5594,238.7000,0,0
20039.9331,18609.5594,248.7000,0,0
20039.9331,18609.5594,258.7000,0,0
19884.4002,18744.5020,238.7000,0,0
20019.4464,18548.8939,228.7000,0,0
20022.8666,18539.4970,228.7000,0,0
20026.2868,18530.1001,228.7000,0,0
20004.0728,18532.6566,228.7000,0,0
20012.6060,18567.6878,228.7000,0,0
20016.0262,18558.2909,228.7000,0,0
19803.2136,18821.3703,228.7000,0,0
19806.6338,18811.9734,228.7000,0,0
19892.0698,18811.1442,228.7000,0,0
19901.4667,18814.5644,248.7000,0,0
19892.0698,18811.1442,268.7000,0,0
19873.2759,18804.3038,278.7000,0,0
20156.1509,18524.1579,228.7000,0,0
20168.9681,18518.1812,238.7000,0,0
20178.3650,18521.6014,238.7000,0,0
20178.3650,18521.6014,248.7000,0,0
20178.3650,18521.6014,258.7000,0,0
20184.3417,18534.4185,268.7000,0,0
20168.9681,18518.1812,228.7000,0,0
20178.3650,18521.6014,228.7000,0,0
20184.3417,18534.4185,228.7000,0,0
20187.7619,18525.0216,238.7000,0,0
20193.7386,18537.8387,238.7000,0,0
20181.7852,18512.2044,248.7000,0,0
20187.7619,18525.0216,248.7000,0,0
20193.7386,18537.8387,248.7000,0,0
20187.7619,18525.0216,258.7000,0,0
20193.7386,18537.8387,258.7000,0,0
20178.3650,18521.6014,268.7000,0,0
19875.8325,18826.5179,278.7000,0,0
20125.3691,18608.7302,238.7000,1,0
20125.3691,18608.7302,248.7000,0,0
20125.3691,18608.7302,258.7000,0,0
20190.3184,18547.2356,268.7000,0,0
20171.5246,18540.3952,278.7000,0,0
19810.0540,18802.5764,228.7000,0,0
20190.3184,18547.2356,228.7000,0,0
20013.4697,18536.0768,228.7000,0,0
20007.4930,18523.2597,238.7000,0,0
20080.9410,18613.8433,228.7000,0,0
20071.5441,18610.4231,268.7000,0,0
19901.4667,18814.5644,258.7000,0,0
20199.7154,18550.6558,248.7000,0,0
20016.8899,18526.6799,228.7000,0,0
20020.3101,18517.2830,238.7000,0,0
19992.9485,18592.4584,218.7000,0,0
19974.1546,18585.6180,228.7000,0,0
19977.5748,18576.2210,228.7000,0,0
19980.1313,18598.4351,228.7000,0,0
19983.5515,18589.0382,228.7000,0,0
19986.9717,18579.6413,228.7000,0,0
19986.1081,18611.2522,228.7000,0,0
19989.5283,18601.8553,228.7000,0,0
19992.9485,18592.4584,228.7000,0,0
19996.3687,18583.0615,228.7000,0,0
19998.9252,18605.2755,228.7000,0,0
20002.3454,18595.8786,228.7000,0,0
20005.7656,18586.4817,228.7000,0,0
20009.1858,18577.0847,228.7000,0,0
20008.3221,18608.6957,228.7000,0,0
20011.7423,18599.2988,228.7000,0,0
20015.1625,18589.9019,228.7000,0,0
19970.7344,18595.0149,238.7000,0,0
19976.7111,18607.8320,238.7000,0,0
19986.1081,18611.2522,238.7000,0,0
19995.5050,18614.6724,238.7000,0,0
20021.1392,18602.7190,228.7000,0,0
20030.5362,18606.1392,228.7000,0,0
20027.1160,18615.5361,248.7000,0,0
20009.1858,18577.0847,218.7000,0,0
20017.7190,18612.1159,228.7000,0,0
20004.9019,18618.0926,238.7000,0,0
20014.2988,18621.5128,238.7000,0,0
20017.7190,18612.1159,238.7000,0,0
20014.2988,18621.5128,248.7000,0,0
20014.2988,18621.5128,258.7000,0,0
20027.1160,18615.5361,228.7000,0,0
20023.6958,18624.9330,238.7000,0,0
20027.1160,18615.5361,238.7000,0,0
20036.5129,18618.9563,238.7000,0,0
20023.6958,18624.9330,248.7000,0,0
20036.5129,18618.9563,248.7000,0,0
20027.1160,18615.5361,258.7000,0,0
20027.1160,18615.5361,268.7000,0,0
19971.5981,18563.4039,228.7000,0,0
19982.6879,18620.6492,238.7000,0,0
19992.0848,18624.0694,238.7000,0,0
20001.4817,18627.4896,238.7000,0,0
19982.6879,18620.6492,248.7000,0,0
19992.0848,18624.0694,248.7000,0,0
20001.4817,18627.4896,248.7000,0,0
19992.0848,18624.0694,258.7000,0,0
20001.4817,18627.4896,258.7000,0,0
19998.9252,18605.2755,218.7000,0,0
19995.5050,18614.6724,228.7000,0,0
20004.9019,18618.0926,228.7000,0,0
19986.9717,18579.6413,218.7000,0,0
19964.7577,18582.1978,228.7000,0,0
19968.1779,18572.8008,228.7000,0,0
19958.7810,18569.3806,238.7000,0,0
19962.2012,18559.9837,238.7000,0,0
19961.3375,18591.5947,238.7000,0,0
19964.7577,18582.1978,238.7000,0,0
20028.8433,18552.3142,218.7000,0,0
20006.6293,18554.8707,218.7000,0,0
19996.3687,18583.0615,218.7000,0,0
20015.1625,18589.9019,218.7000,0,0
19973.2909,18617.2290,228.7000,0,0
19979.2677,18630.0461,228.7000,0,0
19982.6879,18620.6492,228.7000,0,0
19988.6646,18633.4663,228.7000,0,0
19992.0848,18624.0694,228.7000,0,0
20001.4817,18627.4896,228.7000,0,0
19969.8707,18626.6259,238.7000,0,0
19973.2909,18617.2290,238.7000,0,0
19979.2677,18630.0461,238.7000,0,0
19988.6646,18633.4663,238.7000,0,0
19998.0615,18636.8865,238.7000,0,0
20010.8786,18630.9098,238.7000,0,0
19969.8707,18626.6259,248.7000,0,0
19979.2677,18630.0461,248.7000,0,0
19988.6646,18633.4663,248.7000,0,0
19998.0615,18636.8865,248.7000,0,0
20010.8786,18630.9098,248.7000,0,0
19979.2677,18630.0461,258.7000,0,0
19988.6646,18633.4663,258.7000,0,0
19998.0615,18636.8865,258.7000,0,0
20010.8786,18630.9098,258.7000,0,0
19988.6646,18633.4663,268.7000,0,0
19992.0848,18624.0694,268.7000,0,0
20001.4817,18627.4896,268.7000,0,0
19995.5050,18614.6724,218.7000,0,0
19976.7111,18607.8320,228.7000,0,0
20014.2988,18621.5128,228.7000,0,0
19967.3142,18604.4118,238.7000,0,0
20002.3454,18595.8786,218.7000,0,0
19926.3063,18600.1279,228.7000,0,0
19916.9094,18596.7077,238.7000,0,0
19926.3063,18600.1279,238.7000,0,0
19935.7032,18603.5482,228.7000,0,0
19945.1002,18606.9684,228.7000,0,0
19932.2830,18612.9451,238.7000,0,0
19935.7032,18603.5482,238.7000,0,0
19941.6800,18616.3653,238.7000,0,0
19945.1002,18606.9684,238.7000,0,0
19954.4971,18610.3886,238.7000,0,0
19920.3296,18587.3108,228.7000,0,0
19923.7498,18577.9139,228.7000,0,0
19929.7265,18590.7310,228.7000,0,0
19933.1467,18581.3341,228.7000,0,0
19936.5669,18571.9372,228.7000,0,0
19920.3296,18587.3108,238.7000,0,0
19923.7498,18577.9139,238.7000,0,0
19927.1700,18568.5170,238.7000,0,0
19929.7265,18590.7310,238.7000,0,0
19933.1467,18581.3341,238.7000,0,0
19936.5669,18571.9372,238.7000,0,0
19939.9871,18562.5402,238.7000,0,0
19939.1234,18594.1512,218.7000,0,0
19942.5436,18584.7543,218.7000,0,0
19939.1234,18594.1512,228.7000,0,0
19942.5436,18584.7543,228.7000,0,0
19945.9638,18575.3574,228.7000,0,0
19948.5204,18597.5714,228.7000,0,0
19951.9406,18588.1745,228.7000,0,0
19955.3608,18578.7776,228.7000,0,0
19957.9173,18600.9916,228.7000,0,0
19961.3375,18591.5947,228.7000,0,0
